COMMENT_ID,GAME_ID,VIDEO_ID,VIDEO_TITLE,DATE,COMMENT,USERNAME,SENTIMENT_SCORE,LIKE_COUNT,CAMPAIGN_ID
15315,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 03:45:00-08:00,"I'm so sick of these ""curated"" sections, just give me a list of new releases and let me sort by price or rating like a normal store",@user_9bfb78ee0b,-0.69,6,113
15316,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 04:52:00-08:00,"I'm so down for this game, but can we please get a patch for the weird camera stuttering? it's giving me a headache 🤯",@user_3cd05eb0cc,0.00,3,113
15317,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 05:59:00-08:00,"I'm more interested in seeing some actual gameplay and benchmarks before I get hyped about this thing, show me the numbers",@user_161b395d92,-0.05,2,113
15318,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 06:06:00-08:00,"I'm not sure what to expect from the upgrade, but I'm hoping for some sick new features and games, fingers crossed 🤞",@user_ca9c0d91c9,0.09,6,113
15319,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 07:13:00-08:00,"I remember watching this for the first time and being blown away by the graphics, still one of the best game trailers ever made",@user_3fd85550de,0.61,18,113
15320,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 08:20:00-08:00,"I'm still on the fence about getting a PSVR, but this game is definitely making me consider it, the graphics look insane",@user_46a3685614,0.13,5,113
15321,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 09:27:00-08:00,"Just when I thought the PS5 couldn't get any more lit, they drop this Always-On Brand Lexus commercial and I'm sold",@user_ac7d87c3ae,0.92,28,113
15322,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 10:34:00-08:00,"I remember watching this trailer back in the day and thinking Spider-Man 2 was gonna be a game changer, still holds up today 🕸️",@user_5195fd5c6c,-0.13,4,113
15323,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 11:41:00-08:00,"I've been a PS fanboy for years and this just solidifies my loyalty, can't wait to see what other exclusive goodies they have in store for us 🤫",@user_dbe93b0d0f,0.61,23,113
15324,19,ps_00198374,Helldivers 2 - Official Trailer,2026-02-10 12:48:00-08:00,"Just when I thought PS Plus couldn't get any better, they go and add all these sick multiplayer games to the essentials tier, thanks Sony!",@user_e9c22b7cb1,0.64,35,113
15325,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 13:55:00-08:00,"Exclusivity is just a way for Sony to control the narrative and limit our choices, not cool",@user_dbca2dad8d,-0.71,2,114
15326,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 14:02:00-08:00,"This is just a desperate attempt to make PS Plus seem more exclusive, but really it's just a rebranding of the same old stuff 🙄",@user_dc455f02a3,-0.84,4,114
15327,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 15:09:00-08:00,"This ""Ghost of Yotei Sustain"" thing is just a desperate attempt to cling to the past, it's not even a real game announcement",@user_1542797982,-0.84,2,114
15328,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 16:16:00-08:00,"I've been waiting for this upgrade for ages, let's see if it's worth the hype, Sony better bring the heat 🔪",@user_6988807ac0,0.00,2,114
15329,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 17:23:00-08:00,"I'm so hyped for GTA VI, the multiplayer is gonna be insane!!! 🤯 Can't wait to squad up with my friends and take over Los Santos",@user_fc0820c4a0,0.89,32,114
15330,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 18:30:00-08:00,"The search function is still trash, I type in a game's name and it shows me a bunch of irrelevant results, what's the point of even having a search bar?",@user_120b826b4b,-0.76,5,114
15331,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 19:37:00-08:00,"I don't get why they made it so hard to find the free PS Plus games, it's like they don't want me to claim my free stuff 🤑",@user_9dc352b53f,-0.76,5,114
15332,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 20:44:00-08:00,"This is just a way for Sony to get people to buy more games at full price, not a genuine attempt at being romantic",@user_47b48b148a,-0.54,3,114
15333,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 21:51:00-08:00,"Not gonna lie, the UI in this game looks kinda cluttered, hope it's not as overwhelming in person",@user_4e3780589c,-0.05,5,114
15334,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 22:58:00-08:00,"I'm still playing the same multiplayer games I was 2 years ago, hope this bundle brings some fresh competition",@user_88f649bf04,-0.14,6,114
15335,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 23:05:00-08:00,"I'm loving the new Ghost of Yotei Sustain trailer, but can we please get a patch for the bug where the wind effects make the trees clip through the ground? 🌳😂",@user_bf274042ae,0.62,14,114
15336,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 00:12:00-08:00,"I'm not pre-ordering anything until I see some actual gameplay, this trailer was just a bunch of flashy cutscenes and no substance 🙄",@user_2a7a0b2dd2,-0.62,4,114
15337,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 01:19:00-08:00,"I've been waiting for a good reason to get back into online gaming and this bundle is it, the free games and subscription are a steal",@user_1d84bf08dd,0.92,7,114
15338,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 02:26:00-08:00,"This is gonna be a game changer for online gaming, can't wait to squad up with my friends and take on the competition 🤩",@user_98b4bf05e6,0.93,25,114
15339,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 03:33:00-08:00,"The atmosphere in Ghost of Yotei Sustain is insane, but I'm still waiting for a fix for the bug that makes the sound effects desync from the gameplay, it's so immersion-breaking 🎧",@user_0c687fb80e,0.85,18,114
15340,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 04:40:00-08:00,I'm hyped for the new PS5 but I'm still trying to figure out what this Lexus thing is all about,@user_643bfbc830,-0.03,3,114
15341,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 05:47:00-08:00,"I'm not sure what's more impressive, the games or the fact that the PS Store is finally getting a redesign 🤔",@user_10e4ed1a26,-0.05,5,114
15342,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 06:54:00-08:00,"They're just gonna milk us for more money with microtransactions and season passes, not falling for it this time 🚫",@user_d923058a44,-0.58,3,114
15343,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 07:01:00-08:00,"I was really looking forward to upgrading but the price is a major turn off, I'll just wait for a sale or something.",@user_4998212ff8,-0.57,6,114
15344,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 08:08:00-08:00,"Still one of the most iconic trailers of all time, the music and visuals were so ahead of its time 🔥",@user_426d10742d,-0.01,2,114
15345,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 09:15:00-08:00,"I'm so sick of them trying to make us pay for online multiplayer, it's like they're just trying to nickel and dime us to death 🤑",@user_5eb883bf3e,-0.62,6,114
15346,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 10:22:00-08:00,What's the point of a premium upgrade if the servers are still gonna be trash and I'll be stuck in matchmaking for 10 minutes? 😒,@user_8844729a28,-0.79,3,114
15347,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 11:29:00-08:00,"I'm still waiting for a decent store update, this ""play has no limits"" thing is just a fancy trailer, where's the actual improvement? 🙄",@user_ff45b7b569,-0.69,3,114
15348,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 12:36:00-08:00,"Just watched the trailer and I'm HYPED, but I really hope they squash that annoying bug where the NPCs get stuck in infinite loops of walking into walls 🚫",@user_78b3043437,0.81,10,114
15349,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 13:43:00-08:00,"I'm not sure what's more impressive, the games or the fact that the PS Store is finally getting a redesign 🤔",@user_fbe7bb5e8e,-0.04,6,114
15350,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 14:50:00-08:00,"This ""Always-On"" nonsense is just a recipe for disaster, my PS4 already runs hot enough as it is 😒",@user_0bffdca0bc,-0.48,6,114
15351,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 15:57:00-08:00,"This is just a cash grab, I'm not pre-ordering anything until I see some actual gameplay and not just a bunch of cutscenes",@user_aec3c5e23e,-0.76,5,114
15352,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 16:04:00-08:00,"I'm still on the fence about upgrading to Premium, I mean the extra perks are cool and all but I'm not sure if it's worth the extra cash 💸",@user_3f0fd98c95,0.03,6,114
15353,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 17:11:00-08:00,"I'm so hyped for the PS5 Pro, but can we please get a patch for the bug that's been causing my controller to disconnect randomly? 🤦‍♂️",@user_cdb263a291,0.81,20,114
15354,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 18:18:00-08:00,"I preordered the PS5 Pro and I'm still waiting for my console to arrive, meanwhile I'm seeing all these bugs and glitches online, not a great start",@user_674ceaf6d8,-0.06,5,114
15355,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 19:25:00-08:00,"I'd rather they focus on optimizing the PS5's performance instead of adding more features like this, just saying",@user_d4aff53a78,0.05,2,114
15356,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 20:32:00-08:00,"I was hyped for the PS5 Pro but the launch was kinda meh, still got a bunch of bugs to iron out 🤦‍♂️",@user_846d686278,-0.10,6,114
15357,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 21:39:00-08:00,"This trailer got me so pumped for the online heists, I'm talking 10-player crews and coordinated take downs",@user_08f549f1d2,0.74,31,114
15358,30,ps_00306d01,Resident Evil 9 - Official Trailer,2026-02-10 22:46:00-08:00,"I'm loving the throwback to the old PlayStation commercials, it's like they're speaking straight to my childhood heart ❤️",@user_2271dfaf12,0.85,29,114
1,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 01:07:00-07:00,"I'm not sure what to expect from the upgrade, but I'm hoping for some sick new features and games, fingers crossed 🤞",@user_c65c8d729b,0.00,6,104
2,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 02:14:00-07:00,"I'm low-key excited for the new multiplayer games, but I need to see some actual gameplay before I get too hyped, trailers can be deceiving 🤷‍♂️",@user_e2b1ebc576,-0.02,7,104
3,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 03:21:00-07:00,"I was so hyped when I saw the title, but this trailer just looks like more of the same old same old, where's the innovation?",@user_e74dc48f02,-0.50,2,104
4,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 04:28:00-07:00,"I've been waiting for a good reason to get back into online gaming and this bundle is it, the free games and subscription are a steal",@user_63ddd7e43c,0.71,26,104
5,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 05:35:00-07:00,"I was hyped for the Spring Refresh but the store update is a total mess, can't even find the new games I want to buy 🤦‍♂️",@user_105c840178,-0.48,5,104
6,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 06:42:00-07:00,"I'm not mad at the new PS Plus Essentials, but I'm not exactly hyped either, feels like just another way to get us to pay more for exclusives 🤔",@user_35dfb819d7,0.10,3,104
7,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 07:49:00-07:00,Loved the trailer but can we please get a fix for the bug where the drop pod gets stuck in the ground? Been happening to me since the first game 🚀,@user_76b1350c46,0.91,20,104
8,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 08:56:00-07:00,"This trailer is a masterclass in game marketing, the ""store"" UI is so slick and responsive, can't wait to play Astro Bot on my PS5 🚀",@user_bdf161e642,0.74,33,104
9,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 09:03:00-07:00,"I'm still waiting for them to fix the PSN store's loading times, but nope, they're too busy with this gimmick",@user_ed159f85b2,-0.67,3,104
10,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 10:10:00-07:00,"Just when I thought PS Plus couldn't get any better, they drop this bombshell, Q4 is gonna be LIT 🔥",@user_3c557710b5,0.75,8,104
11,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 11:17:00-07:00,"I had completely forgotten about this trailer, thanks for the throwback, it's crazy how much gaming has evolved since then",@user_bc843c0a3e,-0.10,4,104
12,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 12:24:00-07:00,"I'm not hyped about the PS5 Pro, but it's cool to see how far PlayStation has come, I still have my old PS3 in the attic somewhere 😅",@user_37abdab035,-0.09,2,104
13,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 13:31:00-07:00,"I mean I love the ad and all, but can we talk about the price point of the console? It's a bit steep if you ask me",@user_cf53cf3b20,0.00,6,104
14,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 14:38:00-07:00,"This is just a lazy cash-grab, I swear Sony's just trying to milk the Spider-Man franchise for all it's worth, what a shame",@user_ebb567f529,-0.80,6,104
15,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 15:45:00-07:00,"I'm low-key excited for the co-op, me and my friends are gonna tear through this game",@user_e8ac8f24cb,-0.07,5,104
16,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 16:52:00-07:00,"I don't want my PS5 sounding like a jet engine just to play some games, Lexus needs to chill",@user_9de3d2318a,-0.82,6,104
17,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 17:59:00-07:00,"Just pre-ordered the game but I'm still salty about the bug that makes the turrets shoot at you sometimes, please fix that devs 🤣",@user_07d3c5a52b,0.74,9,104
18,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-01 18:06:00-07:00,"I don't get why they're making us pre-order just to get the bonus stuff, feels like a cash grab",@user_179e0b01ab,0.14,4,104
19,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 19:13:00-07:00,Why do they think we want to play as generic characters in a multiplayer mode when we could be playing as Leon or Claire?,@user_8d0a400f26,-0.64,2,105
20,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 20:20:00-07:00,So stoked for the new game but can we please get a fix for the bug that makes the enemies get stuck in the walls? It's been a thing since the first game and it's super annoying 😒,@user_df721536dd,0.84,20,105
21,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 21:27:00-07:00,"I'm so down for a game that's all about exploration and puzzle-solving, but I wish they'd show more of the actual gameplay and less of the fancy robot stuff 🤖",@user_8000ad1cea,-0.06,5,105
22,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 22:34:00-07:00,"I'm getting flashbacks to playing PS3 with my friends all night, this trailer is bringing back the good times 😆",@user_77cfefc0a0,0.89,8,105
23,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 23:41:00-07:00,"I've been experien weird glitches with the new console, but overall it's stil and I'm loving the 8K graphics 🚀",@user_28a813ffb6,0.56,25,105
24,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 00:48:00-07:00,"I don't get why they're hyping up Astro Bot so much, the store page is still a mess and it's hard to find the game 🤦‍♂️",@user_d7fb6af305,-0.60,2,105
25,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 01:55:00-07:00,Who thought it was a good idea to drop $60 on a game as a Valentine's gift? That's just a recipe for a breakup,@user_422fff4c81,-0.81,3,105
26,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 02:02:00-07:00,"This ""Essentials"" tier is a total joke, I mean who thought it was a good idea to charge us for online play but not give us any of the good free games?",@user_7aff5c6bbd,-0.64,3,105
27,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 03:09:00-07:00,"I love the new suit but the game still freezes on me every time I try to do a specific combo, anyone else having this issue?",@user_95bf148382,0.07,3,105
28,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 04:16:00-07:00,"I'm still playing the same multiplayer games I was 2 years ago, hope this bundle brings some fresh competition",@user_95a3f80ffd,-0.15,2,105
29,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 05:23:00-07:00,"I swear, Sony has no idea what gamers actually want, this bundle is all about the single-player experience, what about us multiplayer fans?",@user_caaf1e7ec8,-0.63,6,105
30,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 06:30:00-07:00,"Can't believe they're trying to pass off this glitchy mess as a next-gen experience, hard pass from me 👎",@user_59e713de85,-0.57,5,105
31,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 07:37:00-07:00,"I'm low-key salty that I gotta wait longer to play GTA VI on my Xbox, but I guess that's what I get for not being a PS5 fanboy 😒",@user_d2d7d00e07,0.01,6,105
32,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 08:44:00-07:00,"I'm hyped for the new content but I'm still experiencing the same old bugs from the first game, c'mon devs get it together",@user_b9cf059772,-0.13,5,105
33,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 09:51:00-07:00,"I'm feeling old, I remember when the original PlayStation was the new hot thing and now we're on the Pro version of the PS5, time flies",@user_a8817c1615,-0.12,5,105
34,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 10:58:00-07:00,"This is such a great idea, I can finally get my friends the games they've been wanting without breaking the bank",@user_7a61418398,0.69,19,105
35,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 11:05:00-07:00,"I'm so sick of these exclusive deals, it's like they're trying to rob us blind, $60 for a game and now they're asking for more for ""early access"" to a demo? 🤑",@user_fadb787341,-0.73,3,105
36,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-01 12:12:00-07:00,"Just got my PS5 Pro and it's already overheating and shutting down, what a joke",@user_3941381bb3,-0.69,3,105
37,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 13:19:00-07:00,"Not gonna lie, I was expecting more gameplay and less car commercials, but I guess it's a cool way to show off the PS5's capabilities",@user_3887e6edc6,0.00,5,109
38,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 14:26:00-07:00,"I remember when Sony used to actually care about their games, now it's all about the money and flashy graphics 🤑",@user_de9dc2fc0a,-0.49,4,109
39,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 15:33:00-07:00,"I swear, Sony has no idea what gamers actually want, this bundle is all about the single-player experience, what about us multiplayer fans?",@user_d398171cb5,-0.65,4,109
40,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 16:40:00-07:00,"The transitions between scenes were so seamless, it felt like I was browsing the PS store itself",@user_bb34e13e23,0.81,32,109
41,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 17:47:00-07:00,I'm still waiting for them to fix the bug where my character gets stuck in the wall on the 3rd mission 🤦‍♂️,@user_21f7e07f5a,0.06,6,109
42,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 18:54:00-07:00,This is just a desperate attempt to create hype for a feature that's been available on Xbox for years 🙄,@user_4892d2a14b,-0.68,5,109
43,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 19:01:00-07:00,Who thought it was a good idea to partner with a luxury car brand to sell a gaming console? It's just a bunch of unnecessary fluff to justify the high price,@user_7b4b6d9646,-0.80,3,109
44,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 20:08:00-07:00,"Just had to restart the game for the 5th time today because of the ""connection lost"" error, Helldivers 2 needs some serious bug squashing",@user_78dae2597e,-0.14,4,109
45,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 21:15:00-07:00,"This is just a cash grab, GTA VI is gonna be on Xbox and PC too, don't @ me",@user_a2b5e818e7,-0.72,3,109
46,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 22:22:00-07:00,Who thought it was a good idea to partner with a luxury car brand to sell a gaming console? It's just a bunch of unnecessary fluff to justify the high price,@user_4ef89f6454,-0.73,5,109
47,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 23:29:00-07:00,"I don't get why they made it so hard to find the free PS Plus games, it's like they don't want me to claim my free stuff 🤑",@user_a89954ce3b,-0.48,4,109
48,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 00:36:00-07:00,"I was so hyped when I saw the title, but this trailer just looks like more of the same old same old, where's the innovation?",@user_0ff97250ef,-0.82,6,109
49,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 01:43:00-07:00,"I'm so sick of them trying to make us pay for online multiplayer, it's like they're just trying to nickel and dime us to death 🤑",@user_009a06e7b6,-0.72,6,109
50,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 02:50:00-07:00,"I don't get why they're hyping up gifting games on Valentine's Day, my PS4 is still lagging behind with the last update 🤦‍♂️",@user_0aecb5f1c4,-0.80,6,109
51,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 03:57:00-07:00,"This is just a way for Sony to make more money off of us, I'm not buying into it, I'll stick with my Xbox",@user_ce596c92f8,-0.79,4,109
52,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 04:04:00-07:00,"I'm not mad at the upgrade options, but $10 a month is a bit steep for me, might have to stick with the basic plan 🤑",@user_0473b33af9,0.12,1,109
53,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 05:11:00-07:00,"I was so hyped for the PS5 Pro but the launch was a total disaster, my console is still glitching out and freezing on me 🤦‍♂️",@user_84d2354815,-0.73,6,109
54,8,ps_00084d7a,Ghost of Yotei - Official Trailer,2025-11-01 06:18:00-07:00,"I've been waiting for a reason to upgrade from my PS4 and this is it, the future is now 🔥",@user_46f9b5d0b9,0.79,30,109
55,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 07:25:00-08:00,"Just when I thought PS Plus couldn't get any better, they go and add all these sick multiplayer games to the essentials tier, thanks Sony!",@user_772fefe502,0.90,22,104
56,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 08:32:00-08:00,"I don't mind paying a bit more for the premium features, but I wish they had a more affordable middle tier option, $10 a month is a big jump from the basic plan 😐",@user_a956b764c1,0.01,6,104
57,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 09:39:00-08:00,I swear if they ruin the single player experience with forced multiplayer elements I'm not pre-ordering,@user_d600c239c4,-0.48,2,104
58,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 10:46:00-08:00,"I remember when PlayStation used to actually care about their exclusive games, now it's all just a bunch of flashy trailers and no substance 🤦‍♂️",@user_fba0447689,-0.50,2,104
59,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 11:53:00-08:00,Who thought it was a good idea to partner with a luxury car brand to sell a gaming console? It's just a bunch of unnecessary fluff to justify the high price,@user_aca4862b13,-0.53,6,104
60,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 12:00:00-08:00,"They're just gonna milk us for more money with microtransactions and season passes, not falling for it this time 🚫",@user_0ed0f17fb0,-0.61,2,104
61,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 13:07:00-08:00,"I was prepared to pay way more than that for a premium upgrade, so this is a total win in my book, great job Sony!",@user_2cd56f38c0,0.74,9,104
62,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 14:14:00-08:00,"Just when I thought I was done with Valentine's Day, Sony comes through with this amazing idea and now I'm hyped to gift my girl a game 🤩",@user_ae90975a60,0.55,8,104
63,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 15:21:00-08:00,"Just pre-ordered the bundle, can't wait to experience the next-gen gaming with my squad",@user_7b7c23806c,0.67,28,104
64,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 16:28:00-08:00,"The way the music swells when the protagonist appears is giving me chills, this is going to be an epic game 🎵",@user_6093aea85e,0.56,34,104
65,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 17:35:00-08:00,I swear if they ruin the single player experience with forced multiplayer elements I'm not pre-ordering,@user_8ae2d24a8d,-0.45,2,104
66,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 18:42:00-08:00,"I'm still on the fence about this whole PS Plus Essentials thing, I need to see more games before I commit to it",@user_d706206c75,0.01,5,104
67,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 19:49:00-08:00,"I preordered the PS5 Pro and I'm still waiting for my console to arrive, meanwhile I'm seeing all these bugs and glitches online, not a great start",@user_a9f55d918f,-0.10,5,104
68,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 20:56:00-08:00,"I've been waiting for a good multiplayer RE game for ages and this looks like it's gonna deliver, pre-ordering ASAP",@user_c1678bd10a,0.91,14,104
69,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 21:03:00-08:00,"This trailer is giving me major FOMO, I need to upgrade my PS5 ASAP to experience all this goodness 🚀",@user_c4d9c2eba4,0.88,22,104
70,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 22:10:00-08:00,"I was really looking forward to upgrading but the price is a major turn off, I'll just wait for a sale or something.",@user_c38ee11450,-0.82,3,104
71,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 23:17:00-08:00,"I preordered this game and I'm already regretting it, the lag and glitches are insane, what a waste of money",@user_4c739925e8,-0.84,5,104
72,2,ps_0002d906,Astro Bot - Official Trailer,2025-11-02 00:24:00-07:00,"I've been waiting for this game for ages and I'm so hyped, but I really hope they fix the glitch where Spidey gets stuck in walls",@user_3980c30fea,0.68,7,104
73,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 01:31:00-07:00,"The way they used the ""store"" to tell the story of Astro Bot's world is so clever, I'm sold on this game",@user_c21b28b60b,0.74,30,105
74,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 02:38:00-08:00,"I've been waiting for a reason to upgrade to Premium and this is it, the lineup looks insane",@user_afaedda1a9,0.77,12,105
75,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 03:45:00-08:00,"I don't get why they're hyping up Astro Bot so much, the store page is still a mess and it's hard to find the game 🤦‍♂️",@user_7f21632026,-0.57,6,105
76,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 04:52:00-08:00,"I'm so hyped for the PS5 Pro, but can we please get a patch for the bug that's been causing my controller to disconnect randomly? 🤦‍♂️",@user_d35e173fb0,0.61,30,105
77,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 05:59:00-08:00,"Just tried the beta and it's like they didn't even test it, so many game breaking bugs, not buying this game until they fix it",@user_6fde8123b8,-0.83,2,105
78,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 06:06:00-08:00,"I'm starting to think the ""Sustain"" part of the title is just a joke about how long it takes to load between crashes 😂",@user_c2e05f876c,-0.69,1,105
79,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 07:13:00-08:00,"I'm not buying into the hype, I'll just wait for the game to come out on other platforms, exclusivity deals are so whack",@user_0046d8b6f4,0.14,3,105
80,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 08:20:00-08:00,"I was so hyped for Helldivers 2 but the beta was a total mess, still got the same bugs from the first game 🤦‍♂️",@user_039c9893f9,-0.45,2,105
81,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 09:27:00-08:00,"I'm low-key hoping my girlfriend gets me that new exclusive game I've been eyeing, fingers crossed 🤞",@user_a7fce634b5,0.93,18,105
82,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 10:34:00-08:00,"I just gifted my little bro a copy of God of War and it was only $20, what a steal!",@user_882683a511,0.61,23,105
83,1,ps_000131b5,Spider-Man 2 - Official Trailer,2025-11-02 11:41:00-08:00,"The way they showcased the different games and features was so smooth, it's like they're speaking my language",@user_a5b6756d40,0.71,25,105
