DATE_DAY,CHANNEL_ID,POST_ID,CAMPAIGN_ID,TITLE_ID,POST_TYPE,IMPRESSIONS,REACH,LIKES,COMMENTS,SHARES,SAVES,VIDEO_VIEWS,AVG_WATCH_SEC,FOLLOWS_ATTRIBUTED,LINK_CLICKS
2025-12-06,19,546,105,1,IG_POST,361368,287400,7560,893,1067,9690,0,0,688,1146
2025-12-06,19,547,107,,IG_POST,369936,234900,20448,2400,1502,4427,0,0,688,1130
2025-12-06,19,548,109,8,YT_TRAILER,3892500,1071000,95200,1599,30436,10620,2567400,74,4267,17850
2025-12-06,19,549,103,,YT_LONG,590490,294000,6560,7948,1125,2196,0,279,1422,9418
2025-12-06,19,550,107,,IG_STORY,589680,218700,8896,680,1637,953,0,0,695,2940
2025-12-06,19,551,108,,TT_TRENDING,4290300,2256800,123300,7548,38655,2471,1992300,9,2178,514
2025-12-06,19,552,113,19,IG_REEL,765180,209100,22806,1434,10428,1520,225160,13,930,1098
2025-12-06,19,553,107,,BLOG_POST,137313,216600,5912,368,1220,2475,0,0,394,13134
2025-12-06,19,554,104,2,YT_LONG,758970,181200,3640,5585,612,693,0,383,670,3689
2025-12-06,19,555,109,8,YT_SHORT,876420,294600,16830,2235,1211,1857,252750,28,760,745
2025-12-06,20,556,108,,TT_TRENDING,4882500,2366000,54000,11940,21465,2374,1215100,9,6117,1132
2025-12-06,20,557,108,,YT_SHORT,1454760,285000,35145,933,453,821,856500,30,464,1402
2025-12-06,20,558,107,,BLOG_POST,124830,237300,4296,186,1019,2453,0,0,985,21076
2025-12-06,20,559,105,1,IG_POST,501480,174000,6516,1014,831,11106,0,0,743,1315
2025-12-06,20,560,101,,TT_VIDEO,1546560,225900,72960,1122,609,796,679140,16,553,930
2025-12-07,12,561,102,,IG_STORY,757224,145800,6536,1377,569,1230,0,0,317,2927
2025-12-07,12,562,104,2,TT_TRENDING,3263400,1649200,207720,13080,28665,1318,3477100,11,2438,449
2025-12-07,12,563,113,19,TT_TRENDING,2545200,1800400,85140,12888,47880,1536,1461600,12,7215,778
2025-12-07,12,564,101,,IG_POST,439992,196200,6372,2517,546,6954,0,0,571,796
2025-12-07,12,565,109,8,IG_STORY,661752,283200,6912,1276,1226,1393,0,0,1009,2587
2025-12-07,12,566,105,1,BLOG_DEV_DIARY,114422,165300,4768,1454,1442,1375,0,0,332,1144
2025-12-07,12,567,104,2,TT_VIDEO,1682640,282900,50635,1052,1575,1940,767340,13,985,1284
2025-12-07,12,568,103,,IG_POST,254016,139800,18882,1696,1331,6128,0,0,707,772
2025-12-07,12,569,104,2,IG_REEL,882180,129000,39354,1492,7320,1525,258960,13,660,510
2025-12-07,18,570,105,1,YT_LONG,584010,143100,9200,9104,993,1294,0,305,905,8364
2025-12-07,18,571,104,2,YT_TRAILER,2677500,2068500,72420,895,16184,10368,853600,58,2785,40880
2025-12-07,18,572,104,2,IG_STORY,1013688,238200,3656,1320,501,1652,0,0,533,2999
2025-12-07,18,573,107,,YT_LONG,429300,208500,8048,5287,1062,768,0,286,740,7395
2025-12-07,18,574,104,2,YT_LONG,516780,277200,5808,2873,494,2000,0,367,1229,7149
2025-12-07,18,575,102,,IG_STORY,459576,250500,4608,1540,1367,1368,0,0,343,2894
2025-12-07,18,576,108,,TT_VIDEO,1557360,209100,37145,1390,1563,1450,441980,17,558,1030
2025-12-07,19,577,104,2,BLOG_DEV_DIARY,81850,201600,7320,748,692,981,0,0,775,1367
2025-12-07,19,578,104,2,YT_SHORT,1226340,293700,35200,1789,753,1806,427500,33,649,593
2025-12-07,19,579,104,2,YT_LONG,420390,200400,6496,4012,1361,1960,0,384,1987,2933
2025-12-07,19,580,104,2,IG_STORY,957528,255600,6168,1001,1535,2572,0,0,595,4481
2025-12-07,19,581,102,,BLOG_DEV_DIARY,101894,210600,7872,2453,495,1419,0,0,911,362
2025-12-07,19,582,107,,YT_SHORT,1780380,241500,46915,1775,851,2224,465750,24,323,971
2025-12-07,19,583,102,,TT_TRENDING,3175200,2615200,196740,8460,40500,704,2035800,13,4336,792
2025-12-07,19,584,101,,YT_TRAILER,2974500,1218000,79730,1789,13944,7776,1874400,90,1428,35455
2025-12-07,19,585,103,,TT_VIDEO,1732320,267900,92910,1122,495,1346,567420,17,929,720
2025-12-07,19,586,107,,TT_TRENDING,3635100,1610000,129960,6480,38745,1272,1653000,9,7046,1429
2025-12-07,19,587,105,1,YT_TRAILER,4365000,2060100,27285,1122,19992,21510,2237400,85,1508,16240
2025-12-07,19,588,101,,IG_STORY,415584,193200,9352,865,585,1619,0,0,426,4607
2025-12-07,19,589,113,19,YT_LONG,484380,140700,4568,2780,1569,2224,0,260,1798,5202
2025-12-07,20,590,108,,YT_TRAILER,4554000,1917300,96730,2064,20244,15516,704000,78,2549,39655
2025-12-07,20,591,105,1,BLOG_DEV_DIARY,98658,214200,7880,664,1380,1723,0,0,879,1064
2025-12-07,20,592,108,,TT_VIDEO,1436400,227100,40850,2233,582,1038,527240,16,888,665
2025-12-07,20,593,102,,YT_TRAILER,4491000,1222200,75395,1780,26180,21330,2318800,75,1504,30590
2025-12-07,20,594,109,8,IG_STORY,513864,176100,6496,814,1029,1890,0,0,268,3402
2025-12-07,20,595,109,8,TT_TRENDING,5745600,1548400,70200,10176,41535,2204,2447600,10,4193,934
2025-12-07,20,596,108,,BLOG_POST,93195,231300,9016,211,578,1032,0,0,1017,11242
2025-12-07,20,597,102,,TT_VIDEO,1898640,291900,61655,1360,1301,1472,357700,15,672,1404
2025-12-07,20,598,113,19,BLOG_DEV_DIARY,47084,165300,9384,2391,1526,1769,0,0,439,1439
2025-12-07,20,599,108,,YT_LONG,438210,151800,4952,7982,780,1698,0,381,617,7438
2025-12-08,12,600,101,,IG_POST,268128,256200,19746,1756,1250,5947,0,0,535,876
2025-12-08,12,601,104,2,TT_VIDEO,1149120,197400,74195,1481,1365,1982,1059380,20,666,572
2025-12-08,12,602,108,,TT_TRENDING,6804000,2539600,198000,12156,44955,1980,1444200,13,3712,580
2025-12-08,12,603,105,1,TT_TRENDING,3376800,2777600,189000,8808,43740,964,2322900,12,6299,1063
2025-12-08,12,604,113,19,YT_LONG,850500,168600,6008,3944,849,1428,0,281,1994,4769
2025-12-08,18,605,113,19,BLOG_POST,171684,255000,4272,412,828,1901,0,0,723,12958
2025-12-08,18,606,113,19,IG_POST,414792,191700,18522,1133,1446,7011,0,0,573,514
2025-12-08,18,607,113,19,YT_LONG,717660,208200,3168,6401,519,2257,0,299,1877,3383
2025-12-08,18,608,103,,BLOG_DEV_DIARY,90932,227100,6288,763,1193,1520,0,0,447,560
2025-12-08,18,609,105,1,TT_TRENDING,5487300,2685200,73260,10764,25515,1291,1800900,11,6383,1224
2025-12-08,18,610,102,,TT_TRENDING,2564100,1299200,187560,6432,42795,1010,3332100,10,7131,408
2025-12-08,19,611,107,,TT_TRENDING,5940900,1433600,116640,8568,20340,781,3248000,11,7313,647
2025-12-08,19,612,107,,BLOG_POST,166383,291000,6944,458,1334,1137,0,0,850,7700
2025-12-08,19,613,113,19,YT_TRAILER,4131000,2032800,85850,1338,21644,5904,1179200,83,3629,33180
2025-12-08,19,614,103,,TT_VIDEO,1399680,159600,94430,1525,1283,1115,572320,20,763,715
2025-12-08,19,615,104,2,BLOG_DEV_DIARY,62536,208800,4584,1485,1520,768,0,0,1015,1112
2025-12-08,19,616,105,1,YT_LONG,687690,291300,3192,9138,1688,2119,0,310,634,2975
2025-12-08,19,617,113,19,TT_TRENDING,5468400,2142000,115200,5844,16740,2380,2198200,12,5168,1008
2025-12-08,19,618,107,,YT_SHORT,1747980,157200,49005,2611,944,2244,399750,32,297,604
2025-12-08,19,619,101,,YT_SHORT,915300,277800,63140,1707,1079,2299,799500,27,612,714
2025-12-08,19,620,104,2,BLOG_POST,173736,195600,4072,506,1553,2477,0,0,332,24926
2025-12-08,20,621,113,19,BLOG_POST,95418,222000,4104,337,720,1910,0,0,332,16698
2025-12-08,20,622,109,8,IG_STORY,532584,226500,7144,1184,1016,1782,0,0,303,3856
2025-12-08,20,623,109,8,IG_POST,214704,223800,12492,2004,1068,10906,0,0,959,1196
2025-12-08,20,624,103,,BLOG_DEV_DIARY,76525,161700,4776,1434,1083,2141,0,0,329,781
2025-12-08,20,625,107,,BLOG_DEV_DIARY,98032,133500,5424,2526,530,2248,0,0,770,1048
2025-12-08,20,626,109,8,YT_TRAILER,1872000,1432200,92395,2198,31472,9234,2521200,88,2730,19950
2025-12-08,20,627,107,,YT_SHORT,1482300,273600,65725,715,1269,2024,318750,22,369,1145
2025-12-09,12,628,104,2,IG_STORY,613080,216600,8032,1371,764,981,0,0,896,2722
2025-12-09,12,629,105,1,YT_LONG,705510,147300,8656,5491,1181,1866,0,291,1750,9053
2025-12-09,12,630,113,19,YT_SHORT,959040,289800,39655,2418,1782,700,252750,33,403,490
2025-12-09,12,631,105,1,YT_TRAILER,3811500,1635900,65875,920,14672,15750,1656600,59,1315,26425
2025-12-09,12,632,104,2,YT_TRAILER,2979000,884100,34170,2548,16240,16218,827200,74,4738,29715
2025-12-09,12,633,101,,YT_SHORT,1628100,168600,24640,770,1526,878,614250,26,801,726
2025-12-09,12,634,109,8,IG_REEL,1171170,283500,27384,2451,6864,2534,522600,15,434,678
2025-12-09,12,635,113,19,IG_STORY,1005264,209700,7208,724,1448,1043,0,0,782,1869
2025-12-09,18,636,102,,IG_POST,380520,149700,16902,1494,603,3287,0,0,467,1232
2025-12-09,18,637,113,19,TT_TRENDING,3061800,2517200,82080,11184,44010,1258,1893700,13,6169,434
2025-12-09,18,638,103,,YT_LONG,771930,252600,9384,7268,1448,1538,0,302,936,6800
2025-12-09,18,639,104,2,YT_SHORT,1375380,205800,63965,1714,1337,1291,732000,27,973,1177
2025-12-09,18,640,104,2,YT_TRAILER,4603500,1850100,87040,1082,13804,8568,1762200,81,2953,23310
2025-12-09,18,641,104,2,TT_TRENDING,6394500,2080400,142740,6828,15120,1663,3366900,11,7735,1376
2025-12-09,18,642,109,8,IG_POST,329616,260700,20034,1250,599,9643,0,0,454,430
2025-12-09,18,643,113,19,IG_STORY,880776,201900,9392,1256,1686,1184,0,0,604,2617
2025-12-09,18,644,113,19,IG_POST,476280,120300,9792,2284,1475,10251,0,0,572,1264
2025-12-09,18,645,102,,IG_REEL,594360,136500,45528,1368,8388,2462,486200,13,918,848
2025-12-09,19,646,105,1,TT_TRENDING,4277700,2312800,75240,6312,22320,796,2024200,14,4505,1006
2025-12-09,19,647,102,,TT_TRENDING,2992500,1344000,59580,3780,35100,1454,2140200,12,4641,457
2025-12-09,19,648,113,19,BLOG_DEV_DIARY,49172,248400,9592,1120,1779,2226,0,0,361,1409
2025-12-09,19,649,105,1,BLOG_DEV_DIARY,92290,140100,2928,2046,909,1723,0,0,508,1256
2025-12-09,19,650,113,19,BLOG_POST,163818,233400,7520,411,807,2178,0,0,814,11616
2025-12-09,20,651,109,8,TT_TRENDING,6848100,1439200,214020,8268,33075,898,1165800,13,7449,683
2025-12-09,20,652,109,8,BLOG_POST,83448,153600,8592,223,734,1901,0,0,327,15840
2025-12-09,20,653,105,1,YT_SHORT,1289520,297900,50215,1654,1334,759,282000,29,938,1188
2025-12-09,20,654,107,,BLOG_DEV_DIARY,56272,188100,3576,2004,698,2420,0,0,934,702
2025-12-09,20,655,109,8,IG_POST,318024,154500,6696,1474,1095,6242,0,0,609,1338
2025-12-10,12,656,103,,BLOG_DEV_DIARY,44266,212100,2432,2442,1086,1437,0,0,776,732
2025-12-10,12,657,113,19,BLOG_DEV_DIARY,47189,179100,3712,1692,1769,1386,0,0,351,431
2025-12-10,12,658,102,,BLOG_DEV_DIARY,89680,137100,4384,2363,1181,1104,0,0,474,930
2025-12-10,12,659,101,,TT_TRENDING,6608700,2228800,177120,9780,18900,1496,1522500,12,4017,1270
2025-12-10,12,660,113,19,IG_STORY,433368,276000,6904,2369,1464,2398,0,0,402,4729
2025-12-10,12,661,105,1,IG_POST,262584,188400,15048,1003,584,10773,0,0,723,739
2025-12-10,12,662,105,1,TT_VIDEO,1067040,145800,45600,2143,885,939,901600,19,612,833
2025-12-10,12,663,102,,YT_SHORT,779220,125700,22220,746,1202,1100,285750,30,487,1432
2025-12-10,12,664,107,,BLOG_POST,176130,292800,5160,135,1509,2244,0,0,981,10692
2025-12-10,12,665,107,,IG_POST,347256,122100,20880,1005,1752,8873,0,0,593,564
2025-12-10,12,666,105,1,BLOG_DEV_DIARY,62431,291300,8448,2596,1497,1373,0,0,325,773
2025-12-10,18,667,107,,BLOG_DEV_DIARY,77256,214800,2760,2310,1664,1102,0,0,437,1166
2025-12-10,18,668,102,,IG_STORY,771264,159900,4952,2035,702,2435,0,0,518,4859
2025-12-10,18,669,101,,BLOG_POST,78318,271800,2872,424,1506,1324,0,0,547,23034
2025-12-10,18,670,108,,IG_POST,262584,251400,10638,2136,554,7372,0,0,328,1440
2025-12-10,18,671,113,19,YT_LONG,884520,279600,5216,3460,881,1085,0,341,1201,5585
2025-12-10,18,672,103,,YT_TRAILER,3280500,1682100,75055,1606,28392,15552,2446400,74,2465,38640
2025-12-10,18,673,108,,BLOG_POST,151848,274500,7392,266,870,1795,0,0,751,10010
2025-12-10,18,674,108,,BLOG_DEV_DIARY,82894,237000,8176,1610,693,1236,0,0,261,1402
2025-12-10,18,675,102,,YT_LONG,439020,238500,7760,8398,797,1221,0,304,1129,8109
2025-12-10,18,676,108,,IG_REEL,884520,276900,37212,1720,10968,999,376480,15,507,460
2025-12-10,19,677,109,8,TT_VIDEO,1028160,155100,60800,711,942,814,873180,17,308,1240
2025-12-10,19,678,107,,YT_TRAILER,3973500,1604400,30430,2622,23884,12726,1742400,80,1861,23345
2025-12-10,19,679,102,,BLOG_POST,75582,296100,3064,446,951,2446,0,0,316,7172
2025-12-10,19,680,107,,YT_SHORT,1349460,290100,39050,2178,1053,2006,296250,23,649,1382
2025-12-10,19,681,101,,YT_TRAILER,2047500,1010100,100725,2059,14952,12348,2596000,81,4045,37170
2025-12-10,19,682,113,19,BLOG_DEV_DIARY,50530,228300,2840,2242,1586,2603,0,0,683,1226
2025-12-10,19,683,102,,IG_POST,321048,133200,9072,2495,912,10650,0,0,507,1169
2025-12-10,20,684,103,,TT_VIDEO,1153440,191100,104785,678,1278,1632,1105440,21,326,528
2025-12-10,20,685,109,8,YT_SHORT,1438560,212400,27170,2303,1683,1795,543750,27,935,514
2025-12-10,20,686,101,,IG_POST,224784,120000,11970,1294,1796,10213,0,0,852,523
2025-12-10,20,687,107,,YT_SHORT,1527660,176100,31020,1313,1539,2066,361500,26,699,1195
2025-12-10,20,688,105,1,YT_LONG,867510,240900,2544,9554,1388,1489,0,292,1656,10124
2025-12-10,20,689,105,1,YT_TRAILER,2628000,1503600,85680,999,26768,13284,730400,94,4234,16380
2025-12-11,12,690,107,,IG_POST,214200,165300,19116,1294,1055,9187,0,0,621,1106
2025-12-11,12,691,108,,IG_REEL,1213290,176100,19152,1120,10332,2244,158080,16,943,1266
2025-12-11,12,692,107,,YT_LONG,325620,176700,7160,2797,1566,1173,0,338,1832,9172
2025-12-11,12,693,101,,YT_SHORT,845640,271200,23100,2004,738,1265,755250,30,1019,1436
2025-12-11,12,694,103,,BLOG_POST,171855,135300,5352,392,1226,882,0,0,300,12254
2025-12-11,12,695,101,,BLOG_POST,102258,265500,9408,226,680,2334,0,0,953,6732
2025-12-11,12,696,108,,IG_STORY,614952,168600,6216,1256,1209,669,0,0,649,4620
2025-12-11,18,697,107,,IG_POST,263592,262500,17118,1780,1238,7011,0,0,269,595
2025-12-11,18,698,105,1,BLOG_POST,139878,224700,4832,320,1193,2473,0,0,884,9460
2025-12-11,18,699,104,2,TT_VIDEO,876960,228600,93290,882,914,1342,1032920,15,723,1370
2025-12-11,18,700,108,,BLOG_DEV_DIARY,47398,256800,5640,2508,1022,2631,0,0,606,1420
2025-12-11,18,701,104,2,BLOG_DEV_DIARY,67860,260100,7360,2270,1566,1665,0,0,317,997
2025-12-11,18,702,105,1,YT_TRAILER,4014000,1190700,51595,2158,9856,11844,2338600,82,1579,31990
2025-12-11,18,703,109,8,TT_TRENDING,4517100,2072000,175680,4980,28125,1184,3326300,14,7131,586
2025-12-11,19,704,104,2,IG_STORY,858312,186000,5432,2288,1793,1432,0,0,364,1596
2025-12-11,19,705,102,,YT_TRAILER,1962000,1302000,92055,2636,15344,10332,1828200,83,3994,30170
2025-12-11,19,706,108,,YT_TRAILER,4293000,1814400,77350,680,16296,7398,820600,87,3461,39270
2025-12-11,19,707,104,2,TT_VIDEO,2056320,234300,84170,948,1602,1364,1101520,15,478,634
2025-12-11,19,708,113,19,TT_TRENDING,2979900,2646000,214740,9240,39780,2024,2227200,11,3322,1414
2025-12-11,19,709,109,8,IG_STORY,523224,239700,4184,944,710,1927,0,0,341,2978
2025-12-11,19,710,102,,TT_VIDEO,1596240,216600,108110,2079,899,1566,419440,16,1008,712
2025-12-11,20,711,101,,IG_STORY,1015560,270900,5672,2442,1796,1676,0,0,935,4519
2025-12-11,20,712,103,,YT_SHORT,1247400,162600,24970,1155,1493,1322,502500,34,349,613
2025-12-11,20,713,113,19,IG_STORY,572832,272700,5456,2273,875,1181,0,0,760,2100
2025-12-11,20,714,113,19,BLOG_POST,167922,156900,3240,177,1185,1232,0,0,987,13640
2025-12-11,20,715,101,,BLOG_DEV_DIARY,113796,146700,3368,869,1625,2143,0,0,504,505
2025-12-11,20,716,105,1,YT_LONG,699840,219300,6376,7353,1608,796,0,286,1602,7463
2025-12-12,12,717,107,,TT_VIDEO,1019520,287400,66405,1595,1424,1696,726180,21,794,1192
2025-12-12,12,718,105,1,TT_VIDEO,1134000,202800,71060,2363,894,1725,456680,18,848,922
2025-12-12,12,719,104,2,BLOG_DEV_DIARY,114527,156600,5368,1507,1005,1833,0,0,600,403
2025-12-12,12,720,103,,YT_TRAILER,2367000,1411200,101575,1811,18144,12006,1628000,62,1382,25690
2025-12-12,12,721,113,19,TT_TRENDING,5638500,2506000,143820,10824,18945,1250,1684900,11,2659,998
2025-12-12,12,722,101,,YT_TRAILER,2389500,1967700,69615,2138,15512,9180,2503600,65,1340,39935
2025-12-12,12,723,107,,BLOG_DEV_DIARY,107845,192600,4360,2587,476,1925,0,0,676,851
2025-12-12,12,724,113,19,YT_SHORT,839160,210300,46035,1195,1617,772,225750,33,476,1193
2025-12-12,12,725,101,,BLOG_POST,136629,202800,3176,213,1667,1630,0,0,519,22044
2025-12-12,18,726,107,,IG_STORY,796536,122400,6896,2213,1569,1478,0,0,764,3746
2025-12-12,18,727,107,,TT_VIDEO,2134080,155400,77520,1056,1170,2352,928060,15,846,475
2025-12-12,18,728,108,,TT_VIDEO,1244160,240300,38760,805,1500,1793,1175020,21,1010,1217
2025-12-12,18,729,103,,YT_TRAILER,2416500,1199100,87210,807,25900,13626,2281400,63,4406,32445
2025-12-12,18,730,101,,BLOG_POST,124317,282900,2856,480,1296,1342,0,0,919,20504
2025-12-12,18,731,104,2,BLOG_POST,177498,197100,2496,540,905,957,0,0,411,9922
2025-12-12,18,732,105,1,TT_TRENDING,4057200,1453200,84060,10308,16200,1199,2001000,12,5753,1309
2025-12-12,18,733,107,,YT_LONG,391230,201900,2416,5568,695,2123,0,271,889,4386
2025-12-12,18,734,105,1,BLOG_DEV_DIARY,49694,213300,4160,746,903,1795,0,0,840,601
2025-12-12,18,735,105,1,IG_STORY,956592,187800,3432,2044,1632,933,0,0,525,4389
2025-12-12,19,736,113,19,YT_SHORT,1349460,292800,61875,1958,825,917,654000,30,961,536
2025-12-12,19,737,103,,BLOG_DEV_DIARY,99389,231900,2408,2420,1095,693,0,0,414,886
2025-12-12,19,738,107,,IG_REEL,738270,150600,47502,1806,4812,992,239720,16,302,698
2025-12-12,19,739,103,,TT_TRENDING,2727900,2587200,117000,3984,31320,2530,2676700,10,3036,616
2025-12-12,19,740,104,2,IG_REEL,595530,275100,17682,895,10248,1137,416520,15,961,788
2025-12-12,19,741,101,,IG_STORY,686088,215100,5384,2460,1416,832,0,0,938,4935
2025-12-12,20,742,103,,TT_TRENDING,3420900,2704800,179820,6156,46710,1912,3036300,13,7079,811
2025-12-12,20,743,107,,IG_STORY,570960,142800,5664,2631,759,1751,0,0,844,3839
2025-12-12,20,744,109,8,BLOG_DEV_DIARY,107219,160200,5048,1716,1563,1162,0,0,397,1159
2025-12-12,20,745,102,,YT_TRAILER,4567500,1858500,43095,1217,29680,5652,2611400,89,1441,20755
2025-12-12,20,746,104,2,YT_TRAILER,2389500,1745100,50235,893,24528,8928,2369400,60,4112,40740
2025-12-12,20,747,108,,TT_VIDEO,1432080,168300,88635,1274,1800,1377,822220,19,445,920
2025-12-12,20,748,107,,YT_SHORT,1603800,243000,57145,876,744,2279,828000,28,600,578
2025-12-12,20,749,107,,BLOG_DEV_DIARY,86026,243900,4808,2530,1232,2490,0,0,526,935
2025-12-12,20,750,104,2,TT_VIDEO,1125360,291600,44270,1045,941,1265,775180,20,698,1037
2025-12-12,20,751,109,8,IG_REEL,1074060,255000,25536,2396,6084,1254,507000,13,470,799
2025-12-12,20,752,107,,TT_VIDEO,1805760,278100,64030,2325,956,2354,334180,19,258,556
2025-12-13,12,753,104,2,TT_VIDEO,1935360,249300,60990,1901,530,1146,939820,19,361,733
2025-12-13,12,754,109,8,TT_TRENDING,3345300,2657200,177300,5652,37800,1005,2972500,11,5428,962
2025-12-13,12,755,105,1,TT_TRENDING,3572100,2111200,69840,6324,42030,2308,1305000,12,5525,848
2025-12-13,12,756,102,,TT_VIDEO,2194560,299400,85215,1813,1463,1547,722260,17,749,1392
2025-12-13,12,757,109,8,IG_REEL,585000,245700,41034,2486,10692,1670,177840,14,1020,680
2025-12-13,12,758,105,1,BLOG_POST,176985,204000,5864,285,467,2504,0,0,604,17050
2025-12-13,12,759,109,8,YT_SHORT,1547100,221700,26070,858,518,1327,308250,31,415,628
2025-12-13,18,760,104,2,YT_SHORT,1372140,264600,32120,1879,980,1071,714750,32,331,461
2025-12-13,18,761,107,,YT_LONG,332910,140400,4280,8713,1541,1184,0,341,608,5406
2025-12-13,18,762,105,1,IG_REEL,673920,201000,41454,2138,13104,2497,603200,16,343,389
2025-12-13,18,763,101,,IG_STORY,825552,232500,7168,1364,695,1430,0,0,518,3650
2025-12-13,18,764,105,1,BLOG_POST,85158,195000,3920,478,1154,1602,0,0,1009,21890
2025-12-13,18,765,107,,TT_TRENDING,5770800,1582000,178200,7272,46890,2160,3291500,12,3601,972
2025-12-13,18,766,113,19,TT_VIDEO,2302560,124500,107920,825,1256,1910,915320,14,354,984
2025-12-13,18,767,109,8,BLOG_DEV_DIARY,104296,285000,4424,1604,518,810,0,0,374,1021
2025-12-13,19,768,101,,IG_REEL,1034280,158100,39774,836,4176,781,500760,16,740,1008
2025-12-13,19,769,113,19,TT_VIDEO,1708560,252000,86355,2050,1322,2053,336140,18,396,450
2025-12-13,19,770,104,2,TT_TRENDING,5613300,1562400,140040,12912,42525,1067,2331600,12,6416,604
2025-12-13,19,771,103,,YT_SHORT,1333260,241200,42735,1168,1419,1047,712500,28,761,546
2025-12-13,19,772,104,2,BLOG_DEV_DIARY,95735,130500,6400,922,974,2620,0,0,924,410
2025-12-13,19,773,113,19,BLOG_DEV_DIARY,110351,205500,3136,2048,1508,1496,0,0,400,592
2025-12-13,19,774,103,,BLOG_DEV_DIARY,68800,158400,4776,1041,765,1637,0,0,1002,887
2025-12-13,20,775,101,,TT_TRENDING,6066900,1615600,196560,10212,28530,1929,3071100,14,7514,830
2025-12-13,20,776,109,8,BLOG_POST,136629,273900,3760,369,1277,1368,0,0,804,6908
2025-12-13,20,777,104,2,YT_SHORT,1712340,253800,29920,2400,749,2097,553500,24,559,841
2025-12-13,20,778,104,2,IG_STORY,500760,241200,7296,1613,474,1806,0,0,399,2297
2025-12-13,20,779,113,19,BLOG_POST,71649,240000,5440,376,1425,2039,0,0,601,20174
2025-12-13,20,780,109,8,IG_POST,291312,195000,7020,2105,1508,6394,0,0,925,629
2025-12-13,20,781,105,1,YT_TRAILER,3361500,1157100,94095,1214,29904,20394,2461800,77,5027,30870
2025-12-13,20,782,105,1,TT_VIDEO,2095200,166200,51015,2618,1112,1126,422380,19,655,518
2025-12-13,20,783,107,,BLOG_DEV_DIARY,76734,255000,2872,2259,1712,1714,0,0,710,905
2025-12-13,20,784,107,,YT_LONG,495720,237300,2544,8024,1233,1470,0,401,1751,4446
2025-12-13,20,785,103,,YT_LONG,576720,296700,6384,7863,498,2059,0,296,758,7166
2025-12-14,12,786,101,,YT_SHORT,1153440,236100,38445,948,996,1580,258750,31,921,376
2025-12-14,12,787,103,,YT_SHORT,1464480,266400,46145,1749,900,2477,506250,32,681,1249
2025-12-14,12,788,105,1,YT_TRAILER,2065500,1243200,61625,1190,17668,12006,976800,91,3767,28700
2025-12-14,12,789,105,1,IG_REEL,669240,256800,48846,746,10776,1756,521560,13,409,1015
2025-12-14,12,790,103,,IG_POST,374976,239100,11322,667,1430,7078,0,0,519,953
2025-12-14,12,791,101,,YT_LONG,551610,169500,4928,3213,959,2521,0,405,1345,6265
2025-12-14,18,792,109,8,BLOG_POST,158175,151800,4416,207,1152,968,0,0,784,14916
2025-12-14,18,793,108,,IG_REEL,919620,128700,47922,2587,7956,810,604240,14,555,582
2025-12-14,18,794,107,,YT_SHORT,1095120,180000,58355,2398,1077,1252,657000,34,928,638
2025-12-14,18,795,104,2,YT_SHORT,1511460,167100,46035,2072,1728,1846,501750,31,641,980
2025-12-14,18,796,109,8,TT_TRENDING,5430600,2329600,67500,7332,34650,2616,959900,13,7768,1432
2025-12-14,18,797,101,,YT_SHORT,839160,192300,45980,1643,1001,887,663000,21,765,547
2025-12-14,18,798,101,,IG_REEL,902070,186900,40824,2574,8556,2308,240760,13,982,791
2025-12-14,19,799,105,1,BLOG_POST,101916,287400,9144,538,1170,1230,0,0,580,20460
2025-12-14,19,800,102,,YT_TRAILER,4239000,1197000,62900,1344,32368,14274,2228600,73,2163,24640
2025-12-14,19,801,108,,TT_VIDEO,2207520,123600,68590,1060,1317,1349,518420,17,513,1028
2025-12-14,19,802,107,,YT_TRAILER,2115000,1276800,96305,2061,11564,12096,1029600,94,2780,28770
2025-12-14,19,803,101,,YT_SHORT,1487160,277800,29865,2279,915,1252,861750,32,315,727
2025-12-14,19,804,104,2,TT_VIDEO,1177200,198600,77520,757,1320,2026,718340,20,463,1042
2025-12-14,20,805,108,,BLOG_POST,113544,293700,3112,539,1356,939,0,0,697,9064
2025-12-14,20,806,108,,TT_VIDEO,1339200,256200,63745,2512,729,2550,314580,16,541,1114
2025-12-14,20,807,109,8,YT_TRAILER,1818000,1398600,31705,2550,23156,10638,1047200,84,2612,15330
2025-12-14,20,808,108,,TT_TRENDING,4454100,2164400,63720,9300,48600,1322,1798000,10,2659,1013
2025-12-14,20,809,104,2,BLOG_POST,134748,256500,9488,457,752,2321,0,0,744,19998
2025-12-14,20,810,102,,YT_TRAILER,3964500,1547700,98175,917,8876,8064,1260600,70,4729,18235
2025-12-14,20,811,105,1,YT_SHORT,1449900,182400,43340,871,1121,711,366750,30,1011,997
2025-12-14,20,812,105,1,YT_LONG,861030,279000,3736,9801,1611,2435,0,254,794,8934
2025-12-14,20,813,104,2,IG_POST,265104,201300,18828,1723,473,7363,0,0,450,899
2025-12-15,12,814,107,,IG_STORY,380016,243600,6016,1608,963,1417,0,0,299,1701
2025-12-15,12,815,102,,IG_STORY,526968,161100,8848,2042,1310,829,0,0,825,4078
2025-12-15,12,816,104,2,TT_VIDEO,1864080,197100,57570,2556,692,2092,906500,22,581,1321
2025-12-15,12,817,109,8,IG_REEL,917280,203700,21588,2266,4992,1932,285480,16,487,1225
