DATE_DAY,TITLE_ID,EVENT_TYPE,EVENT_COUNT,REVENUE_USD
2025-11-26,8,VIEW,323,0.00
2025-11-26,8,WISHLIST,78,0.00
2025-11-26,8,PURCHASE,44,2022.01
2025-11-26,10,PREORDER,7,990.17
2025-11-26,10,ADD_TO_CART,44,0.00
2025-11-26,10,VIEW,380,0.00
2025-11-26,10,WISHLIST,71,0.00
2025-11-26,10,PURCHASE,28,1217.83
2025-11-26,12,PREORDER,5,803.52
2025-11-26,12,ADD_TO_CART,41,0.00
2025-11-26,12,VIEW,353,0.00
2025-11-26,12,WISHLIST,60,0.00
2025-11-26,12,PURCHASE,33,1872.93
2025-11-26,14,PREORDER,8,458.22
2025-11-26,14,ADD_TO_CART,19,0.00
2025-11-26,14,VIEW,570,0.00
2025-11-26,14,WISHLIST,37,0.00
2025-11-26,14,PURCHASE,22,827.28
2025-11-26,16,PREORDER,5,478.75
2025-11-26,16,ADD_TO_CART,36,0.00
2025-11-26,16,VIEW,575,0.00
2025-11-26,16,WISHLIST,110,0.00
2025-11-26,16,PURCHASE,14,879.77
2025-11-26,18,PREORDER,6,723.26
2025-11-26,18,ADD_TO_CART,25,0.00
2025-11-26,18,VIEW,332,0.00
2025-11-26,18,WISHLIST,99,0.00
2025-11-26,18,PURCHASE,31,1018.35
2025-11-26,20,PREORDER,4,335.03
2025-11-26,20,ADD_TO_CART,26,0.00
2025-11-26,20,VIEW,297,0.00
2025-11-26,20,WISHLIST,124,0.00
2025-11-26,20,PURCHASE,27,1620.97
2025-11-26,22,PREORDER,14,861.38
2025-11-26,22,ADD_TO_CART,60,0.00
2025-11-26,22,VIEW,998,0.00
2025-11-26,22,WISHLIST,112,0.00
2025-11-26,22,PURCHASE,24,1186.33
2025-11-26,24,PREORDER,15,1035.90
2025-11-26,24,ADD_TO_CART,73,0.00
2025-11-26,24,VIEW,520,0.00
2025-11-26,24,WISHLIST,146,0.00
2025-11-26,24,PURCHASE,24,2110.20
2025-11-26,26,PREORDER,7,816.59
2025-11-26,26,ADD_TO_CART,36,0.00
2025-11-26,26,VIEW,712,0.00
2025-11-26,26,WISHLIST,84,0.00
2025-11-26,26,PURCHASE,22,1417.30
2025-11-26,28,PREORDER,4,1023.76
2025-11-26,28,ADD_TO_CART,47,0.00
2025-11-26,28,VIEW,471,0.00
2025-11-26,28,WISHLIST,59,0.00
2025-11-26,28,PURCHASE,23,1333.31
2025-11-26,30,PREORDER,4,646.74
2025-11-26,30,ADD_TO_CART,18,0.00
2025-11-26,30,VIEW,255,0.00
2025-11-26,30,WISHLIST,50,0.00
2025-11-26,30,PURCHASE,10,808.38
2025-11-27,1,PREORDER,16,948.17
2025-11-27,1,ADD_TO_CART,33,0.00
2025-11-27,1,VIEW,460,0.00
2025-11-27,1,WISHLIST,108,0.00
2025-11-27,1,PURCHASE,27,1681.86
2025-11-27,3,PREORDER,10,283.70
2025-11-27,3,ADD_TO_CART,32,0.00
2025-11-27,3,VIEW,816,0.00
2025-11-27,3,WISHLIST,99,0.00
2025-11-27,3,PURCHASE,38,1711.26
2025-11-27,5,PREORDER,11,567.41
2025-11-27,5,ADD_TO_CART,33,0.00
2025-11-27,5,VIEW,987,0.00
2025-11-27,5,WISHLIST,128,0.00
2025-11-27,5,PURCHASE,27,1539.08
2025-11-27,7,PREORDER,7,702.73
2025-11-27,7,ADD_TO_CART,35,0.00
2025-11-27,7,VIEW,961,0.00
2025-11-27,7,WISHLIST,120,0.00
2025-11-27,7,PURCHASE,29,938.57
2025-11-27,9,PREORDER,12,794.19
2025-11-27,9,ADD_TO_CART,40,0.00
2025-11-27,9,VIEW,722,0.00
2025-11-27,9,WISHLIST,140,0.00
2025-11-27,9,PURCHASE,43,946.96
2025-11-27,11,PREORDER,8,516.08
2025-11-27,11,ADD_TO_CART,33,0.00
2025-11-27,11,VIEW,347,0.00
2025-11-27,11,WISHLIST,74,0.00
2025-11-27,11,PURCHASE,28,1975.82
2025-11-27,13,PREORDER,9,854.85
2025-11-27,13,ADD_TO_CART,17,0.00
2025-11-27,13,VIEW,240,0.00
2025-11-27,13,WISHLIST,54,0.00
2025-11-27,13,PURCHASE,25,1473.99
2025-11-27,15,PREORDER,7,938.84
2025-11-27,15,ADD_TO_CART,27,0.00
2025-11-27,15,VIEW,715,0.00
2025-11-27,15,WISHLIST,97,0.00
2025-11-27,15,PURCHASE,11,1919.13
2025-11-27,17,PREORDER,9,280.91
2025-11-27,17,ADD_TO_CART,21,0.00
2025-11-27,17,VIEW,515,0.00
2025-11-27,17,WISHLIST,53,0.00
2025-11-27,17,PURCHASE,25,799.99
2025-11-27,19,PREORDER,7,391.03
2025-11-27,19,ADD_TO_CART,63,0.00
2025-11-27,19,VIEW,665,0.00
2025-11-27,19,WISHLIST,134,0.00
2025-11-27,19,PURCHASE,43,1106.54
2025-11-27,21,PREORDER,9,983.63
2025-11-27,21,ADD_TO_CART,66,0.00
2025-11-27,21,VIEW,722,0.00
2025-11-27,21,WISHLIST,77,0.00
2025-11-27,21,PURCHASE,16,818.88
2025-11-27,23,PREORDER,6,813.79
2025-11-27,23,ADD_TO_CART,35,0.00
2025-11-27,23,VIEW,1005,0.00
2025-11-27,23,WISHLIST,52,0.00
2025-11-27,23,PURCHASE,36,1480.29
2025-11-27,25,PREORDER,11,812.85
2025-11-27,25,ADD_TO_CART,43,0.00
2025-11-27,25,VIEW,540,0.00
2025-11-27,25,WISHLIST,108,0.00
2025-11-27,25,PURCHASE,22,1480.29
2025-11-27,27,PREORDER,9,663.53
2025-11-27,27,ADD_TO_CART,44,0.00
2025-11-27,27,VIEW,188,0.00
2025-11-27,27,WISHLIST,86,0.00
2025-11-27,27,PURCHASE,29,999.46
2025-11-27,29,PREORDER,9,1046.16
2025-11-27,29,ADD_TO_CART,29,0.00
2025-11-27,29,VIEW,665,0.00
2025-11-27,29,WISHLIST,33,0.00
2025-11-27,29,PURCHASE,19,2179.49
2025-11-28,2,PREORDER,11,662.60
2025-11-28,2,ADD_TO_CART,59,0.00
2025-11-28,2,VIEW,795,0.00
2025-11-28,2,WISHLIST,120,0.00
2025-11-28,2,PURCHASE,120,928.07
2025-11-28,4,PREORDER,15,649.54
2025-11-28,4,ADD_TO_CART,64,0.00
2025-11-28,4,VIEW,855,0.00
2025-11-28,4,WISHLIST,114,0.00
2025-11-28,4,PURCHASE,120,1375.30
2025-11-28,6,PREORDER,14,516.08
2025-11-28,6,ADD_TO_CART,168,0.00
2025-11-28,6,VIEW,351,0.00
2025-11-28,6,WISHLIST,72,0.00
2025-11-28,6,PURCHASE,58,1707.06
2025-11-28,8,PREORDER,4,389.16
2025-11-28,8,ADD_TO_CART,192,0.00
2025-11-28,8,VIEW,881,0.00
2025-11-28,8,WISHLIST,61,0.00
2025-11-28,8,PURCHASE,50,1820.44
2025-11-28,10,PREORDER,11,972.44
2025-11-28,10,ADD_TO_CART,66,0.00
2025-11-28,10,VIEW,647,0.00
2025-11-28,10,WISHLIST,84,0.00
2025-11-28,10,PURCHASE,87,1394.20
2025-11-28,12,PREORDER,6,763.39
2025-11-28,12,ADD_TO_CART,88,0.00
2025-11-28,12,VIEW,487,0.00
2025-11-28,12,WISHLIST,91,0.00
2025-11-28,12,PURCHASE,85,1728.05
2025-11-28,14,PREORDER,7,726.06
2025-11-28,14,ADD_TO_CART,114,0.00
2025-11-28,14,VIEW,434,0.00
2025-11-28,14,WISHLIST,42,0.00
2025-11-28,14,PURCHASE,84,1266.12
2025-11-28,16,PREORDER,5,690.60
2025-11-28,16,ADD_TO_CART,105,0.00
2025-11-28,16,VIEW,718,0.00
2025-11-28,16,WISHLIST,112,0.00
2025-11-28,16,PURCHASE,75,1683.96
2025-11-28,18,PREORDER,8,374.23
2025-11-28,18,ADD_TO_CART,46,0.00
2025-11-28,18,VIEW,539,0.00
2025-11-28,18,WISHLIST,57,0.00
2025-11-28,18,PURCHASE,93,1595.77
2025-11-28,20,PREORDER,9,678.47
2025-11-28,20,ADD_TO_CART,96,0.00
2025-11-28,20,VIEW,584,0.00
2025-11-28,20,WISHLIST,51,0.00
2025-11-28,20,PURCHASE,54,1765.85
2025-11-28,22,PREORDER,14,713.00
2025-11-28,22,ADD_TO_CART,77,0.00
2025-11-28,22,VIEW,913,0.00
2025-11-28,22,WISHLIST,68,0.00
2025-11-28,22,PURCHASE,109,898.67
2025-11-28,24,PREORDER,15,356.50
2025-11-28,24,ADD_TO_CART,117,0.00
2025-11-28,24,VIEW,347,0.00
2025-11-28,24,WISHLIST,149,0.00
2025-11-28,24,PURCHASE,100,1539.08
2025-11-28,26,PREORDER,4,1018.16
2025-11-28,26,ADD_TO_CART,119,0.00
2025-11-28,26,VIEW,616,0.00
2025-11-28,26,WISHLIST,40,0.00
2025-11-28,26,PURCHASE,36,1390.00
2025-11-28,28,PREORDER,7,754.06
2025-11-28,28,ADD_TO_CART,53,0.00
2025-11-28,28,VIEW,631,0.00
2025-11-28,28,WISHLIST,42,0.00
2025-11-28,28,PURCHASE,83,951.16
2025-11-28,30,PREORDER,7,495.55
2025-11-28,30,ADD_TO_CART,87,0.00
2025-11-28,30,VIEW,241,0.00
2025-11-28,30,WISHLIST,62,0.00
2025-11-28,30,PURCHASE,79,1432.00
2025-11-29,1,PREORDER,11,328.50
2025-11-29,1,ADD_TO_CART,113,0.00
2025-11-29,1,VIEW,1089,0.00
2025-11-29,1,WISHLIST,100,0.00
2025-11-29,1,PURCHASE,78,2024.11
2025-11-29,3,PREORDER,10,906.18
2025-11-29,3,ADD_TO_CART,167,0.00
2025-11-29,3,VIEW,894,0.00
2025-11-29,3,WISHLIST,56,0.00
2025-11-29,3,PURCHASE,112,1081.35
2025-11-29,5,PREORDER,8,485.28
2025-11-29,5,ADD_TO_CART,81,0.00
2025-11-29,5,VIEW,1105,0.00
2025-11-29,5,WISHLIST,152,0.00
2025-11-29,5,PURCHASE,116,2299.17
2025-11-29,7,PREORDER,16,434.89
2025-11-29,7,ADD_TO_CART,238,0.00
2025-11-29,7,VIEW,826,0.00
2025-11-29,7,WISHLIST,54,0.00
2025-11-29,7,PURCHASE,104,1954.82
2025-11-29,9,PREORDER,18,698.06
2025-11-29,9,ADD_TO_CART,107,0.00
2025-11-29,9,VIEW,1077,0.00
2025-11-29,9,WISHLIST,150,0.00
2025-11-29,9,PURCHASE,73,1394.20
2025-11-29,11,PREORDER,13,645.80
2025-11-29,11,ADD_TO_CART,54,0.00
2025-11-29,11,VIEW,540,0.00
2025-11-29,11,WISHLIST,45,0.00
2025-11-29,11,PURCHASE,81,2221.48
2025-11-29,13,PREORDER,7,331.30
2025-11-29,13,ADD_TO_CART,173,0.00
2025-11-29,13,VIEW,551,0.00
2025-11-29,13,WISHLIST,117,0.00
2025-11-29,13,PURCHASE,37,1201.03
2025-11-29,15,PREORDER,14,515.15
2025-11-29,15,ADD_TO_CART,191,0.00
2025-11-29,15,VIEW,692,0.00
2025-11-29,15,WISHLIST,91,0.00
2025-11-29,15,PURCHASE,74,963.76
2025-11-29,17,PREORDER,14,928.57
2025-11-29,17,ADD_TO_CART,176,0.00
2025-11-29,17,VIEW,829,0.00
2025-11-29,17,WISHLIST,36,0.00
2025-11-29,17,PURCHASE,90,871.38
2025-11-29,19,PREORDER,10,881.91
2025-11-29,19,ADD_TO_CART,262,0.00
2025-11-29,19,VIEW,711,0.00
2025-11-29,19,WISHLIST,175,0.00
2025-11-29,19,PURCHASE,150,1072.95
2025-11-29,21,PREORDER,13,541.28
2025-11-29,21,ADD_TO_CART,183,0.00
2025-11-29,21,VIEW,1029,0.00
2025-11-29,21,WISHLIST,163,0.00
2025-11-29,21,PURCHASE,122,722.30
2025-11-29,23,PREORDER,8,489.95
2025-11-29,23,ADD_TO_CART,241,0.00
2025-11-29,23,VIEW,695,0.00
2025-11-29,23,WISHLIST,114,0.00
2025-11-29,23,PURCHASE,57,1539.08
2025-11-29,25,PREORDER,4,596.34
2025-11-29,25,ADD_TO_CART,83,0.00
2025-11-29,25,VIEW,729,0.00
2025-11-29,25,WISHLIST,139,0.00
2025-11-29,25,PURCHASE,124,2179.49
2025-11-29,27,PREORDER,6,963.10
2025-11-29,27,ADD_TO_CART,73,0.00
2025-11-29,27,VIEW,787,0.00
2025-11-29,27,WISHLIST,86,0.00
2025-11-29,27,PURCHASE,68,2141.69
2025-11-29,29,PREORDER,13,917.37
2025-11-29,29,ADD_TO_CART,125,0.00
2025-11-29,29,VIEW,285,0.00
2025-11-29,29,WISHLIST,71,0.00
2025-11-29,29,PURCHASE,124,1194.73
2025-11-30,2,PREORDER,10,739.13
2025-11-30,2,ADD_TO_CART,111,0.00
2025-11-30,2,VIEW,679,0.00
2025-11-30,2,WISHLIST,151,0.00
2025-11-30,2,PURCHASE,171,1001.56
2025-11-30,4,PREORDER,14,1034.03
2025-11-30,4,ADD_TO_CART,151,0.00
2025-11-30,4,VIEW,784,0.00
2025-11-30,4,WISHLIST,120,0.00
2025-11-30,4,PURCHASE,67,1341.71
2025-11-30,6,PREORDER,8,407.83
2025-11-30,6,ADD_TO_CART,249,0.00
2025-11-30,6,VIEW,1064,0.00
2025-11-30,6,WISHLIST,172,0.00
2025-11-30,6,PURCHASE,126,1809.94
2025-11-30,8,PREORDER,7,468.49
2025-11-30,8,ADD_TO_CART,199,0.00
2025-11-30,8,VIEW,534,0.00
2025-11-30,8,WISHLIST,191,0.00
2025-11-30,8,PURCHASE,67,688.70
2025-11-30,10,PREORDER,8,436.76
2025-11-30,10,ADD_TO_CART,189,0.00
2025-11-30,10,VIEW,467,0.00
2025-11-30,10,WISHLIST,114,0.00
2025-11-30,10,PURCHASE,49,2059.81
2025-11-30,12,PREORDER,9,582.34
2025-11-30,12,ADD_TO_CART,115,0.00
2025-11-30,12,VIEW,762,0.00
2025-11-30,12,WISHLIST,122,0.00
2025-11-30,12,PURCHASE,91,701.30
2025-11-30,14,PREORDER,4,300.50
2025-11-30,14,ADD_TO_CART,143,0.00
2025-11-30,14,VIEW,380,0.00
2025-11-30,14,WISHLIST,89,0.00
2025-11-30,14,PURCHASE,85,1583.17
2025-11-30,16,PREORDER,9,885.64
2025-11-30,16,ADD_TO_CART,164,0.00
2025-11-30,16,VIEW,274,0.00
2025-11-30,16,WISHLIST,46,0.00
2025-11-30,16,PURCHASE,112,1526.48
2025-11-30,18,PREORDER,12,764.32
2025-11-30,18,ADD_TO_CART,109,0.00
2025-11-30,18,VIEW,899,0.00
2025-11-30,18,WISHLIST,72,0.00
2025-11-30,18,PURCHASE,78,1259.82
2025-11-30,20,PREORDER,9,626.20
2025-11-30,20,ADD_TO_CART,255,0.00
2025-11-30,20,VIEW,822,0.00
2025-11-30,20,WISHLIST,72,0.00
2025-11-30,20,PURCHASE,117,1942.22
2025-11-30,22,PREORDER,9,890.31
2025-11-30,22,ADD_TO_CART,248,0.00
2025-11-30,22,VIEW,586,0.00
2025-11-30,22,WISHLIST,186,0.00
2025-11-30,22,PURCHASE,77,1423.60
2025-11-30,24,PREORDER,11,1015.37
2025-11-30,24,ADD_TO_CART,238,0.00
2025-11-30,24,VIEW,1233,0.00
2025-11-30,24,WISHLIST,90,0.00
2025-11-30,24,PURCHASE,85,2427.25
2025-11-30,26,PREORDER,5,831.52
2025-11-30,26,ADD_TO_CART,69,0.00
2025-11-30,26,VIEW,789,0.00
2025-11-30,26,WISHLIST,99,0.00
2025-11-30,26,PURCHASE,107,1459.29
2025-11-30,28,PREORDER,9,718.59
2025-11-30,28,ADD_TO_CART,74,0.00
2025-11-30,28,VIEW,240,0.00
2025-11-30,28,WISHLIST,86,0.00
2025-11-30,28,PURCHASE,94,2164.79
2025-11-30,30,PREORDER,12,544.08
2025-11-30,30,ADD_TO_CART,137,0.00
2025-11-30,30,VIEW,626,0.00
2025-11-30,30,WISHLIST,68,0.00
2025-11-30,30,PURCHASE,86,999.46
2025-12-01,1,PREORDER,5,490.88
2025-12-01,1,ADD_TO_CART,153,0.00
2025-12-01,1,VIEW,979,0.00
2025-12-01,1,WISHLIST,69,0.00
2025-12-01,1,PURCHASE,52,1255.62
2025-12-01,3,PREORDER,15,1012.57
2025-12-01,3,ADD_TO_CART,130,0.00
2025-12-01,3,VIEW,353,0.00
2025-12-01,3,WISHLIST,67,0.00
2025-12-01,3,PURCHASE,63,1163.23
2025-12-01,5,PREORDER,15,285.57
2025-12-01,5,ADD_TO_CART,107,0.00
2025-12-01,5,VIEW,356,0.00
2025-12-01,5,WISHLIST,117,0.00
2025-12-01,5,PURCHASE,101,875.57
2025-12-01,7,PREORDER,14,1010.70
2025-12-01,7,ADD_TO_CART,139,0.00
2025-12-01,7,VIEW,601,0.00
2025-12-01,7,WISHLIST,106,0.00
2025-12-01,7,PURCHASE,77,2141.69
2025-12-01,9,PREORDER,13,438.62
2025-12-01,9,ADD_TO_CART,87,0.00
2025-12-01,9,VIEW,361,0.00
2025-12-01,9,WISHLIST,58,0.00
2025-12-01,9,PURCHASE,101,1243.02
2025-12-01,11,PREORDER,11,352.76
2025-12-01,11,ADD_TO_CART,106,0.00
2025-12-01,11,VIEW,272,0.00
2025-12-01,11,WISHLIST,92,0.00
2025-12-01,11,PURCHASE,86,2028.31
2025-12-01,13,PREORDER,9,302.37
2025-12-01,13,ADD_TO_CART,55,0.00
2025-12-01,13,VIEW,387,0.00
2025-12-01,13,WISHLIST,57,0.00
2025-12-01,13,PURCHASE,82,1106.54
2025-12-01,15,PREORDER,3,536.61
2025-12-01,15,ADD_TO_CART,99,0.00
2025-12-01,15,VIEW,647,0.00
2025-12-01,15,WISHLIST,108,0.00
2025-12-01,15,PURCHASE,96,703.40
2025-12-01,17,PREORDER,9,472.22
2025-12-01,17,ADD_TO_CART,156,0.00
2025-12-01,17,VIEW,647,0.00
2025-12-01,17,WISHLIST,52,0.00
2025-12-01,17,PURCHASE,66,2429.35
2025-12-01,19,PREORDER,12,1018.16
2025-12-01,19,ADD_TO_CART,116,0.00
2025-12-01,19,VIEW,601,0.00
2025-12-01,19,WISHLIST,150,0.00
2025-12-01,19,PURCHASE,128,2469.25
2025-12-01,21,PREORDER,9,762.46
2025-12-01,21,ADD_TO_CART,176,0.00
2025-12-01,21,VIEW,638,0.00
2025-12-01,21,WISHLIST,97,0.00
2025-12-01,21,PURCHASE,77,1486.59
2025-12-01,23,PREORDER,9,700.86
2025-12-01,23,ADD_TO_CART,138,0.00
2025-12-01,23,VIEW,368,0.00
2025-12-01,23,WISHLIST,125,0.00
2025-12-01,23,PURCHASE,68,1421.50
2025-12-01,25,PREORDER,10,697.13
2025-12-01,25,ADD_TO_CART,133,0.00
2025-12-01,25,VIEW,491,0.00
2025-12-01,25,WISHLIST,109,0.00
2025-12-01,25,PURCHASE,70,1230.42
2025-12-01,27,PREORDER,10,705.53
2025-12-01,27,ADD_TO_CART,133,0.00
2025-12-01,27,VIEW,614,0.00
2025-12-01,27,WISHLIST,50,0.00
2025-12-01,27,PURCHASE,91,1448.79
2025-12-01,29,PREORDER,6,355.56
2025-12-01,29,ADD_TO_CART,92,0.00
2025-12-01,29,VIEW,389,0.00
2025-12-01,29,WISHLIST,100,0.00
2025-12-01,29,PURCHASE,84,1599.97
2025-12-02,2,PREORDER,12,967.77
2025-12-02,2,ADD_TO_CART,88,0.00
2025-12-02,2,VIEW,780,0.00
2025-12-02,2,WISHLIST,140,0.00
2025-12-02,2,PURCHASE,133,1030.95
2025-12-02,4,PREORDER,8,686.86
2025-12-02,4,ADD_TO_CART,62,0.00
2025-12-02,4,VIEW,490,0.00
2025-12-02,4,WISHLIST,79,0.00
2025-12-02,4,PURCHASE,138,1944.32
2025-12-02,6,PREORDER,15,1079.76
2025-12-02,6,ADD_TO_CART,214,0.00
2025-12-02,6,VIEW,415,0.00
2025-12-02,6,WISHLIST,83,0.00
2025-12-02,6,PURCHASE,91,2085.00
2025-12-02,8,PREORDER,14,695.26
2025-12-02,8,ADD_TO_CART,147,0.00
2025-12-02,8,VIEW,717,0.00
2025-12-02,8,WISHLIST,86,0.00
2025-12-02,8,PURCHASE,94,831.48
2025-12-02,10,PREORDER,7,606.61
2025-12-02,10,ADD_TO_CART,45,0.00
2025-12-02,10,VIEW,631,0.00
2025-12-02,10,WISHLIST,87,0.00
2025-12-02,10,PURCHASE,63,1358.51
2025-12-02,12,PREORDER,7,686.86
2025-12-02,12,ADD_TO_CART,56,0.00
2025-12-02,12,VIEW,527,0.00
2025-12-02,12,WISHLIST,54,0.00
2025-12-02,12,PURCHASE,66,1835.14
2025-12-02,14,PREORDER,7,774.59
2025-12-02,14,ADD_TO_CART,50,0.00
2025-12-02,14,VIEW,453,0.00
2025-12-02,14,WISHLIST,102,0.00
2025-12-02,14,PURCHASE,66,1452.99
2025-12-02,16,PREORDER,9,293.97
2025-12-02,16,ADD_TO_CART,136,0.00
2025-12-02,16,VIEW,659,0.00
2025-12-02,16,WISHLIST,81,0.00
2025-12-02,16,PURCHASE,80,1333.31
2025-12-02,18,PREORDER,7,1084.42
2025-12-02,18,ADD_TO_CART,149,0.00
2025-12-02,18,VIEW,482,0.00
2025-12-02,18,WISHLIST,82,0.00
2025-12-02,18,PURCHASE,40,636.21
2025-12-02,20,PREORDER,4,604.74
2025-12-02,20,ADD_TO_CART,114,0.00
2025-12-02,20,VIEW,575,0.00
2025-12-02,20,WISHLIST,42,0.00
2025-12-02,20,PURCHASE,94,2433.55
2025-12-02,22,PREORDER,10,938.84
2025-12-02,22,ADD_TO_CART,66,0.00
2025-12-02,22,VIEW,281,0.00
2025-12-02,22,WISHLIST,146,0.00
2025-12-02,22,PURCHASE,47,1973.72
2025-12-02,24,PREORDER,13,358.36
2025-12-02,24,ADD_TO_CART,84,0.00
2025-12-02,24,VIEW,716,0.00
2025-12-02,24,WISHLIST,140,0.00
2025-12-02,24,PURCHASE,75,1303.91
2025-12-02,26,PREORDER,5,335.97
2025-12-02,26,ADD_TO_CART,77,0.00
2025-12-02,26,VIEW,437,0.00
2025-12-02,26,WISHLIST,38,0.00
2025-12-02,26,PURCHASE,59,867.18
2025-12-02,28,PREORDER,9,628.07
2025-12-02,28,ADD_TO_CART,66,0.00
2025-12-02,28,VIEW,518,0.00
2025-12-02,28,WISHLIST,70,0.00
2025-12-02,28,PURCHASE,81,688.70
2025-12-02,30,PREORDER,4,573.01
2025-12-02,30,ADD_TO_CART,74,0.00
2025-12-02,30,VIEW,274,0.00
2025-12-02,30,WISHLIST,112,0.00
2025-12-02,30,PURCHASE,69,1421.50
2025-12-03,1,PREORDER,4,691.53
2025-12-03,1,ADD_TO_CART,195,0.00
2025-12-03,1,VIEW,715,0.00
2025-12-03,1,WISHLIST,42,0.00
2025-12-03,1,PURCHASE,121,2072.40
2025-12-03,3,PREORDER,15,774.59
2025-12-03,3,ADD_TO_CART,215,0.00
2025-12-03,3,VIEW,287,0.00
2025-12-03,3,WISHLIST,131,0.00
2025-12-03,3,PURCHASE,43,1608.37
2025-12-03,5,PREORDER,10,770.86
2025-12-03,5,ADD_TO_CART,188,0.00
2025-12-03,5,VIEW,475,0.00
2025-12-03,5,WISHLIST,109,0.00
2025-12-03,5,PURCHASE,97,2089.20
2025-12-03,7,PREORDER,14,882.85
2025-12-03,7,ADD_TO_CART,101,0.00
2025-12-03,7,VIEW,393,0.00
2025-12-03,7,WISHLIST,47,0.00
2025-12-03,7,PURCHASE,141,1373.20
2025-12-03,9,PREORDER,15,1083.49
2025-12-03,9,ADD_TO_CART,89,0.00
2025-12-03,9,VIEW,809,0.00
2025-12-03,9,WISHLIST,94,0.00
2025-12-03,9,PURCHASE,103,659.31
2025-12-03,11,PREORDER,5,847.38
2025-12-03,11,ADD_TO_CART,92,0.00
2025-12-03,11,VIEW,634,0.00
2025-12-03,11,WISHLIST,86,0.00
2025-12-03,11,PURCHASE,90,692.90
2025-12-03,13,PREORDER,7,760.59
2025-12-03,13,ADD_TO_CART,74,0.00
2025-12-03,13,VIEW,478,0.00
2025-12-03,13,WISHLIST,104,0.00
2025-12-03,13,PURCHASE,99,741.19
2025-12-03,15,PREORDER,3,900.58
2025-12-03,15,ADD_TO_CART,86,0.00
2025-12-03,15,VIEW,627,0.00
2025-12-03,15,WISHLIST,67,0.00
2025-12-03,15,PURCHASE,94,1177.93
2025-12-03,17,PREORDER,10,1093.76
2025-12-03,17,ADD_TO_CART,144,0.00
2025-12-03,17,VIEW,705,0.00
2025-12-03,17,WISHLIST,86,0.00
2025-12-03,17,PURCHASE,89,2378.96
2025-12-03,19,PREORDER,7,962.17
2025-12-03,19,ADD_TO_CART,62,0.00
2025-12-03,19,VIEW,730,0.00
2025-12-03,19,WISHLIST,135,0.00
2025-12-03,19,PURCHASE,63,2011.51
2025-12-03,21,PREORDER,10,582.34
2025-12-03,21,ADD_TO_CART,154,0.00
2025-12-03,21,VIEW,386,0.00
2025-12-03,21,WISHLIST,110,0.00
2025-12-03,21,PURCHASE,40,2406.26
2025-12-03,23,PREORDER,14,564.61
2025-12-03,23,ADD_TO_CART,123,0.00
2025-12-03,23,VIEW,822,0.00
2025-12-03,23,WISHLIST,98,0.00
2025-12-03,23,PURCHASE,108,2294.97
2025-12-03,25,PREORDER,7,811.92
2025-12-03,25,ADD_TO_CART,118,0.00
2025-12-03,25,VIEW,439,0.00
2025-12-03,25,WISHLIST,78,0.00
2025-12-03,25,PURCHASE,44,1767.95
2025-12-03,27,PREORDER,4,524.48
2025-12-03,27,ADD_TO_CART,49,0.00
2025-12-03,27,VIEW,407,0.00
2025-12-03,27,WISHLIST,32,0.00
2025-12-03,27,PURCHASE,77,1952.72
2025-12-03,29,PREORDER,10,939.77
2025-12-03,29,ADD_TO_CART,48,0.00
2025-12-03,29,VIEW,636,0.00
2025-12-03,29,WISHLIST,42,0.00
2025-12-03,29,PURCHASE,36,1070.85
2025-12-04,2,PREORDER,16,348.10
2025-12-04,2,ADD_TO_CART,123,0.00
2025-12-04,2,VIEW,685,0.00
2025-12-04,2,WISHLIST,137,0.00
2025-12-04,2,PURCHASE,116,2332.77
2025-12-04,4,PREORDER,7,762.46
2025-12-04,4,ADD_TO_CART,214,0.00
2025-12-04,4,VIEW,973,0.00
2025-12-04,4,WISHLIST,117,0.00
2025-12-04,4,PURCHASE,82,2095.50
2025-12-04,6,PREORDER,12,403.16
2025-12-04,6,ADD_TO_CART,151,0.00
2025-12-04,6,VIEW,834,0.00
2025-12-04,6,WISHLIST,105,0.00
2025-12-04,6,PURCHASE,74,2103.90
2025-12-04,8,PREORDER,12,830.58
2025-12-04,8,ADD_TO_CART,152,0.00
2025-12-04,8,VIEW,349,0.00
2025-12-04,8,WISHLIST,78,0.00
2025-12-04,8,PURCHASE,109,640.41
2025-12-04,10,PREORDER,8,357.43
2025-12-04,10,ADD_TO_CART,142,0.00
2025-12-04,10,VIEW,336,0.00
2025-12-04,10,WISHLIST,99,0.00
2025-12-04,10,PURCHASE,61,1473.99
2025-12-04,12,PREORDER,6,649.54
2025-12-04,12,ADD_TO_CART,86,0.00
2025-12-04,12,VIEW,280,0.00
2025-12-04,12,WISHLIST,65,0.00
2025-12-04,12,PURCHASE,82,1100.24
2025-12-04,14,PREORDER,6,1119.89
2025-12-04,14,ADD_TO_CART,122,0.00
2025-12-04,14,VIEW,253,0.00
2025-12-04,14,WISHLIST,78,0.00
2025-12-04,14,PURCHASE,54,1110.74
2025-12-04,16,PREORDER,7,1006.03
2025-12-04,16,ADD_TO_CART,124,0.00
2025-12-04,16,VIEW,224,0.00
2025-12-04,16,WISHLIST,50,0.00
2025-12-04,16,PURCHASE,65,2127.00
2025-12-04,18,PREORDER,10,557.14
2025-12-04,18,ADD_TO_CART,108,0.00
2025-12-04,18,VIEW,542,0.00
2025-12-04,18,WISHLIST,40,0.00
2025-12-04,18,PURCHASE,68,1980.02
