REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,STREAMER_HANDLE,SPONSORSHIP_TYPE,AVG_CONCURRENT_VIEWERS,CHAT_MENTIONS,SPONSORSHIP_FEE_K_USD,LOADED_AT
2025-12-18,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1422.42,1702703,14814,streamer_partner_21,BRANDED_SEGMENT,1277027,8888,1.42,2026-05-04 11:41:42.118000-07:00
2025-12-19,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1700.49,1702703,15229,streamer_partner_4,BRANDED_SEGMENT,1277027,9137,1.70,2026-05-04 11:41:42.118000-07:00
2025-12-20,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1718.80,1958108,20106,streamer_partner_24,BRANDED_SEGMENT,1468581,12064,1.72,2026-05-04 11:41:42.118000-07:00
2025-12-21,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1518.94,1958108,12895,streamer_partner_24,BRANDED_SEGMENT,1468581,7737,1.52,2026-05-04 11:41:42.118000-07:00
2025-12-22,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1664.39,1702703,11080,streamer_partner_8,BRANDED_SEGMENT,1277027,6648,1.66,2026-05-04 11:41:42.118000-07:00
2025-12-23,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1640.33,1702703,17760,streamer_partner_17,BRANDED_SEGMENT,1277027,10656,1.64,2026-05-04 11:41:42.118000-07:00
2025-12-24,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1134.99,1702703,9378,streamer_partner_2,BRANDED_SEGMENT,1277027,5627,1.13,2026-05-04 11:41:42.118000-07:00
2025-12-25,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1647.01,1702703,10570,streamer_partner_13,BRANDED_SEGMENT,1277027,6342,1.65,2026-05-04 11:41:42.118000-07:00
2025-12-26,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,955.85,1702703,10869,streamer_partner_0,BRANDED_SEGMENT,1277027,6521,0.96,2026-05-04 11:41:42.118000-07:00
2025-12-27,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1143.82,1958108,19550,streamer_partner_5,BRANDED_SEGMENT,1468581,11730,1.14,2026-05-04 11:41:42.118000-07:00
2025-12-28,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1322.15,1958108,17731,streamer_partner_4,BRANDED_SEGMENT,1468581,10639,1.32,2026-05-04 11:41:42.118000-07:00
2025-12-29,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,895.31,1297297,6941,streamer_partner_23,BRANDED_SEGMENT,972973,4165,0.90,2026-05-04 11:41:42.118000-07:00
2025-12-30,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1148.94,1297297,9652,streamer_partner_21,BRANDED_SEGMENT,972973,5791,1.15,2026-05-04 11:41:42.118000-07:00
2025-12-31,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1190.70,1297297,10675,streamer_partner_20,BRANDED_SEGMENT,972973,6405,1.19,2026-05-04 11:41:42.118000-07:00
2026-01-01,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,826.05,1297297,10379,streamer_partner_14,BRANDED_SEGMENT,972973,6227,0.83,2026-05-04 11:41:42.118000-07:00
2026-01-02,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1068.47,1297297,10536,streamer_partner_7,BRANDED_SEGMENT,972973,6322,1.07,2026-05-04 11:41:42.118000-07:00
2026-01-03,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1287.31,1491892,10931,streamer_partner_19,BRANDED_SEGMENT,1118919,6559,1.29,2026-05-04 11:41:42.118000-07:00
2026-01-04,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1316.59,1491892,9942,streamer_partner_17,BRANDED_SEGMENT,1118919,5965,1.32,2026-05-04 11:41:42.118000-07:00
2026-01-05,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,994.11,1297297,10527,streamer_partner_10,BRANDED_SEGMENT,972973,6316,0.99,2026-05-04 11:41:42.118000-07:00
2026-01-06,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1276.26,1297297,6352,streamer_partner_12,BRANDED_SEGMENT,972973,3811,1.28,2026-05-04 11:41:42.118000-07:00
2026-01-07,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1087.82,1297297,9735,streamer_partner_15,BRANDED_SEGMENT,972973,5841,1.09,2026-05-04 11:41:42.118000-07:00
2026-01-09,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1302.74,1297297,6206,streamer_partner_3,BRANDED_SEGMENT,972973,3724,1.30,2026-05-04 11:41:42.118000-07:00
2026-01-12,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,797.53,1297297,6756,streamer_partner_12,BRANDED_SEGMENT,972973,4054,0.80,2026-05-04 11:41:42.118000-07:00
2026-01-13,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1107.17,1297297,8863,streamer_partner_21,BRANDED_SEGMENT,972973,5318,1.11,2026-05-04 11:41:42.118000-07:00
2026-01-14,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,927.91,1297297,9776,streamer_partner_2,BRANDED_SEGMENT,972973,5866,0.93,2026-05-04 11:41:42.118000-07:00
2026-01-15,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1013.47,1297297,7593,streamer_partner_17,BRANDED_SEGMENT,972973,4556,1.01,2026-05-04 11:41:42.118000-07:00
2026-01-16,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1145.88,1297297,8548,streamer_partner_9,BRANDED_SEGMENT,972973,5129,1.15,2026-05-04 11:41:42.118000-07:00
2026-01-17,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1211.17,1491892,5715,streamer_partner_17,BRANDED_SEGMENT,1118919,3429,1.21,2026-05-04 11:41:42.118000-07:00
2026-01-18,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1515.72,1491892,7553,streamer_partner_20,BRANDED_SEGMENT,1118919,4532,1.52,2026-05-04 11:41:42.118000-07:00
2026-01-19,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,888.18,1297297,6507,streamer_partner_3,BRANDED_SEGMENT,972973,3904,0.89,2026-05-04 11:41:42.118000-07:00
2026-01-20,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,911.61,1297297,4652,streamer_partner_13,BRANDED_SEGMENT,972973,2791,0.91,2026-05-04 11:41:42.118000-07:00
2026-01-21,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,926.89,1297297,5226,streamer_partner_4,BRANDED_SEGMENT,972973,3136,0.93,2026-05-04 11:41:42.118000-07:00
2026-01-24,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1425.53,1491892,6147,streamer_partner_10,BRANDED_SEGMENT,1118919,3688,1.43,2026-05-04 11:41:42.118000-07:00
2026-01-25,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1348.22,1491892,6667,streamer_partner_19,BRANDED_SEGMENT,1118919,4000,1.35,2026-05-04 11:41:42.118000-07:00
2026-01-26,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1082.73,1297297,4234,streamer_partner_5,BRANDED_SEGMENT,972973,2540,1.08,2026-05-04 11:41:42.118000-07:00
2026-01-27,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,751.70,1297297,6829,streamer_partner_4,BRANDED_SEGMENT,972973,4097,0.75,2026-05-04 11:41:42.118000-07:00
2026-01-29,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,829.11,1297297,4764,streamer_partner_9,BRANDED_SEGMENT,972973,2858,0.83,2026-05-04 11:41:42.118000-07:00
2026-01-30,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,993.10,1297297,3882,streamer_partner_6,BRANDED_SEGMENT,972973,2329,0.99,2026-05-04 11:41:42.118000-07:00
2026-01-31,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,889.05,1491892,6997,streamer_partner_20,BRANDED_SEGMENT,1118919,4198,0.89,2026-05-04 11:41:42.118000-07:00
2025-11-10,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,607.95,810811,7784,streamer_partner_12,BRANDED_SEGMENT,608108,4670,0.61,2026-05-04 11:41:42.118000-07:00
2025-11-11,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,633.42,810811,9571,streamer_partner_23,BRANDED_SEGMENT,608108,5743,0.63,2026-05-04 11:41:42.118000-07:00
2025-11-12,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,588.86,810811,6941,streamer_partner_4,BRANDED_SEGMENT,608108,4165,0.59,2026-05-04 11:41:42.118000-07:00
2025-11-13,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,722.54,810811,8230,streamer_partner_10,BRANDED_SEGMENT,608108,4938,0.72,2026-05-04 11:41:42.118000-07:00
2025-11-14,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,487.00,810811,6985,streamer_partner_23,BRANDED_SEGMENT,608108,4191,0.49,2026-05-04 11:41:42.118000-07:00
2025-11-15,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,797.25,932432,11816,streamer_partner_4,BRANDED_SEGMENT,699324,7090,0.80,2026-05-04 11:41:42.118000-07:00
2025-11-16,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,790.66,932432,12072,streamer_partner_16,BRANDED_SEGMENT,699324,7243,0.79,2026-05-04 11:41:42.118000-07:00
2025-11-17,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,821.21,810811,10256,streamer_partner_4,BRANDED_SEGMENT,608108,6154,0.82,2026-05-04 11:41:42.118000-07:00
2025-11-18,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,549.39,810811,8348,streamer_partner_13,BRANDED_SEGMENT,608108,5009,0.55,2026-05-04 11:41:42.118000-07:00
2025-11-19,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,786.20,810811,9631,streamer_partner_19,BRANDED_SEGMENT,608108,5779,0.79,2026-05-04 11:41:42.118000-07:00
2025-11-20,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,742.91,810811,10369,streamer_partner_21,BRANDED_SEGMENT,608108,6221,0.74,2026-05-04 11:41:42.118000-07:00
2025-11-21,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,711.72,810811,11314,streamer_partner_19,BRANDED_SEGMENT,608108,6788,0.71,2026-05-04 11:41:42.118000-07:00
2025-11-22,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,910.72,932432,11464,streamer_partner_7,BRANDED_SEGMENT,699324,6878,0.91,2026-05-04 11:41:42.118000-07:00
2025-11-23,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,700.61,932432,7018,streamer_partner_8,BRANDED_SEGMENT,699324,4211,0.70,2026-05-04 11:41:42.118000-07:00
2025-11-24,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,475.54,810811,7776,streamer_partner_4,BRANDED_SEGMENT,608108,4666,0.48,2026-05-04 11:41:42.118000-07:00
2025-11-25,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,773.47,810811,5708,streamer_partner_17,BRANDED_SEGMENT,608108,3425,0.77,2026-05-04 11:41:42.118000-07:00
2025-11-26,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,576.76,810811,8979,streamer_partner_15,BRANDED_SEGMENT,608108,5387,0.58,2026-05-04 11:41:42.118000-07:00
2025-11-27,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,681.16,810811,11209,streamer_partner_2,BRANDED_SEGMENT,608108,6725,0.68,2026-05-04 11:41:42.118000-07:00
2025-11-28,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1266.01,1702703,16178,streamer_partner_9,BRANDED_SEGMENT,1277027,9707,1.27,2026-05-04 11:41:42.118000-07:00
2025-11-29,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1812.58,1958108,23745,streamer_partner_11,BRANDED_SEGMENT,1468581,14247,1.81,2026-05-04 11:41:42.118000-07:00
2025-11-30,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1226.84,1958108,16777,streamer_partner_17,BRANDED_SEGMENT,1468581,10066,1.23,2026-05-04 11:41:42.118000-07:00
2025-12-02,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1507.98,1702703,21186,streamer_partner_24,BRANDED_SEGMENT,1277027,12712,1.51,2026-05-04 11:41:42.118000-07:00
2025-12-03,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1221.89,1702703,18340,streamer_partner_2,BRANDED_SEGMENT,1277027,11004,1.22,2026-05-04 11:41:42.118000-07:00
2025-12-04,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1732.57,1702703,19399,streamer_partner_21,BRANDED_SEGMENT,1277027,11639,1.73,2026-05-04 11:41:42.118000-07:00
2025-12-05,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1691.13,1702703,11034,streamer_partner_16,BRANDED_SEGMENT,1277027,6620,1.69,2026-05-04 11:41:42.118000-07:00
2025-12-06,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1929.42,1958108,14888,streamer_partner_18,BRANDED_SEGMENT,1468581,8933,1.93,2026-05-04 11:41:42.118000-07:00
2025-12-07,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1429.77,1958108,22413,streamer_partner_1,BRANDED_SEGMENT,1468581,13448,1.43,2026-05-04 11:41:42.118000-07:00
2025-12-08,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1664.39,1702703,12288,streamer_partner_20,BRANDED_SEGMENT,1277027,7373,1.66,2026-05-04 11:41:42.118000-07:00
2025-12-09,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1560.12,1702703,18831,streamer_partner_9,BRANDED_SEGMENT,1277027,11299,1.56,2026-05-04 11:41:42.118000-07:00
2025-12-10,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1561.45,1702703,19281,streamer_partner_18,BRANDED_SEGMENT,1277027,11569,1.56,2026-05-04 11:41:42.118000-07:00
2025-12-11,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1340.87,1702703,12676,streamer_partner_7,BRANDED_SEGMENT,1277027,7606,1.34,2026-05-04 11:41:42.118000-07:00
2025-12-12,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1344.88,1702703,12415,streamer_partner_17,BRANDED_SEGMENT,1277027,7449,1.34,2026-05-04 11:41:42.118000-07:00
2025-12-13,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1432.85,1958108,23059,streamer_partner_21,BRANDED_SEGMENT,1468581,13835,1.43,2026-05-04 11:41:42.118000-07:00
2025-12-14,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1887.91,1958108,14968,streamer_partner_22,BRANDED_SEGMENT,1468581,8981,1.89,2026-05-04 11:41:42.118000-07:00
2025-12-15,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1483.91,1702703,12014,streamer_partner_19,BRANDED_SEGMENT,1277027,7208,1.48,2026-05-04 11:41:42.118000-07:00
2025-12-16,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1291.41,1702703,17942,streamer_partner_15,BRANDED_SEGMENT,1277027,10765,1.29,2026-05-04 11:41:42.118000-07:00
2025-12-17,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1058.79,1702703,11867,streamer_partner_16,BRANDED_SEGMENT,1277027,7120,1.06,2026-05-04 11:41:42.118000-07:00
2025-12-18,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1240.61,1702703,17302,streamer_partner_21,BRANDED_SEGMENT,1277027,10381,1.24,2026-05-04 11:41:42.118000-07:00
2025-12-19,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1070.82,1702703,15580,streamer_partner_4,BRANDED_SEGMENT,1277027,9348,1.07,2026-05-04 11:41:42.118000-07:00
2025-12-20,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1199.16,1958108,18508,streamer_partner_24,BRANDED_SEGMENT,1468581,11105,1.20,2026-05-04 11:41:42.118000-07:00
2025-12-21,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1963.25,1958108,15790,streamer_partner_24,BRANDED_SEGMENT,1468581,9474,1.96,2026-05-04 11:41:42.118000-07:00
2025-12-22,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1339.53,1702703,12776,streamer_partner_8,BRANDED_SEGMENT,1277027,7666,1.34,2026-05-04 11:41:42.118000-07:00
2025-12-23,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1133.66,1702703,9383,streamer_partner_17,BRANDED_SEGMENT,1277027,5630,1.13,2026-05-04 11:41:42.118000-07:00
2025-12-24,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1652.36,1702703,15888,streamer_partner_2,BRANDED_SEGMENT,1277027,9533,1.65,2026-05-04 11:41:42.118000-07:00
2025-12-25,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1727.22,1702703,8827,streamer_partner_13,BRANDED_SEGMENT,1277027,5296,1.73,2026-05-04 11:41:42.118000-07:00
2025-12-26,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1042.75,1702703,17218,streamer_partner_0,BRANDED_SEGMENT,1277027,10331,1.04,2026-05-04 11:41:42.118000-07:00
2025-12-27,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1142.28,1958108,12952,streamer_partner_5,BRANDED_SEGMENT,1468581,7771,1.14,2026-05-04 11:41:42.118000-07:00
2025-12-28,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1435.92,1958108,13268,streamer_partner_4,BRANDED_SEGMENT,1468581,7961,1.44,2026-05-04 11:41:42.118000-07:00
2025-12-29,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1010.41,1297297,10806,streamer_partner_23,BRANDED_SEGMENT,972973,6484,1.01,2026-05-04 11:41:42.118000-07:00
2025-12-30,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1200.88,1297297,7161,streamer_partner_21,BRANDED_SEGMENT,972973,4297,1.20,2026-05-04 11:41:42.118000-07:00
2025-12-31,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,977.82,1297297,7757,streamer_partner_20,BRANDED_SEGMENT,972973,4654,0.98,2026-05-04 11:41:42.118000-07:00
2026-01-01,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,935.04,1297297,9395,streamer_partner_14,BRANDED_SEGMENT,972973,5637,0.93,2026-05-04 11:41:42.118000-07:00
2026-01-02,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,985.97,1297297,10387,streamer_partner_7,BRANDED_SEGMENT,972973,6232,0.99,2026-05-04 11:41:42.118000-07:00
2026-01-03,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,870.31,1491892,7796,streamer_partner_19,BRANDED_SEGMENT,1118919,4678,0.87,2026-05-04 11:41:42.118000-07:00
2026-01-04,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1252.17,1491892,10193,streamer_partner_17,BRANDED_SEGMENT,1118919,6116,1.25,2026-05-04 11:41:42.118000-07:00
2026-01-05,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1098.01,1297297,5944,streamer_partner_10,BRANDED_SEGMENT,972973,3566,1.10,2026-05-04 11:41:42.118000-07:00
2026-01-06,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1086.80,1297297,6846,streamer_partner_12,BRANDED_SEGMENT,972973,4108,1.09,2026-05-04 11:41:42.118000-07:00
2026-01-07,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,717.07,1297297,9318,streamer_partner_15,BRANDED_SEGMENT,972973,5591,0.72,2026-05-04 11:41:42.118000-07:00
2026-01-09,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1104.12,1297297,5869,streamer_partner_3,BRANDED_SEGMENT,972973,3521,1.10,2026-05-04 11:41:42.118000-07:00
2026-01-12,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,771.05,1297297,10102,streamer_partner_12,BRANDED_SEGMENT,972973,6061,0.77,2026-05-04 11:41:42.118000-07:00
2026-01-13,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1081.71,1297297,5255,streamer_partner_21,BRANDED_SEGMENT,972973,3153,1.08,2026-05-04 11:41:42.118000-07:00
2026-01-14,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,766.98,1297297,5791,streamer_partner_2,BRANDED_SEGMENT,972973,3475,0.77,2026-05-04 11:41:42.118000-07:00
2026-01-15,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,995.13,1297297,8511,streamer_partner_17,BRANDED_SEGMENT,972973,5107,1.00,2026-05-04 11:41:42.118000-07:00
2026-01-16,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1296.63,1297297,5117,streamer_partner_9,BRANDED_SEGMENT,972973,3070,1.30,2026-05-04 11:41:42.118000-07:00
2026-01-17,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1426.70,1491892,9184,streamer_partner_17,BRANDED_SEGMENT,1118919,5510,1.43,2026-05-04 11:41:42.118000-07:00
2026-01-18,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,831.65,1491892,9424,streamer_partner_20,BRANDED_SEGMENT,1118919,5654,0.83,2026-05-04 11:41:42.118000-07:00
2026-01-19,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1213.10,1297297,5651,streamer_partner_3,BRANDED_SEGMENT,972973,3391,1.21,2026-05-04 11:41:42.118000-07:00
2026-01-20,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,875.96,1297297,8070,streamer_partner_13,BRANDED_SEGMENT,972973,4842,0.88,2026-05-04 11:41:42.118000-07:00
2026-01-21,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1092.91,1297297,5721,streamer_partner_4,BRANDED_SEGMENT,972973,3433,1.09,2026-05-04 11:41:42.118000-07:00
2026-01-24,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1506.35,1491892,6027,streamer_partner_10,BRANDED_SEGMENT,1118919,3616,1.51,2026-05-04 11:41:42.118000-07:00
2026-01-25,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1471.21,1491892,8188,streamer_partner_19,BRANDED_SEGMENT,1118919,4913,1.47,2026-05-04 11:41:42.118000-07:00
2026-01-26,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1200.88,1297297,5629,streamer_partner_5,BRANDED_SEGMENT,972973,3377,1.20,2026-05-04 11:41:42.118000-07:00
2026-01-27,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1142.82,1297297,5024,streamer_partner_4,BRANDED_SEGMENT,972973,3014,1.14,2026-05-04 11:41:42.118000-07:00
2026-01-29,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1069.49,1297297,6912,streamer_partner_9,BRANDED_SEGMENT,972973,4147,1.07,2026-05-04 11:41:42.118000-07:00
2026-01-30,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1300.70,1297297,6621,streamer_partner_6,BRANDED_SEGMENT,972973,3973,1.30,2026-05-04 11:41:42.118000-07:00
2026-01-31,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1008.53,1491892,6370,streamer_partner_20,BRANDED_SEGMENT,1118919,3822,1.01,2026-05-04 11:41:42.118000-07:00
2025-11-10,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,606.68,810811,9081,streamer_partner_12,BRANDED_SEGMENT,608108,5449,0.61,2026-05-04 11:41:42.118000-07:00
2025-11-11,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,626.41,810811,6595,streamer_partner_23,BRANDED_SEGMENT,608108,3957,0.63,2026-05-04 11:41:42.118000-07:00
2025-11-12,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,653.79,810811,7659,streamer_partner_4,BRANDED_SEGMENT,608108,4595,0.65,2026-05-04 11:41:42.118000-07:00
2025-11-13,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,536.65,810811,7439,streamer_partner_10,BRANDED_SEGMENT,608108,4463,0.54,2026-05-04 11:41:42.118000-07:00
2025-11-14,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,567.85,810811,12558,streamer_partner_23,BRANDED_SEGMENT,608108,7535,0.57,2026-05-04 11:41:42.118000-07:00
2025-11-15,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,878.51,932432,10294,streamer_partner_4,BRANDED_SEGMENT,699324,6176,0.88,2026-05-04 11:41:42.118000-07:00
2025-11-16,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,775.28,932432,7989,streamer_partner_16,BRANDED_SEGMENT,699324,4793,0.78,2026-05-04 11:41:42.118000-07:00
2025-11-17,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,527.74,810811,6736,streamer_partner_4,BRANDED_SEGMENT,608108,4042,0.53,2026-05-04 11:41:42.118000-07:00
2025-11-18,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,586.31,810811,11156,streamer_partner_13,BRANDED_SEGMENT,608108,6694,0.59,2026-05-04 11:41:42.118000-07:00
2025-11-19,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,606.68,810811,10986,streamer_partner_19,BRANDED_SEGMENT,608108,6592,0.61,2026-05-04 11:41:42.118000-07:00
2025-11-20,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,688.16,810811,7310,streamer_partner_21,BRANDED_SEGMENT,608108,4386,0.69,2026-05-04 11:41:42.118000-07:00
2025-11-21,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,620.05,810811,6729,streamer_partner_19,BRANDED_SEGMENT,608108,4037,0.62,2026-05-04 11:41:42.118000-07:00
2025-11-22,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,568.83,932432,7249,streamer_partner_7,BRANDED_SEGMENT,699324,4349,0.57,2026-05-04 11:41:42.118000-07:00
2025-11-23,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,592.99,932432,10026,streamer_partner_8,BRANDED_SEGMENT,699324,6016,0.59,2026-05-04 11:41:42.118000-07:00
2025-11-24,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,572.30,810811,8712,streamer_partner_4,BRANDED_SEGMENT,608108,5227,0.57,2026-05-04 11:41:42.118000-07:00
2025-11-25,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,462.17,810811,7635,streamer_partner_17,BRANDED_SEGMENT,608108,4581,0.46,2026-05-04 11:41:42.118000-07:00
2025-11-26,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,474.90,810811,10393,streamer_partner_15,BRANDED_SEGMENT,608108,6236,0.47,2026-05-04 11:41:42.118000-07:00
2025-11-27,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,767.10,810811,8687,streamer_partner_2,BRANDED_SEGMENT,608108,5212,0.77,2026-05-04 11:41:42.118000-07:00
2025-11-28,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1152.37,1702703,20988,streamer_partner_9,BRANDED_SEGMENT,1277027,12593,1.15,2026-05-04 11:41:42.118000-07:00
2025-11-29,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1688.05,1958108,16439,streamer_partner_11,BRANDED_SEGMENT,1468581,9863,1.69,2026-05-04 11:41:42.118000-07:00
2025-11-30,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1220.69,1958108,19738,streamer_partner_17,BRANDED_SEGMENT,1468581,11843,1.22,2026-05-04 11:41:42.118000-07:00
2025-12-02,PS Plus Q4 Premium Upgrade,twitch_sponsor_0103,1517.34,1702703,21887,streamer_partner_24,BRANDED_SEGMENT,1277027,13132,1.52,2026-05-04 11:41:42.118000-07:00
