REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,AD_SET_NAME,AD_NAME,REACH,VIDEO_P100_VIEWS,ACTIONS,CPM_REPORTED,FREQUENCY,LOADED_AT
2026-01-16,Spider-Man 2 Sustain,act_0123400000,1492.53,4715789,21444,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,3150147,524867,"[{""action_type"":""link_click"",""value"":21444},{""action_type"":""video_view"",""value"":1249684}]",0.3165,1.50,2026-05-04 11:41:44.839000-07:00
2026-01-17,Spider-Man 2 Sustain,act_0123400000,1587.41,5423158,32487,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,4501221,999922,"[{""action_type"":""link_click"",""value"":32487},{""action_type"":""video_view"",""value"":2380766}]",0.2927,1.20,2026-05-04 11:41:44.839000-07:00
2026-01-18,Spider-Man 2 Sustain,act_0123400000,2446.70,5423158,22022,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,4582569,1147974,"[{""action_type"":""link_click"",""value"":22022},{""action_type"":""video_view"",""value"":2733272}]",0.4512,1.18,2026-05-04 11:41:44.839000-07:00
2026-01-19,Spider-Man 2 Sustain,act_0123400000,1469.71,4715789,17181,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,3069979,564480,"[{""action_type"":""link_click"",""value"":17181},{""action_type"":""video_view"",""value"":1344000}]",0.3117,1.54,2026-05-04 11:41:44.839000-07:00
2026-01-20,Spider-Man 2 Sustain,act_0123400000,1770.12,4715789,16468,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,2744589,920994,"[{""action_type"":""link_click"",""value"":16468},{""action_type"":""video_view"",""value"":2192842}]",0.3754,1.72,2026-05-04 11:41:44.839000-07:00
2026-01-22,Spider-Man 2 Sustain,act_0123400000,1336.62,4715789,24758,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,3588715,917032,"[{""action_type"":""link_click"",""value"":24758},{""action_type"":""video_view"",""value"":2183410}]",0.2834,1.31,2026-05-04 11:41:44.839000-07:00
2026-01-23,Spider-Man 2 Sustain,act_0123400000,1443.10,4715789,19476,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,2636126,760562,"[{""action_type"":""link_click"",""value"":19476},{""action_type"":""video_view"",""value"":1810863}]",0.3060,1.79,2026-05-04 11:41:44.839000-07:00
2026-01-24,Spider-Man 2 Sustain,act_0123400000,2400.79,5423158,15185,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,3779941,922479,"[{""action_type"":""link_click"",""value"":15185},{""action_type"":""video_view"",""value"":2196379}]",0.4427,1.43,2026-05-04 11:41:44.839000-07:00
2026-01-25,Spider-Man 2 Sustain,act_0123400000,1790.75,5423158,18791,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,3920943,936146,"[{""action_type"":""link_click"",""value"":18791},{""action_type"":""video_view"",""value"":2228918}]",0.3302,1.38,2026-05-04 11:41:44.839000-07:00
2026-01-26,Spider-Man 2 Sustain,act_0123400000,1619.92,4715789,20301,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,2768168,691240,"[{""action_type"":""link_click"",""value"":20301},{""action_type"":""video_view"",""value"":1645810}]",0.3435,1.70,2026-05-04 11:41:44.839000-07:00
2026-01-27,Spider-Man 2 Sustain,act_0123400000,2100.95,4715789,23603,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,2928505,651628,"[{""action_type"":""link_click"",""value"":23603},{""action_type"":""video_view"",""value"":1551495}]",0.4455,1.61,2026-05-04 11:41:44.839000-07:00
2026-01-28,Spider-Man 2 Sustain,act_0123400000,1638.93,4715789,25418,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,2919073,1067560,"[{""action_type"":""link_click"",""value"":25418},{""action_type"":""video_view"",""value"":2541810}]",0.3475,1.62,2026-05-04 11:41:44.839000-07:00
2026-01-29,Spider-Man 2 Sustain,act_0123400000,2384.25,4715789,16340,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,3701894,1067560,"[{""action_type"":""link_click"",""value"":16340},{""action_type"":""video_view"",""value"":2541810}]",0.5056,1.27,2026-05-04 11:41:44.839000-07:00
2026-01-30,Spider-Man 2 Sustain,act_0123400000,1355.64,4715789,26408,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,3843368,683318,"[{""action_type"":""link_click"",""value"":26408},{""action_type"":""video_view"",""value"":1626947}]",0.2875,1.23,2026-05-04 11:41:44.839000-07:00
2026-01-31,Spider-Man 2 Sustain,act_0123400000,2293.65,5423158,20879,CR-105-VIDEO_06S-HERO_A // ASet-HERO_A,CR-105-VIDEO_06S-HERO_A,4512067,660541,"[{""action_type"":""link_click"",""value"":20879},{""action_type"":""video_view"",""value"":1572716}]",0.4229,1.20,2026-05-04 11:41:44.839000-07:00
2025-11-01,Spider-Man 2 Sustain,act_0123400000,1147.92,3389474,46097,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1969284,447004,"[{""action_type"":""link_click"",""value"":46097},{""action_type"":""video_view"",""value"":1064295}]",0.3387,1.72,2026-05-04 11:41:44.839000-07:00
2025-11-02,Spider-Man 2 Sustain,act_0123400000,1764.24,3389474,32951,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1891326,400026,"[{""action_type"":""link_click"",""value"":32951},{""action_type"":""video_view"",""value"":952442}]",0.5205,1.79,2026-05-04 11:41:44.839000-07:00
2025-11-03,Spider-Man 2 Sustain,act_0123400000,1233.48,2947368,27262,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2189894,363941,"[{""action_type"":""link_click"",""value"":27262},{""action_type"":""video_view"",""value"":866526}]",0.4185,1.35,2026-05-04 11:41:44.839000-07:00
2025-11-04,Spider-Man 2 Sustain,act_0123400000,1042.16,2947368,31931,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2054315,448118,"[{""action_type"":""link_click"",""value"":31931},{""action_type"":""video_view"",""value"":1066947}]",0.3536,1.43,2026-05-04 11:41:44.839000-07:00
2025-11-05,Spider-Man 2 Sustain,act_0123400000,929.27,2947368,43652,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1703579,435739,"[{""action_type"":""link_click"",""value"":43652},{""action_type"":""video_view"",""value"":1037474}]",0.3153,1.73,2026-05-04 11:41:44.839000-07:00
2025-11-06,Spider-Man 2 Sustain,act_0123400000,1526.99,2947368,23202,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2328421,643705,"[{""action_type"":""link_click"",""value"":23202},{""action_type"":""video_view"",""value"":1532631}]",0.5181,1.27,2026-05-04 11:41:44.839000-07:00
2025-11-07,Spider-Man 2 Sustain,act_0123400000,1026.71,2947368,34232,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2030737,397364,"[{""action_type"":""link_click"",""value"":34232},{""action_type"":""video_view"",""value"":946105}]",0.3483,1.45,2026-05-04 11:41:44.839000-07:00
2025-11-08,Spider-Man 2 Sustain,act_0123400000,1508.69,3389474,38716,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1999790,572279,"[{""action_type"":""link_click"",""value"":38716},{""action_type"":""video_view"",""value"":1362569}]",0.4451,1.69,2026-05-04 11:41:44.839000-07:00
2025-11-09,Spider-Man 2 Sustain,act_0123400000,1186.18,3389474,27284,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2420084,694706,"[{""action_type"":""link_click"",""value"":27284},{""action_type"":""video_view"",""value"":1654063}]",0.3500,1.40,2026-05-04 11:41:44.839000-07:00
2025-11-10,Spider-Man 2 Sustain,act_0123400000,1137.22,2947368,24343,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2089684,678366,"[{""action_type"":""link_click"",""value"":24343},{""action_type"":""video_view"",""value"":1615158}]",0.3858,1.41,2026-05-04 11:41:44.839000-07:00
2025-11-11,Spider-Man 2 Sustain,act_0123400000,1339.24,2947368,32268,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1936421,393650,"[{""action_type"":""link_click"",""value"":32268},{""action_type"":""video_view"",""value"":937263}]",0.4544,1.52,2026-05-04 11:41:44.839000-07:00
2025-11-12,Spider-Man 2 Sustain,act_0123400000,1532.93,2947368,34675,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1874526,315663,"[{""action_type"":""link_click"",""value"":34675},{""action_type"":""video_view"",""value"":751579}]",0.5201,1.57,2026-05-04 11:41:44.839000-07:00
2025-11-15,Spider-Man 2 Sustain,act_0123400000,1426.70,3389474,45750,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2389579,400026,"[{""action_type"":""link_click"",""value"":45750},{""action_type"":""video_view"",""value"":952442}]",0.4209,1.42,2026-05-04 11:41:44.839000-07:00
2025-11-16,Spider-Man 2 Sustain,act_0123400000,1193.01,3389474,39670,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2474316,371554,"[{""action_type"":""link_click"",""value"":39670},{""action_type"":""video_view"",""value"":884653}]",0.3520,1.37,2026-05-04 11:41:44.839000-07:00
2025-11-17,Spider-Man 2 Sustain,act_0123400000,1404.59,2947368,37010,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2077894,469162,"[{""action_type"":""link_click"",""value"":37010},{""action_type"":""video_view"",""value"":1117052}]",0.4766,1.42,2026-05-04 11:41:44.839000-07:00
2025-11-18,Spider-Man 2 Sustain,act_0123400000,1043.34,2947368,24956,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1954105,319377,"[{""action_type"":""link_click"",""value"":24956},{""action_type"":""video_view"",""value"":760421}]",0.3540,1.51,2026-05-04 11:41:44.839000-07:00
2025-11-19,Spider-Man 2 Sustain,act_0123400000,1535.31,2947368,33555,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2237052,628850,"[{""action_type"":""link_click"",""value"":33555},{""action_type"":""video_view"",""value"":1497263}]",0.5209,1.32,2026-05-04 11:41:44.839000-07:00
2025-11-20,Spider-Man 2 Sustain,act_0123400000,1465.20,2947368,36991,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1850947,355276,"[{""action_type"":""link_click"",""value"":36991},{""action_type"":""video_view"",""value"":845895}]",0.4971,1.59,2026-05-04 11:41:44.839000-07:00
2025-11-21,Spider-Man 2 Sustain,act_0123400000,1094.44,2947368,28967,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1629895,376320,"[{""action_type"":""link_click"",""value"":28967},{""action_type"":""video_view"",""value"":896000}]",0.3713,1.81,2026-05-04 11:41:44.839000-07:00
2025-11-22,Spider-Man 2 Sustain,act_0123400000,1466.33,3389474,29328,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2148927,754497,"[{""action_type"":""link_click"",""value"":29328},{""action_type"":""video_view"",""value"":1796421}]",0.4326,1.58,2026-05-04 11:41:44.839000-07:00
2025-11-23,Spider-Man 2 Sustain,act_0123400000,1149.28,3389474,43290,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2548884,387214,"[{""action_type"":""link_click"",""value"":43290},{""action_type"":""video_view"",""value"":921937}]",0.3391,1.33,2026-05-04 11:41:44.839000-07:00
2025-11-24,Spider-Man 2 Sustain,act_0123400000,981.55,2947368,28380,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2363789,419646,"[{""action_type"":""link_click"",""value"":28380},{""action_type"":""video_view"",""value"":999158}]",0.3330,1.25,2026-05-04 11:41:44.839000-07:00
2025-11-25,Spider-Man 2 Sustain,act_0123400000,1191.88,2947368,29292,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2178105,334231,"[{""action_type"":""link_click"",""value"":29292},{""action_type"":""video_view"",""value"":795789}]",0.4044,1.35,2026-05-04 11:41:44.839000-07:00
2025-11-26,Spider-Man 2 Sustain,act_0123400000,1428.36,2947368,30888,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2045473,451831,"[{""action_type"":""link_click"",""value"":30888},{""action_type"":""video_view"",""value"":1075789}]",0.4846,1.44,2026-05-04 11:41:44.839000-07:00
2025-11-27,Spider-Man 2 Sustain,act_0123400000,844.90,2947368,36182,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1909894,344135,"[{""action_type"":""link_click"",""value"":36182},{""action_type"":""video_view"",""value"":819368}]",0.2867,1.54,2026-05-04 11:41:44.839000-07:00
2025-11-29,Spider-Man 2 Sustain,act_0123400000,1217.61,3389474,40506,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2816653,496829,"[{""action_type"":""link_click"",""value"":40506},{""action_type"":""video_view"",""value"":1182926}]",0.3592,1.20,2026-05-04 11:41:44.839000-07:00
2025-11-30,Spider-Man 2 Sustain,act_0123400000,1287.31,3389474,24730,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2437032,740261,"[{""action_type"":""link_click"",""value"":24730},{""action_type"":""video_view"",""value"":1762526}]",0.3798,1.39,2026-05-04 11:41:44.839000-07:00
2025-12-01,Spider-Man 2 Sustain,act_0123400000,1016.01,2947368,20832,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2352000,589238,"[{""action_type"":""link_click"",""value"":20832},{""action_type"":""video_view"",""value"":1402947}]",0.3447,1.25,2026-05-04 11:41:44.839000-07:00
2025-12-02,Spider-Man 2 Sustain,act_0123400000,1412.91,2947368,27040,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2157473,621423,"[{""action_type"":""link_click"",""value"":27040},{""action_type"":""video_view"",""value"":1479579}]",0.4794,1.37,2026-05-04 11:41:44.839000-07:00
2025-12-03,Spider-Man 2 Sustain,act_0123400000,1045.72,2947368,27191,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2416842,554577,"[{""action_type"":""link_click"",""value"":27191},{""action_type"":""video_view"",""value"":1320421}]",0.3548,1.22,2026-05-04 11:41:44.839000-07:00
2025-12-04,Spider-Man 2 Sustain,act_0123400000,1308.34,2947368,30804,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1977684,454307,"[{""action_type"":""link_click"",""value"":30804},{""action_type"":""video_view"",""value"":1081684}]",0.4439,1.49,2026-05-04 11:41:44.839000-07:00
2025-12-05,Spider-Man 2 Sustain,act_0123400000,1408.16,2947368,27250,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1682947,315663,"[{""action_type"":""link_click"",""value"":27250},{""action_type"":""video_view"",""value"":751579}]",0.4778,1.75,2026-05-04 11:41:44.839000-07:00
2025-12-06,Spider-Man 2 Sustain,act_0123400000,1109.65,3389474,30993,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2064190,597903,"[{""action_type"":""link_click"",""value"":30993},{""action_type"":""video_view"",""value"":1423579}]",0.3274,1.64,2026-05-04 11:41:44.839000-07:00
2025-12-07,Spider-Man 2 Sustain,act_0123400000,1519.62,3389474,37889,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2070969,368707,"[{""action_type"":""link_click"",""value"":37889},{""action_type"":""video_view"",""value"":877874}]",0.4483,1.64,2026-05-04 11:41:44.839000-07:00
2025-12-08,Spider-Man 2 Sustain,act_0123400000,1042.16,2947368,25729,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1821473,600379,"[{""action_type"":""link_click"",""value"":25729},{""action_type"":""video_view"",""value"":1429473}]",0.3536,1.62,2026-05-04 11:41:44.839000-07:00
2025-12-09,Spider-Man 2 Sustain,act_0123400000,1383.20,2947368,26668,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1659368,637516,"[{""action_type"":""link_click"",""value"":26668},{""action_type"":""video_view"",""value"":1517895}]",0.4693,1.78,2026-05-04 11:41:44.839000-07:00
2025-12-10,Spider-Man 2 Sustain,act_0123400000,1170.50,2947368,16425,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1665263,662274,"[{""action_type"":""link_click"",""value"":16425},{""action_type"":""video_view"",""value"":1576842}]",0.3971,1.77,2026-05-04 11:41:44.839000-07:00
2025-12-11,Spider-Man 2 Sustain,act_0123400000,1188.32,2947368,18639,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2225263,667225,"[{""action_type"":""link_click"",""value"":18639},{""action_type"":""video_view"",""value"":1588631}]",0.4032,1.32,2026-05-04 11:41:44.839000-07:00
2025-12-12,Spider-Man 2 Sustain,act_0123400000,1033.84,2947368,25946,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1691789,404791,"[{""action_type"":""link_click"",""value"":25946},{""action_type"":""video_view"",""value"":963789}]",0.3508,1.74,2026-05-04 11:41:44.839000-07:00
2025-12-13,Spider-Man 2 Sustain,act_0123400000,1298.24,3389474,24307,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2087916,777274,"[{""action_type"":""link_click"",""value"":24307},{""action_type"":""video_view"",""value"":1850653}]",0.3830,1.62,2026-05-04 11:41:44.839000-07:00
2025-12-14,Spider-Man 2 Sustain,act_0123400000,1490.93,3389474,26015,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2599727,770156,"[{""action_type"":""link_click"",""value"":26015},{""action_type"":""video_view"",""value"":1833705}]",0.4399,1.30,2026-05-04 11:41:44.839000-07:00
2025-12-15,Spider-Man 2 Sustain,act_0123400000,1218.03,2947368,26548,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2272421,517440,"[{""action_type"":""link_click"",""value"":26548},{""action_type"":""video_view"",""value"":1232000}]",0.4133,1.30,2026-05-04 11:41:44.839000-07:00
2025-12-16,Spider-Man 2 Sustain,act_0123400000,1000.57,2947368,15468,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2189894,434501,"[{""action_type"":""link_click"",""value"":15468},{""action_type"":""video_view"",""value"":1034526}]",0.3395,1.35,2026-05-04 11:41:44.839000-07:00
2025-12-17,Spider-Man 2 Sustain,act_0123400000,893.62,2947368,29431,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1865684,661036,"[{""action_type"":""link_click"",""value"":29431},{""action_type"":""video_view"",""value"":1573895}]",0.3032,1.58,2026-05-04 11:41:44.839000-07:00
2025-12-18,Spider-Man 2 Sustain,act_0123400000,1372.51,2947368,23725,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1756631,631326,"[{""action_type"":""link_click"",""value"":23725},{""action_type"":""video_view"",""value"":1503158}]",0.4657,1.68,2026-05-04 11:41:44.839000-07:00
2025-12-19,Spider-Man 2 Sustain,act_0123400000,1427.17,2947368,21424,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2057263,588000,"[{""action_type"":""link_click"",""value"":21424},{""action_type"":""video_view"",""value"":1400000}]",0.4842,1.43,2026-05-04 11:41:44.839000-07:00
2025-12-20,Spider-Man 2 Sustain,act_0123400000,1741.01,3389474,16486,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2203158,408567,"[{""action_type"":""link_click"",""value"":16486},{""action_type"":""video_view"",""value"":972779}]",0.5137,1.54,2026-05-04 11:41:44.839000-07:00
2025-12-21,Spider-Man 2 Sustain,act_0123400000,1057.72,3389474,20133,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2714969,758768,"[{""action_type"":""link_click"",""value"":20133},{""action_type"":""video_view"",""value"":1806590}]",0.3121,1.25,2026-05-04 11:41:44.839000-07:00
2025-12-22,Spider-Man 2 Sustain,act_0123400000,853.21,2947368,21287,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2201684,446880,"[{""action_type"":""link_click"",""value"":21287},{""action_type"":""video_view"",""value"":1064000}]",0.2895,1.34,2026-05-04 11:41:44.839000-07:00
2025-12-23,Spider-Man 2 Sustain,act_0123400000,1095.63,2947368,19622,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2475789,370130,"[{""action_type"":""link_click"",""value"":19622},{""action_type"":""video_view"",""value"":881263}]",0.3717,1.19,2026-05-04 11:41:44.839000-07:00
2025-12-24,Spider-Man 2 Sustain,act_0123400000,1075.43,2947368,20202,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2431579,344135,"[{""action_type"":""link_click"",""value"":20202},{""action_type"":""video_view"",""value"":819368}]",0.3649,1.21,2026-05-04 11:41:44.839000-07:00
2025-12-25,Spider-Man 2 Sustain,act_0123400000,1532.93,2947368,20926,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1794947,533533,"[{""action_type"":""link_click"",""value"":20926},{""action_type"":""video_view"",""value"":1270316}]",0.5201,1.64,2026-05-04 11:41:44.839000-07:00
2025-12-26,Spider-Man 2 Sustain,act_0123400000,1541.25,2947368,25583,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,1924631,673415,"[{""action_type"":""link_click"",""value"":25583},{""action_type"":""video_view"",""value"":1603368}]",0.5229,1.53,2026-05-04 11:41:44.839000-07:00
2025-12-27,Spider-Man 2 Sustain,act_0123400000,1639.88,3389474,20955,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2359074,485441,"[{""action_type"":""link_click"",""value"":20955},{""action_type"":""video_view"",""value"":1155811}]",0.4838,1.44,2026-05-04 11:41:44.839000-07:00
2025-12-28,Spider-Man 2 Sustain,act_0123400000,1287.31,3389474,14935,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2569221,427074,"[{""action_type"":""link_click"",""value"":14935},{""action_type"":""video_view"",""value"":1016842}]",0.3798,1.32,2026-05-04 11:41:44.839000-07:00
2025-12-29,Spider-Man 2 Sustain,act_0123400000,1462.11,4715789,21485,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2876631,534770,"[{""action_type"":""link_click"",""value"":21485},{""action_type"":""video_view"",""value"":1273263}]",0.3100,1.64,2026-05-04 11:41:44.839000-07:00
2025-12-30,Spider-Man 2 Sustain,act_0123400000,1521.05,4715789,36851,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,3758484,720950,"[{""action_type"":""link_click"",""value"":36851},{""action_type"":""video_view"",""value"":1716547}]",0.3225,1.25,2026-05-04 11:41:44.839000-07:00
2025-12-31,Spider-Man 2 Sustain,act_0123400000,1465.91,4715789,26974,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2669137,778388,"[{""action_type"":""link_click"",""value"":26974},{""action_type"":""video_view"",""value"":1853305}]",0.3109,1.77,2026-05-04 11:41:44.839000-07:00
2026-01-01,Spider-Man 2 Sustain,act_0123400000,1859.48,4715789,25594,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,3272758,507042,"[{""action_type"":""link_click"",""value"":25594},{""action_type"":""video_view"",""value"":1207242}]",0.3943,1.44,2026-05-04 11:41:44.839000-07:00
2026-01-02,Spider-Man 2 Sustain,act_0123400000,1353.73,4715789,24243,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,2801179,930897,"[{""action_type"":""link_click"",""value"":24243},{""action_type"":""video_view"",""value"":2216421}]",0.2871,1.68,2026-05-04 11:41:44.839000-07:00
2026-01-03,Spider-Man 2 Sustain,act_0123400000,2634.74,5423158,29320,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,3579284,1191251,"[{""action_type"":""link_click"",""value"":29320},{""action_type"":""video_view"",""value"":2836312}]",0.4858,1.52,2026-05-04 11:41:44.839000-07:00
2026-01-04,Spider-Man 2 Sustain,act_0123400000,1591.78,5423158,39168,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,4132446,726595,"[{""action_type"":""link_click"",""value"":39168},{""action_type"":""video_view"",""value"":1729987}]",0.2935,1.31,2026-05-04 11:41:44.839000-07:00
2026-01-05,Spider-Man 2 Sustain,act_0123400000,2205.52,4715789,20146,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,3565136,744718,"[{""action_type"":""link_click"",""value"":20146},{""action_type"":""video_view"",""value"":1773137}]",0.4677,1.32,2026-05-04 11:41:44.839000-07:00
2026-01-06,Spider-Man 2 Sustain,act_0123400000,2443.19,4715789,18697,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,3843368,831865,"[{""action_type"":""link_click"",""value"":18697},{""action_type"":""video_view"",""value"":1980631}]",0.5181,1.23,2026-05-04 11:41:44.839000-07:00
2026-01-07,Spider-Man 2 Sustain,act_0123400000,1908.92,4715789,19037,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,3532126,867517,"[{""action_type"":""link_click"",""value"":19037},{""action_type"":""video_view"",""value"":2065516}]",0.4048,1.34,2026-05-04 11:41:44.839000-07:00
2026-01-08,Spider-Man 2 Sustain,act_0123400000,2239.75,4715789,23224,CR-105-VIDEO_15S-HERO_A // ASet-HERO_A,CR-105-VIDEO_15S-HERO_A,3183158,716989,"[{""action_type"":""link_click"",""value"":23224},{""action_type"":""video_view"",""value"":1707116}]",0.4749,1.48,2026-05-04 11:41:44.839000-07:00
