REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,ENGAGEMENT_RATE,RETWEETS,LIKES_ATTRIBUTED,LOADED_AT
2026-01-19,Astro Bot Sustain,18a0104,232.02,1076923,5786,0.537,1041,9258,2026-05-04 11:41:58.198000-07:00
2026-01-20,Astro Bot Sustain,18a0104,276.28,1076923,3257,0.302,586,5211,2026-05-04 11:41:58.198000-07:00
2026-01-21,Astro Bot Sustain,18a0104,312.83,1076923,4928,0.458,887,7885,2026-05-04 11:41:58.198000-07:00
2026-01-22,Astro Bot Sustain,18a0104,243.01,1076923,4259,0.396,767,6814,2026-05-04 11:41:58.198000-07:00
2026-01-23,Astro Bot Sustain,18a0104,232.91,1076923,4448,0.413,801,7117,2026-05-04 11:41:58.198000-07:00
2026-01-25,Astro Bot Sustain,18a0104,303.38,1238462,6589,0.532,1186,10542,2026-05-04 11:41:58.198000-07:00
2026-01-26,Astro Bot Sustain,18a0104,284.90,1076923,5051,0.469,909,8082,2026-05-04 11:41:58.198000-07:00
2026-01-27,Astro Bot Sustain,18a0104,290.54,1076923,4108,0.382,739,6573,2026-05-04 11:41:58.198000-07:00
2026-01-28,Astro Bot Sustain,18a0104,296.78,1076923,4071,0.378,733,6514,2026-05-04 11:41:58.198000-07:00
2026-01-29,Astro Bot Sustain,18a0104,348.47,1076923,3882,0.361,699,6211,2026-05-04 11:41:58.198000-07:00
2026-01-30,Astro Bot Sustain,18a0104,262.92,1076923,4825,0.448,869,7720,2026-05-04 11:41:58.198000-07:00
2026-01-31,Astro Bot Sustain,18a0104,417.14,1238462,5462,0.441,983,8739,2026-05-04 11:41:58.198000-07:00
2026-02-01,Astro Bot Sustain,18a0104,422.61,1238462,5678,0.459,1022,9085,2026-05-04 11:41:58.198000-07:00
2026-02-02,Astro Bot Sustain,18a0104,243.31,1076923,3732,0.347,672,5971,2026-05-04 11:41:58.198000-07:00
2026-02-03,Astro Bot Sustain,18a0104,272.72,1076923,3430,0.319,617,5488,2026-05-04 11:41:58.198000-07:00
2026-02-04,Astro Bot Sustain,18a0104,262.62,1076923,4523,0.420,814,7237,2026-05-04 11:41:58.198000-07:00
2026-02-05,Astro Bot Sustain,18a0104,359.17,1076923,3618,0.336,651,5789,2026-05-04 11:41:58.198000-07:00
2026-02-06,Astro Bot Sustain,18a0104,284.90,1076923,5465,0.508,984,8744,2026-05-04 11:41:58.198000-07:00
2026-02-07,Astro Bot Sustain,18a0104,367.61,1238462,3945,0.319,710,6312,2026-05-04 11:41:58.198000-07:00
2026-02-08,Astro Bot Sustain,18a0104,352.57,1238462,3988,0.322,718,6381,2026-05-04 11:41:58.198000-07:00
2026-02-10,Astro Bot Sustain,18a0104,274.80,1076923,3128,0.291,563,5005,2026-05-04 11:41:58.198000-07:00
2026-02-11,Astro Bot Sustain,18a0104,273.61,1076923,5541,0.515,997,8866,2026-05-04 11:41:58.198000-07:00
2026-02-12,Astro Bot Sustain,18a0104,223.70,1076923,5202,0.483,936,8323,2026-05-04 11:41:58.198000-07:00
2026-02-13,Astro Bot Sustain,18a0104,207.96,1076923,3015,0.280,543,4824,2026-05-04 11:41:58.198000-07:00
2026-02-14,Astro Bot Sustain,18a0104,260.67,1238462,5115,0.413,921,8184,2026-05-04 11:41:58.198000-07:00
2026-02-15,Astro Bot Sustain,18a0104,419.54,1238462,5418,0.438,975,8669,2026-05-04 11:41:58.198000-07:00
2026-02-16,Astro Bot Sustain,18a0104,335.70,1076923,5428,0.504,977,8685,2026-05-04 11:41:58.198000-07:00
2026-02-17,Astro Bot Sustain,18a0104,317.88,1076923,3015,0.280,543,4824,2026-05-04 11:41:58.198000-07:00
2026-02-18,Astro Bot Sustain,18a0104,267.07,1076923,4900,0.455,882,7840,2026-05-04 11:41:58.198000-07:00
2026-02-19,Astro Bot Sustain,18a0104,249.55,1076923,5277,0.490,950,8443,2026-05-04 11:41:58.198000-07:00
2026-02-20,Astro Bot Sustain,18a0104,309.26,1076923,4787,0.445,862,7659,2026-05-04 11:41:58.198000-07:00
2026-02-21,Astro Bot Sustain,18a0104,239.49,1238462,5548,0.448,999,8877,2026-05-04 11:41:58.198000-07:00
2026-02-22,Astro Bot Sustain,18a0104,295.52,1238462,4941,0.399,889,7906,2026-05-04 11:41:58.198000-07:00
2026-02-23,Astro Bot Sustain,18a0104,368.08,1076923,3845,0.357,692,6152,2026-05-04 11:41:58.198000-07:00
2026-02-25,Astro Bot Sustain,18a0104,346.99,1076923,4259,0.396,767,6814,2026-05-04 11:41:58.198000-07:00
2026-02-27,Astro Bot Sustain,18a0104,220.43,1076923,3242,0.301,584,5187,2026-05-04 11:41:58.198000-07:00
2026-02-28,Astro Bot Sustain,18a0104,346.42,1238462,4335,0.350,780,6936,2026-05-04 11:41:58.198000-07:00
2025-11-01,Astro Bot Sustain,18a0104,269.90,1238462,19568,1.580,3522,31309,2026-05-04 11:41:58.198000-07:00
2025-11-02,Astro Bot Sustain,18a0104,277.41,1238462,15603,1.260,2809,24965,2026-05-04 11:41:58.198000-07:00
2025-11-03,Astro Bot Sustain,18a0104,228.75,1076923,11657,1.082,2098,18651,2026-05-04 11:41:58.198000-07:00
2025-11-04,Astro Bot Sustain,18a0104,302.72,1076923,16292,1.513,2933,26067,2026-05-04 11:41:58.198000-07:00
2025-11-05,Astro Bot Sustain,18a0104,319.66,1076923,13865,1.288,2496,22184,2026-05-04 11:41:58.198000-07:00
2025-11-06,Astro Bot Sustain,18a0104,307.77,1076923,11269,1.046,2028,18030,2026-05-04 11:41:58.198000-07:00
2025-11-07,Astro Bot Sustain,18a0104,257.57,1076923,8202,0.762,1476,13123,2026-05-04 11:41:58.198000-07:00
2025-11-09,Astro Bot Sustain,18a0104,336.18,1238462,12751,1.030,2295,20402,2026-05-04 11:41:58.198000-07:00
2025-11-10,Astro Bot Sustain,18a0104,315.50,1076923,12093,1.123,2177,19349,2026-05-04 11:41:58.198000-07:00
2025-11-11,Astro Bot Sustain,18a0104,312.53,1076923,11394,1.058,2051,18230,2026-05-04 11:41:58.198000-07:00
2025-11-12,Astro Bot Sustain,18a0104,243.01,1076923,11982,1.113,2157,19171,2026-05-04 11:41:58.198000-07:00
2025-11-13,Astro Bot Sustain,18a0104,346.40,1076923,13532,1.257,2436,21651,2026-05-04 11:41:58.198000-07:00
2025-11-14,Astro Bot Sustain,18a0104,248.95,1076923,11676,1.084,2102,18682,2026-05-04 11:41:58.198000-07:00
2025-11-15,Astro Bot Sustain,18a0104,345.74,1238462,15397,1.243,2771,24635,2026-05-04 11:41:58.198000-07:00
2025-11-16,Astro Bot Sustain,18a0104,368.63,1238462,11116,0.898,2001,17786,2026-05-04 11:41:58.198000-07:00
2025-11-17,Astro Bot Sustain,18a0104,342.24,1076923,14180,1.317,2552,22688,2026-05-04 11:41:58.198000-07:00
2025-11-18,Astro Bot Sustain,18a0104,256.08,1076923,10049,0.933,1809,16078,2026-05-04 11:41:58.198000-07:00
2025-11-19,Astro Bot Sustain,18a0104,212.71,1076923,11431,1.062,2058,18290,2026-05-04 11:41:58.198000-07:00
2025-11-20,Astro Bot Sustain,18a0104,315.20,1076923,10959,1.018,1973,17534,2026-05-04 11:41:58.198000-07:00
2025-11-21,Astro Bot Sustain,18a0104,280.15,1076923,9046,0.840,1628,14474,2026-05-04 11:41:58.198000-07:00
2025-11-22,Astro Bot Sustain,18a0104,303.72,1238462,11540,0.932,2077,18464,2026-05-04 11:41:58.198000-07:00
2025-11-23,Astro Bot Sustain,18a0104,257.26,1238462,15818,1.277,2847,25309,2026-05-04 11:41:58.198000-07:00
2025-11-24,Astro Bot Sustain,18a0104,301.83,1076923,7645,0.710,1376,12232,2026-05-04 11:41:58.198000-07:00
2025-11-25,Astro Bot Sustain,18a0104,250.44,1076923,8005,0.743,1441,12808,2026-05-04 11:41:58.198000-07:00
2025-11-26,Astro Bot Sustain,18a0104,333.92,1076923,10080,0.936,1814,16128,2026-05-04 11:41:58.198000-07:00
2025-11-27,Astro Bot Sustain,18a0104,214.79,1076923,9382,0.871,1689,15011,2026-05-04 11:41:58.198000-07:00
2025-11-29,Astro Bot Sustain,18a0104,367.61,1238462,9707,0.784,1747,15531,2026-05-04 11:41:58.198000-07:00
2025-11-30,Astro Bot Sustain,18a0104,336.86,1238462,14552,1.175,2619,23283,2026-05-04 11:41:58.198000-07:00
2025-12-01,Astro Bot Sustain,18a0104,253.41,1076923,12850,1.193,2313,20560,2026-05-04 11:41:58.198000-07:00
2025-12-02,Astro Bot Sustain,18a0104,346.10,1076923,8179,0.760,1472,13086,2026-05-04 11:41:58.198000-07:00
2025-12-03,Astro Bot Sustain,18a0104,292.92,1076923,10656,0.990,1918,17050,2026-05-04 11:41:58.198000-07:00
2025-12-04,Astro Bot Sustain,18a0104,314.31,1076923,7451,0.692,1341,11922,2026-05-04 11:41:58.198000-07:00
2025-12-05,Astro Bot Sustain,18a0104,236.48,1076923,11368,1.056,2046,18189,2026-05-04 11:41:58.198000-07:00
2025-12-06,Astro Bot Sustain,18a0104,437.99,1238462,11770,0.950,2119,18832,2026-05-04 11:41:58.198000-07:00
2025-12-07,Astro Bot Sustain,18a0104,269.21,1238462,12080,0.975,2174,19328,2026-05-04 11:41:58.198000-07:00
2025-12-08,Astro Bot Sustain,18a0104,258.76,1076923,8036,0.746,1446,12858,2026-05-04 11:41:58.198000-07:00
2025-12-09,Astro Bot Sustain,18a0104,320.55,1076923,8095,0.752,1457,12952,2026-05-04 11:41:58.198000-07:00
2025-12-10,Astro Bot Sustain,18a0104,239.74,1076923,9187,0.853,1654,14699,2026-05-04 11:41:58.198000-07:00
2025-12-11,Astro Bot Sustain,18a0104,217.76,1076923,11351,1.054,2043,18162,2026-05-04 11:41:58.198000-07:00
2025-12-12,Astro Bot Sustain,18a0104,258.16,1076923,10276,0.954,1850,16442,2026-05-04 11:41:58.198000-07:00
2025-12-13,Astro Bot Sustain,18a0104,412.36,1238462,9704,0.784,1747,15526,2026-05-04 11:41:58.198000-07:00
2025-12-14,Astro Bot Sustain,18a0104,277.07,1238462,9749,0.787,1755,15598,2026-05-04 11:41:58.198000-07:00
2025-12-15,Astro Bot Sustain,18a0104,239.15,1076923,8793,0.817,1583,14069,2026-05-04 11:41:58.198000-07:00
2025-12-16,Astro Bot Sustain,18a0104,305.40,1076923,10270,0.954,1849,16432,2026-05-04 11:41:58.198000-07:00
2025-12-17,Astro Bot Sustain,18a0104,270.05,1076923,10209,0.948,1838,16334,2026-05-04 11:41:58.198000-07:00
2025-12-18,Astro Bot Sustain,18a0104,233.21,1076923,5914,0.549,1065,9462,2026-05-04 11:41:58.198000-07:00
2025-12-19,Astro Bot Sustain,18a0104,292.62,1076923,5970,0.554,1075,9552,2026-05-04 11:41:58.198000-07:00
2025-12-20,Astro Bot Sustain,18a0104,285.95,1238462,9412,0.760,1694,15059,2026-05-04 11:41:58.198000-07:00
2025-12-21,Astro Bot Sustain,18a0104,260.33,1238462,6836,0.552,1230,10938,2026-05-04 11:41:58.198000-07:00
2025-12-22,Astro Bot Sustain,18a0104,340.75,1076923,9372,0.870,1687,14995,2026-05-04 11:41:58.198000-07:00
2025-12-24,Astro Bot Sustain,18a0104,236.18,1076923,9305,0.864,1675,14888,2026-05-04 11:41:58.198000-07:00
2025-12-25,Astro Bot Sustain,18a0104,283.71,1076923,6484,0.602,1167,10374,2026-05-04 11:41:58.198000-07:00
2025-12-26,Astro Bot Sustain,18a0104,356.79,1076923,6272,0.582,1129,10035,2026-05-04 11:41:58.198000-07:00
2025-12-27,Astro Bot Sustain,18a0104,308.84,1238462,9161,0.740,1649,14658,2026-05-04 11:41:58.198000-07:00
2025-12-28,Astro Bot Sustain,18a0104,362.48,1238462,5525,0.446,995,8840,2026-05-04 11:41:58.198000-07:00
2025-12-29,Astro Bot Sustain,18a0104,304.80,1076923,6984,0.649,1257,11174,2026-05-04 11:41:58.198000-07:00
2025-12-30,Astro Bot Sustain,18a0104,331.54,1076923,6653,0.618,1198,10645,2026-05-04 11:41:58.198000-07:00
2025-12-31,Astro Bot Sustain,18a0104,357.39,1076923,6328,0.588,1139,10125,2026-05-04 11:41:58.198000-07:00
2026-01-01,Astro Bot Sustain,18a0104,233.80,1076923,5348,0.497,963,8557,2026-05-04 11:41:58.198000-07:00
2026-01-02,Astro Bot Sustain,18a0104,356.50,1076923,6296,0.585,1133,10074,2026-05-04 11:41:58.198000-07:00
2026-01-03,Astro Bot Sustain,18a0104,251.11,1238462,9153,0.739,1648,14645,2026-05-04 11:41:58.198000-07:00
2026-01-04,Astro Bot Sustain,18a0104,362.82,1238462,8884,0.717,1599,14214,2026-05-04 11:41:58.198000-07:00
2026-01-05,Astro Bot Sustain,18a0104,236.48,1076923,5376,0.499,968,8602,2026-05-04 11:41:58.198000-07:00
2026-01-06,Astro Bot Sustain,18a0104,346.69,1076923,5795,0.538,1043,9272,2026-05-04 11:41:58.198000-07:00
2026-01-07,Astro Bot Sustain,18a0104,340.16,1076923,6196,0.575,1115,9914,2026-05-04 11:41:58.198000-07:00
2026-01-08,Astro Bot Sustain,18a0104,251.03,1076923,5795,0.538,1043,9272,2026-05-04 11:41:58.198000-07:00
2026-01-09,Astro Bot Sustain,18a0104,374.02,1076923,5597,0.520,1007,8955,2026-05-04 11:41:58.198000-07:00
2026-01-10,Astro Bot Sustain,18a0104,255.21,1238462,8337,0.673,1501,13339,2026-05-04 11:41:58.198000-07:00
2026-01-12,Astro Bot Sustain,18a0104,273.31,1076923,6393,0.594,1151,10229,2026-05-04 11:41:58.198000-07:00
2026-01-13,Astro Bot Sustain,18a0104,256.38,1076923,6003,0.557,1081,9605,2026-05-04 11:41:58.198000-07:00
2026-01-14,Astro Bot Sustain,18a0104,275.99,1076923,4350,0.404,783,6960,2026-05-04 11:41:58.198000-07:00
2026-01-15,Astro Bot Sustain,18a0104,260.24,1076923,6462,0.600,1163,10339,2026-05-04 11:41:58.198000-07:00
2026-01-16,Astro Bot Sustain,18a0104,249.25,1076923,4601,0.427,828,7362,2026-05-04 11:41:58.198000-07:00
2026-01-17,Astro Bot Sustain,18a0104,334.13,1238462,7038,0.568,1267,11261,2026-05-04 11:41:58.198000-07:00
2026-01-18,Astro Bot Sustain,18a0104,264.09,1238462,5495,0.444,989,8792,2026-05-04 11:41:58.198000-07:00
2026-01-19,Astro Bot Sustain,18a0104,332.43,1076923,6143,0.570,1106,9829,2026-05-04 11:41:58.198000-07:00
2026-01-20,Astro Bot Sustain,18a0104,366.00,1076923,4303,0.400,775,6885,2026-05-04 11:41:58.198000-07:00
2026-01-21,Astro Bot Sustain,18a0104,222.51,1076923,3260,0.303,587,5216,2026-05-04 11:41:58.198000-07:00
2026-01-22,Astro Bot Sustain,18a0104,266.18,1076923,3618,0.336,651,5789,2026-05-04 11:41:58.198000-07:00
2026-01-23,Astro Bot Sustain,18a0104,306.88,1076923,3091,0.287,556,4946,2026-05-04 11:41:58.198000-07:00
2026-01-25,Astro Bot Sustain,18a0104,401.09,1238462,3598,0.291,648,5757,2026-05-04 11:41:58.198000-07:00
2026-01-26,Astro Bot Sustain,18a0104,299.75,1076923,4259,0.396,767,6814,2026-05-04 11:41:58.198000-07:00
2026-01-27,Astro Bot Sustain,18a0104,316.69,1076923,3543,0.329,638,5669,2026-05-04 11:41:58.198000-07:00
2026-01-28,Astro Bot Sustain,18a0104,342.53,1076923,3618,0.336,651,5789,2026-05-04 11:41:58.198000-07:00
2026-01-29,Astro Bot Sustain,18a0104,368.68,1076923,5465,0.508,984,8744,2026-05-04 11:41:58.198000-07:00
2026-01-30,Astro Bot Sustain,18a0104,290.84,1076923,3845,0.357,692,6152,2026-05-04 11:41:58.198000-07:00
2026-01-31,Astro Bot Sustain,18a0104,367.27,1238462,6372,0.515,1147,10195,2026-05-04 11:41:58.198000-07:00
2026-02-01,Astro Bot Sustain,18a0104,242.91,1238462,4291,0.347,772,6866,2026-05-04 11:41:58.198000-07:00
2026-02-02,Astro Bot Sustain,18a0104,349.66,1076923,5541,0.515,997,8866,2026-05-04 11:41:58.198000-07:00
2026-02-03,Astro Bot Sustain,18a0104,267.67,1076923,4787,0.445,862,7659,2026-05-04 11:41:58.198000-07:00
2026-02-04,Astro Bot Sustain,18a0104,286.68,1076923,3166,0.294,570,5066,2026-05-04 11:41:58.198000-07:00
2026-02-05,Astro Bot Sustain,18a0104,234.99,1076923,5993,0.557,1079,9589,2026-05-04 11:41:58.198000-07:00
2026-02-06,Astro Bot Sustain,18a0104,324.71,1076923,5164,0.480,930,8262,2026-05-04 11:41:58.198000-07:00
2026-02-07,Astro Bot Sustain,18a0104,289.37,1238462,4768,0.385,858,7629,2026-05-04 11:41:58.198000-07:00
2026-02-08,Astro Bot Sustain,18a0104,443.79,1238462,3988,0.322,718,6381,2026-05-04 11:41:58.198000-07:00
2026-02-10,Astro Bot Sustain,18a0104,321.74,1076923,5428,0.504,977,8685,2026-05-04 11:41:58.198000-07:00
2026-02-11,Astro Bot Sustain,18a0104,238.85,1076923,3958,0.368,712,6333,2026-05-04 11:41:58.198000-07:00
2026-02-12,Astro Bot Sustain,18a0104,214.49,1076923,5428,0.504,977,8685,2026-05-04 11:41:58.198000-07:00
2026-02-13,Astro Bot Sustain,18a0104,245.09,1076923,5202,0.483,936,8323,2026-05-04 11:41:58.198000-07:00
2026-02-14,Astro Bot Sustain,18a0104,271.95,1238462,5505,0.445,991,8808,2026-05-04 11:41:58.198000-07:00
2026-02-15,Astro Bot Sustain,18a0104,274.68,1238462,5765,0.466,1038,9224,2026-05-04 11:41:58.198000-07:00
2026-02-16,Astro Bot Sustain,18a0104,282.52,1076923,4636,0.431,834,7418,2026-05-04 11:41:58.198000-07:00
2026-02-17,Astro Bot Sustain,18a0104,269.15,1076923,5465,0.508,984,8744,2026-05-04 11:41:58.198000-07:00
2026-02-18,Astro Bot Sustain,18a0104,227.56,1076923,5164,0.480,930,8262,2026-05-04 11:41:58.198000-07:00
2026-02-19,Astro Bot Sustain,18a0104,262.32,1076923,4222,0.392,760,6755,2026-05-04 11:41:58.198000-07:00
2026-02-20,Astro Bot Sustain,18a0104,237.37,1076923,3769,0.350,678,6030,2026-05-04 11:41:58.198000-07:00
2026-02-21,Astro Bot Sustain,18a0104,388.79,1238462,6155,0.497,1108,9848,2026-05-04 11:41:58.198000-07:00
2026-02-22,Astro Bot Sustain,18a0104,297.91,1238462,3901,0.315,702,6242,2026-05-04 11:41:58.198000-07:00
2026-02-23,Astro Bot Sustain,18a0104,240.63,1076923,3392,0.315,611,5427,2026-05-04 11:41:58.198000-07:00
2026-02-25,Astro Bot Sustain,18a0104,341.05,1076923,4561,0.424,821,7298,2026-05-04 11:41:58.198000-07:00
2026-02-27,Astro Bot Sustain,18a0104,310.45,1076923,5013,0.466,902,8021,2026-05-04 11:41:58.198000-07:00
2026-02-28,Astro Bot Sustain,18a0104,330.03,1238462,4075,0.329,734,6520,2026-05-04 11:41:58.198000-07:00
2025-11-01,Astro Bot Sustain,18a0104,253.84,1238462,11889,0.960,2140,19022,2026-05-04 11:41:58.198000-07:00
2025-11-02,Astro Bot Sustain,18a0104,441.74,1238462,17691,1.429,3184,28306,2026-05-04 11:41:58.198000-07:00
2025-11-03,Astro Bot Sustain,18a0104,325.90,1076923,8901,0.827,1602,14242,2026-05-04 11:41:58.198000-07:00
2025-11-04,Astro Bot Sustain,18a0104,215.09,1076923,9249,0.859,1665,14798,2026-05-04 11:41:58.198000-07:00
2025-11-05,Astro Bot Sustain,18a0104,363.92,1076923,12301,1.142,2214,19682,2026-05-04 11:41:58.198000-07:00
2025-11-06,Astro Bot Sustain,18a0104,300.05,1076923,15508,1.440,2791,24813,2026-05-04 11:41:58.198000-07:00
2025-11-07,Astro Bot Sustain,18a0104,360.66,1076923,8202,0.762,1476,13123,2026-05-04 11:41:58.198000-07:00
2025-11-09,Astro Bot Sustain,18a0104,305.77,1238462,17736,1.432,3192,28378,2026-05-04 11:41:58.198000-07:00
2025-11-10,Astro Bot Sustain,18a0104,299.75,1076923,13991,1.299,2518,22386,2026-05-04 11:41:58.198000-07:00
2025-11-11,Astro Bot Sustain,18a0104,289.36,1076923,11592,1.076,2087,18547,2026-05-04 11:41:58.198000-07:00
2025-11-12,Astro Bot Sustain,18a0104,365.11,1076923,7955,0.739,1432,12728,2026-05-04 11:41:58.198000-07:00
2025-11-13,Astro Bot Sustain,18a0104,353.53,1076923,15577,1.446,2804,24923,2026-05-04 11:41:58.198000-07:00
2025-11-14,Astro Bot Sustain,18a0104,361.55,1076923,11772,1.093,2119,18835,2026-05-04 11:41:58.198000-07:00
2025-11-15,Astro Bot Sustain,18a0104,386.40,1238462,11767,0.950,2118,18827,2026-05-04 11:41:58.198000-07:00
2025-11-16,Astro Bot Sustain,18a0104,392.89,1238462,10463,0.845,1883,16741,2026-05-04 11:41:58.198000-07:00
2025-11-17,Astro Bot Sustain,18a0104,233.80,1076923,14086,1.308,2535,22538,2026-05-04 11:41:58.198000-07:00
2025-11-18,Astro Bot Sustain,18a0104,284.31,1076923,13120,1.218,2362,20992,2026-05-04 11:41:58.198000-07:00
2025-11-19,Astro Bot Sustain,18a0104,283.71,1076923,14012,1.301,2522,22419,2026-05-04 11:41:58.198000-07:00
2025-11-20,Astro Bot Sustain,18a0104,215.98,1076923,11963,1.111,2153,19141,2026-05-04 11:41:58.198000-07:00
2025-11-21,Astro Bot Sustain,18a0104,328.27,1076923,7780,0.722,1400,12448,2026-05-04 11:41:58.198000-07:00
2025-11-22,Astro Bot Sustain,18a0104,251.45,1238462,9995,0.807,1799,15992,2026-05-04 11:41:58.198000-07:00
2025-11-23,Astro Bot Sustain,18a0104,298.60,1238462,8878,0.717,1598,14205,2026-05-04 11:41:58.198000-07:00
2025-11-24,Astro Bot Sustain,18a0104,280.15,1076923,13006,1.208,2341,20810,2026-05-04 11:41:58.198000-07:00
2025-11-25,Astro Bot Sustain,18a0104,248.06,1076923,11138,1.034,2005,17821,2026-05-04 11:41:58.198000-07:00
2025-11-26,Astro Bot Sustain,18a0104,384.72,1076923,8098,0.752,1458,12957,2026-05-04 11:41:58.198000-07:00
2025-11-27,Astro Bot Sustain,18a0104,296.49,1076923,11344,1.053,2042,18150,2026-05-04 11:41:58.198000-07:00
2025-11-29,Astro Bot Sustain,18a0104,441.74,1238462,14992,1.211,2699,23987,2026-05-04 11:41:58.198000-07:00
2025-11-30,Astro Bot Sustain,18a0104,311.24,1238462,13792,1.114,2483,22067,2026-05-04 11:41:58.198000-07:00
2025-12-01,Astro Bot Sustain,18a0104,315.50,1076923,9658,0.897,1738,15453,2026-05-04 11:41:58.198000-07:00
2025-12-02,Astro Bot Sustain,18a0104,215.98,1076923,11257,1.045,2026,18011,2026-05-04 11:41:58.198000-07:00
2025-12-03,Astro Bot Sustain,18a0104,320.55,1076923,8333,0.774,1500,13333,2026-05-04 11:41:58.198000-07:00
2025-12-04,Astro Bot Sustain,18a0104,341.34,1076923,10304,0.957,1855,16486,2026-05-04 11:41:58.198000-07:00
2025-12-05,Astro Bot Sustain,18a0104,351.15,1076923,6272,0.582,1129,10035,2026-05-04 11:41:58.198000-07:00
2025-12-06,Astro Bot Sustain,18a0104,283.90,1238462,10076,0.814,1814,16122,2026-05-04 11:41:58.198000-07:00
2025-12-07,Astro Bot Sustain,18a0104,289.03,1238462,9788,0.790,1762,15661,2026-05-04 11:41:58.198000-07:00
2025-12-08,Astro Bot Sustain,18a0104,236.48,1076923,11903,1.105,2143,19045,2026-05-04 11:41:58.198000-07:00
2025-12-09,Astro Bot Sustain,18a0104,334.51,1076923,11393,1.058,2051,18229,2026-05-04 11:41:58.198000-07:00
2025-12-10,Astro Bot Sustain,18a0104,344.02,1076923,9558,0.888,1720,15293,2026-05-04 11:41:58.198000-07:00
2025-12-11,Astro Bot Sustain,18a0104,375.81,1076923,7836,0.728,1410,12538,2026-05-04 11:41:58.198000-07:00
2025-12-12,Astro Bot Sustain,18a0104,374.32,1076923,11290,1.048,2032,18064,2026-05-04 11:41:58.198000-07:00
2025-12-13,Astro Bot Sustain,18a0104,424.66,1238462,9128,0.737,1643,14605,2026-05-04 11:41:58.198000-07:00
2025-12-14,Astro Bot Sustain,18a0104,387.76,1238462,8531,0.689,1536,13650,2026-05-04 11:41:58.198000-07:00
2025-12-15,Astro Bot Sustain,18a0104,256.08,1076923,8095,0.752,1457,12952,2026-05-04 11:41:58.198000-07:00
2025-12-16,Astro Bot Sustain,18a0104,288.76,1076923,6272,0.582,1129,10035,2026-05-04 11:41:58.198000-07:00
2025-12-17,Astro Bot Sustain,18a0104,305.10,1076923,7555,0.702,1360,12088,2026-05-04 11:41:58.198000-07:00
2025-12-18,Astro Bot Sustain,18a0104,214.49,1076923,6317,0.587,1137,10107,2026-05-04 11:41:58.198000-07:00
2025-12-19,Astro Bot Sustain,18a0104,210.63,1076923,8160,0.758,1469,13056,2026-05-04 11:41:58.198000-07:00
2025-12-20,Astro Bot Sustain,18a0104,303.38,1238462,8208,0.663,1477,13133,2026-05-04 11:41:58.198000-07:00
2025-12-21,Astro Bot Sustain,18a0104,442.08,1238462,11072,0.894,1993,17715,2026-05-04 11:41:58.198000-07:00
2025-12-22,Astro Bot Sustain,18a0104,238.26,1076923,9754,0.906,1756,15606,2026-05-04 11:41:58.198000-07:00
2025-12-24,Astro Bot Sustain,18a0104,250.14,1076923,7382,0.686,1329,11811,2026-05-04 11:41:58.198000-07:00
2025-12-25,Astro Bot Sustain,18a0104,264.70,1076923,8441,0.784,1519,13506,2026-05-04 11:41:58.198000-07:00
2025-12-26,Astro Bot Sustain,18a0104,279.55,1076923,5066,0.470,912,8106,2026-05-04 11:41:58.198000-07:00
2025-12-27,Astro Bot Sustain,18a0104,366.92,1238462,10049,0.811,1809,16078,2026-05-04 11:41:58.198000-07:00
2025-12-28,Astro Bot Sustain,18a0104,339.93,1238462,6266,0.506,1128,10026,2026-05-04 11:41:58.198000-07:00
2025-12-29,Astro Bot Sustain,18a0104,339.56,1076923,4676,0.434,842,7482,2026-05-04 11:41:58.198000-07:00
2025-12-30,Astro Bot Sustain,18a0104,260.54,1076923,8359,0.776,1505,13374,2026-05-04 11:41:58.198000-07:00
2025-12-31,Astro Bot Sustain,18a0104,313.72,1076923,8904,0.827,1603,14246,2026-05-04 11:41:58.198000-07:00
2026-01-01,Astro Bot Sustain,18a0104,383.53,1076923,7499,0.696,1350,11998,2026-05-04 11:41:58.198000-07:00
2026-01-02,Astro Bot Sustain,18a0104,341.64,1076923,5048,0.469,909,8077,2026-05-04 11:41:58.198000-07:00
2026-01-03,Astro Bot Sustain,18a0104,303.38,1238462,8968,0.724,1614,14349,2026-05-04 11:41:58.198000-07:00
2026-01-04,Astro Bot Sustain,18a0104,344.38,1238462,5742,0.464,1034,9187,2026-05-04 11:41:58.198000-07:00
2026-01-05,Astro Bot Sustain,18a0104,340.16,1076923,6772,0.629,1219,10835,2026-05-04 11:41:58.198000-07:00
2026-01-06,Astro Bot Sustain,18a0104,227.86,1076923,6405,0.595,1153,10248,2026-05-04 11:41:58.198000-07:00
2026-01-07,Astro Bot Sustain,18a0104,314.61,1076923,5946,0.552,1070,9514,2026-05-04 11:41:58.198000-07:00
2026-01-08,Astro Bot Sustain,18a0104,276.88,1076923,4272,0.397,769,6835,2026-05-04 11:41:58.198000-07:00
2026-01-09,Astro Bot Sustain,18a0104,282.82,1076923,3956,0.367,712,6330,2026-05-04 11:41:58.198000-07:00
2026-01-10,Astro Bot Sustain,18a0104,391.52,1238462,7302,0.590,1314,11683,2026-05-04 11:41:58.198000-07:00
2026-01-12,Astro Bot Sustain,18a0104,350.26,1076923,6073,0.564,1093,9717,2026-05-04 11:41:58.198000-07:00
