REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,COST_MICROS,SPEND,IMPRESSIONS,CLICKS,KEYWORD,MATCH_TYPE,QUALITY_SCORE,AVG_POSITION,SEARCH_IMPRESSION_SHARE,LOADED_AT
2025-12-11,Astro Bot Sustain,765-432-8105,973998000,974.00,4285714,44297,playstation 5 pro,BROAD,7.9,2.90,0.771,2026-05-04 11:41:49.301000-07:00
2025-12-12,Astro Bot Sustain,765-432-8105,902953440,902.95,4285714,30528,playstation 5 pro,EXACT,9.9,1.46,0.751,2026-05-04 11:41:49.301000-07:00
2025-12-13,Astro Bot Sustain,765-432-8105,680843700,680.84,4928571,41234,playstation 5 pro,BROAD,9.0,2.30,0.738,2026-05-04 11:41:49.301000-07:00
2025-12-14,Astro Bot Sustain,765-432-8105,650095920,650.10,4928571,51730,playstation 5 pro,PHRASE,6.1,2.99,0.944,2026-05-04 11:41:49.301000-07:00
2025-12-15,Astro Bot Sustain,765-432-8105,870104880,870.10,4285714,27216,playstation 5 pro,EXACT,7.3,3.03,0.796,2026-05-04 11:41:49.301000-07:00
2025-12-16,Astro Bot Sustain,765-432-8105,763156080,763.16,4285714,26606,playstation 5 pro,BROAD,8.3,3.19,0.892,2026-05-04 11:41:49.301000-07:00
2025-12-17,Astro Bot Sustain,765-432-8105,620303040,620.30,4285714,24919,playstation 5 pro,PHRASE,9.2,2.73,0.814,2026-05-04 11:41:49.301000-07:00
2025-12-18,Astro Bot Sustain,765-432-8105,797532480,797.53,4285714,30487,playstation 5 pro,PHRASE,9.3,2.70,0.897,2026-05-04 11:41:49.301000-07:00
2025-12-19,Astro Bot Sustain,765-432-8105,946496880,946.50,4285714,40656,playstation 5 pro,EXACT,9.5,2.54,0.683,2026-05-04 11:41:49.301000-07:00
2025-12-20,Astro Bot Sustain,765-432-8105,843367680,843.37,4928571,24272,playstation 5 pro,BROAD,8.2,1.60,0.801,2026-05-04 11:41:49.301000-07:00
2025-12-21,Astro Bot Sustain,765-432-8105,772208532,772.21,4928571,44357,playstation 5 pro,BROAD,7.5,1.22,0.931,2026-05-04 11:41:49.301000-07:00
2025-12-22,Astro Bot Sustain,765-432-8105,705098160,705.10,4285714,38057,playstation 5 pro,BROAD,7.3,1.79,0.819,2026-05-04 11:41:49.301000-07:00
2025-12-23,Astro Bot Sustain,765-432-8105,914412240,914.41,4285714,39045,playstation 5 pro,EXACT,8.3,2.65,0.791,2026-05-04 11:41:49.301000-07:00
2025-12-24,Astro Bot Sustain,765-432-8105,956427840,956.43,4285714,26661,playstation 5 pro,EXACT,9.9,2.07,0.526,2026-05-04 11:41:49.301000-07:00
2025-12-25,Astro Bot Sustain,765-432-8105,973234080,973.23,4285714,33593,playstation 5 pro,BROAD,8.0,2.39,0.819,2026-05-04 11:41:49.301000-07:00
2025-12-26,Astro Bot Sustain,765-432-8105,634817520,634.82,4285714,29280,playstation 5 pro,EXACT,6.5,3.15,0.871,2026-05-04 11:41:49.301000-07:00
2025-12-27,Astro Bot Sustain,765-432-8105,1066508712,1066.51,4928571,23941,playstation 5 pro,PHRASE,6.4,1.86,0.896,2026-05-04 11:41:49.301000-07:00
2025-12-28,Astro Bot Sustain,765-432-8105,797685264,797.69,4928571,30297,playstation 5 pro,EXACT,6.2,2.67,0.512,2026-05-04 11:41:49.301000-07:00
2025-12-29,Astro Bot Sustain,765-432-8105,867049200,867.05,4285714,33079,playstation 5 pro,PHRASE,8.6,3.11,0.837,2026-05-04 11:41:49.301000-07:00
2025-12-30,Astro Bot Sustain,765-432-8105,867813120,867.81,4285714,20818,playstation 5 pro,PHRASE,7.6,2.37,0.939,2026-05-04 11:41:49.301000-07:00
2025-12-31,Astro Bot Sustain,765-432-8105,543147120,543.15,4285714,30531,playstation 5 pro,EXACT,8.7,2.65,0.819,2026-05-04 11:41:49.301000-07:00
2026-01-01,Astro Bot Sustain,765-432-8105,863993520,863.99,4285714,34450,playstation 5 pro,PHRASE,6.9,2.74,0.856,2026-05-04 11:41:49.301000-07:00
2026-01-02,Astro Bot Sustain,765-432-8105,700514640,700.51,4285714,17712,playstation 5 pro,EXACT,7.4,2.35,0.685,2026-05-04 11:41:49.301000-07:00
2026-01-03,Astro Bot Sustain,765-432-8105,997985088,997.99,4928571,25668,playstation 5 pro,EXACT,9.0,1.32,0.659,2026-05-04 11:41:49.301000-07:00
2026-01-04,Astro Bot Sustain,765-432-8105,679965192,679.97,4928571,25495,playstation 5 pro,PHRASE,6.9,2.49,0.813,2026-05-04 11:41:49.301000-07:00
2026-01-05,Astro Bot Sustain,765-432-8105,930454560,930.45,4285714,30857,playstation 5 pro,BROAD,8.5,2.61,0.914,2026-05-04 11:41:49.301000-07:00
2026-01-06,Astro Bot Sustain,765-432-8105,691347600,691.35,4285714,19217,playstation 5 pro,BROAD,8.4,2.21,0.737,2026-05-04 11:41:49.301000-07:00
2026-01-07,Astro Bot Sustain,765-432-8105,993096000,993.10,4285714,21477,playstation 5 pro,EXACT,9.6,3.18,0.673,2026-05-04 11:41:49.301000-07:00
2026-01-08,Astro Bot Sustain,765-432-8105,540855360,540.86,4285714,29119,playstation 5 pro,PHRASE,9.4,2.46,0.649,2026-05-04 11:41:49.301000-07:00
2026-01-09,Astro Bot Sustain,765-432-8105,642456720,642.46,4285714,18432,playstation 5 pro,EXACT,6.6,2.82,0.733,2026-05-04 11:41:49.301000-07:00
2026-01-10,Astro Bot Sustain,765-432-8105,969872832,969.87,4928571,26673,playstation 5 pro,EXACT,8.3,2.87,0.831,2026-05-04 11:41:49.301000-07:00
2026-01-12,Astro Bot Sustain,765-432-8105,805935600,805.94,4285714,25077,playstation 5 pro,EXACT,6.6,3.19,0.829,2026-05-04 11:41:49.301000-07:00
2026-01-13,Astro Bot Sustain,765-432-8105,935038080,935.04,4285714,23712,playstation 5 pro,EXACT,6.9,1.71,0.676,2026-05-04 11:41:49.301000-07:00
2026-01-14,Astro Bot Sustain,765-432-8105,789129360,789.13,4285714,15912,playstation 5 pro,EXACT,9.0,1.32,0.536,2026-05-04 11:41:49.301000-07:00
2026-01-15,Astro Bot Sustain,765-432-8105,825797520,825.80,4285714,18171,playstation 5 pro,EXACT,7.4,2.24,0.876,2026-05-04 11:41:49.301000-07:00
2026-01-16,Astro Bot Sustain,765-432-8105,940385520,940.39,4285714,16800,playstation 5 pro,EXACT,9.9,1.64,0.566,2026-05-04 11:41:49.301000-07:00
2026-01-17,Astro Bot Sustain,765-432-8105,1005013152,1005.01,4928571,19115,playstation 5 pro,BROAD,8.8,2.45,0.894,2026-05-04 11:41:49.301000-07:00
2026-01-18,Astro Bot Sustain,765-432-8105,736189704,736.19,4928571,14825,playstation 5 pro,BROAD,9.6,2.25,0.915,2026-05-04 11:41:49.301000-07:00
2026-01-19,Astro Bot Sustain,765-432-8105,873160560,873.16,4285714,16087,playstation 5 pro,PHRASE,6.3,2.69,0.484,2026-05-04 11:41:49.301000-07:00
2026-01-20,Astro Bot Sustain,765-432-8105,540855360,540.86,4285714,18206,playstation 5 pro,BROAD,6.5,2.96,0.804,2026-05-04 11:41:49.301000-07:00
2026-01-21,Astro Bot Sustain,765-432-8105,705862080,705.86,4285714,17650,playstation 5 pro,PHRASE,8.5,2.68,0.599,2026-05-04 11:41:49.301000-07:00
2026-01-22,Astro Bot Sustain,765-432-8105,605024640,605.02,4285714,12450,playstation 5 pro,EXACT,8.5,3.05,0.681,2026-05-04 11:41:49.301000-07:00
2026-01-24,Astro Bot Sustain,765-432-8105,891685620,891.69,4928571,13972,playstation 5 pro,PHRASE,8.5,2.92,0.931,2026-05-04 11:41:49.301000-07:00
2026-01-25,Astro Bot Sustain,765-432-8105,1138546368,1138.55,4928571,24150,playstation 5 pro,EXACT,6.8,2.53,0.627,2026-05-04 11:41:49.301000-07:00
2026-01-26,Astro Bot Sustain,765-432-8105,946496880,946.50,4285714,22500,playstation 5 pro,EXACT,6.1,1.75,0.847,2026-05-04 11:41:49.301000-07:00
2026-01-27,Astro Bot Sustain,765-432-8105,597385440,597.39,4285714,16350,playstation 5 pro,EXACT,9.3,1.87,0.877,2026-05-04 11:41:49.301000-07:00
2026-01-28,Astro Bot Sustain,765-432-8105,928926720,928.93,4285714,14550,playstation 5 pro,EXACT,8.9,1.93,0.713,2026-05-04 11:41:49.301000-07:00
2026-01-29,Astro Bot Sustain,765-432-8105,634053600,634.05,4285714,20100,playstation 5 pro,EXACT,6.9,1.94,0.495,2026-05-04 11:41:49.301000-07:00
2026-01-31,Astro Bot Sustain,765-432-8105,716862528,716.86,4928571,24322,playstation 5 pro,PHRASE,8.7,1.74,0.807,2026-05-04 11:41:49.301000-07:00
2026-02-01,Astro Bot Sustain,765-432-8105,629890236,629.89,4928571,26220,playstation 5 pro,EXACT,6.2,1.48,0.950,2026-05-04 11:41:49.301000-07:00
2026-02-02,Astro Bot Sustain,765-432-8105,808227360,808.23,4285714,13650,playstation 5 pro,EXACT,7.0,2.89,0.777,2026-05-04 11:41:49.301000-07:00
2026-02-03,Astro Bot Sustain,765-432-8105,715793040,715.79,4285714,13800,playstation 5 pro,EXACT,8.9,1.39,0.557,2026-05-04 11:41:49.301000-07:00
2026-02-04,Astro Bot Sustain,765-432-8105,973998000,974.00,4285714,12900,playstation 5 pro,EXACT,6.5,1.58,0.639,2026-05-04 11:41:49.301000-07:00
2026-02-05,Astro Bot Sustain,765-432-8105,834964560,834.96,4285714,14550,playstation 5 pro,EXACT,9.9,2.25,0.943,2026-05-04 11:41:49.301000-07:00
2026-02-06,Astro Bot Sustain,765-432-8105,982401120,982.40,4285714,20400,playstation 5 pro,EXACT,6.6,3.20,0.758,2026-05-04 11:41:49.301000-07:00
2026-02-07,Astro Bot Sustain,765-432-8105,853909776,853.91,4928571,19665,playstation 5 pro,EXACT,6.2,2.66,0.501,2026-05-04 11:41:49.301000-07:00
2026-02-08,Astro Bot Sustain,765-432-8105,1081443348,1081.44,4928571,22770,playstation 5 pro,EXACT,10.0,1.76,0.543,2026-05-04 11:41:49.301000-07:00
2026-02-09,Astro Bot Sustain,765-432-8105,604260720,604.26,4285714,21750,playstation 5 pro,EXACT,7.4,1.49,0.832,2026-05-04 11:41:49.301000-07:00
2026-02-10,Astro Bot Sustain,765-432-8105,617247360,617.25,4285714,16650,playstation 5 pro,EXACT,8.8,2.26,0.514,2026-05-04 11:41:49.301000-07:00
2026-02-11,Astro Bot Sustain,765-432-8105,948788640,948.79,4285714,19050,playstation 5 pro,EXACT,8.0,2.62,0.760,2026-05-04 11:41:49.301000-07:00
2026-02-12,Astro Bot Sustain,765-432-8105,733363200,733.36,4285714,19500,playstation 5 pro,EXACT,9.6,3.05,0.599,2026-05-04 11:41:49.301000-07:00
2026-02-13,Astro Bot Sustain,765-432-8105,706626000,706.63,4285714,13950,playstation 5 pro,EXACT,7.8,1.52,0.551,2026-05-04 11:41:49.301000-07:00
2026-02-14,Astro Bot Sustain,765-432-8105,1138546368,1138.55,4928571,25012,playstation 5 pro,PHRASE,9.7,2.60,0.644,2026-05-04 11:41:49.301000-07:00
2026-02-15,Astro Bot Sustain,765-432-8105,676451160,676.45,4928571,22425,playstation 5 pro,EXACT,8.1,1.26,0.672,2026-05-04 11:41:49.301000-07:00
2026-02-16,Astro Bot Sustain,765-432-8105,990804240,990.80,4285714,13800,playstation 5 pro,EXACT,6.8,2.64,0.785,2026-05-04 11:41:49.301000-07:00
2026-02-17,Astro Bot Sustain,765-432-8105,584398800,584.40,4285714,16050,playstation 5 pro,EXACT,6.8,1.95,0.916,2026-05-04 11:41:49.301000-07:00
2026-02-18,Astro Bot Sustain,765-432-8105,710445600,710.45,4285714,17700,playstation 5 pro,EXACT,6.1,1.96,0.531,2026-05-04 11:41:49.301000-07:00
2026-02-19,Astro Bot Sustain,765-432-8105,853298640,853.30,4285714,17700,playstation 5 pro,EXACT,9.6,2.92,0.731,2026-05-04 11:41:49.301000-07:00
2026-02-20,Astro Bot Sustain,765-432-8105,664610400,664.61,4285714,20850,playstation 5 pro,EXACT,7.1,1.74,0.585,2026-05-04 11:41:49.301000-07:00
2026-02-21,Astro Bot Sustain,765-432-8105,752881356,752.88,4928571,27427,playstation 5 pro,PHRASE,9.1,2.18,0.496,2026-05-04 11:41:49.301000-07:00
2026-02-22,Astro Bot Sustain,765-432-8105,676451160,676.45,4928571,14835,playstation 5 pro,EXACT,6.4,1.45,0.814,2026-05-04 11:41:49.301000-07:00
2026-02-23,Astro Bot Sustain,765-432-8105,820450080,820.45,4285714,16800,playstation 5 pro,EXACT,9.2,2.34,0.456,2026-05-04 11:41:49.301000-07:00
2026-02-24,Astro Bot Sustain,765-432-8105,543911040,543.91,4285714,15300,playstation 5 pro,EXACT,6.0,1.64,0.874,2026-05-04 11:41:49.301000-07:00
2026-02-25,Astro Bot Sustain,765-432-8105,829617120,829.62,4285714,12750,playstation 5 pro,EXACT,9.1,1.39,0.474,2026-05-04 11:41:49.301000-07:00
2026-02-26,Astro Bot Sustain,765-432-8105,927398880,927.40,4285714,21450,playstation 5 pro,EXACT,8.0,1.62,0.549,2026-05-04 11:41:49.301000-07:00
2026-02-27,Astro Bot Sustain,765-432-8105,554605920,554.61,4285714,12150,playstation 5 pro,EXACT,6.7,2.26,0.467,2026-05-04 11:41:49.301000-07:00
2026-02-28,Astro Bot Sustain,765-432-8105,615834108,615.83,4928571,23805,playstation 5 pro,EXACT,6.7,1.38,0.685,2026-05-04 11:41:49.301000-07:00
2025-11-01,Astro Bot Sustain,765-432-8105,933854004,933.85,4928571,69000,playstation 5 pro,EXACT,6.0,1.36,0.594,2026-05-04 11:41:49.301000-07:00
2025-11-02,Astro Bot Sustain,765-432-8105,631647252,631.65,4928571,55736,playstation 5 pro,BROAD,7.8,1.75,0.866,2026-05-04 11:41:49.301000-07:00
2025-11-03,Astro Bot Sustain,765-432-8105,963303120,963.30,4285714,36267,playstation 5 pro,EXACT,9.2,2.51,0.482,2026-05-04 11:41:49.301000-07:00
2025-11-04,Astro Bot Sustain,765-432-8105,665374320,665.37,4285714,39737,playstation 5 pro,BROAD,6.2,2.94,0.597,2026-05-04 11:41:49.301000-07:00
2025-11-05,Astro Bot Sustain,765-432-8105,592038000,592.04,4285714,65962,playstation 5 pro,PHRASE,7.0,2.97,0.926,2026-05-04 11:41:49.301000-07:00
2025-11-06,Astro Bot Sustain,765-432-8105,845659440,845.66,4285714,42789,playstation 5 pro,EXACT,6.2,2.41,0.834,2026-05-04 11:41:49.301000-07:00
2025-11-07,Astro Bot Sustain,765-432-8105,666138240,666.14,4285714,63648,playstation 5 pro,EXACT,9.0,2.88,0.563,2026-05-04 11:41:49.301000-07:00
2025-11-08,Astro Bot Sustain,765-432-8105,900470700,900.47,4928571,54435,playstation 5 pro,EXACT,8.2,3.11,0.512,2026-05-04 11:41:49.301000-07:00
2025-11-09,Astro Bot Sustain,765-432-8105,968115816,968.12,4928571,44747,playstation 5 pro,BROAD,10.0,1.61,0.719,2026-05-04 11:41:49.301000-07:00
2025-11-10,Astro Bot Sustain,765-432-8105,541619280,541.62,4285714,52896,playstation 5 pro,EXACT,7.0,3.05,0.829,2026-05-04 11:41:49.301000-07:00
2025-11-11,Astro Bot Sustain,765-432-8105,566064720,566.06,4285714,46526,playstation 5 pro,BROAD,7.8,3.07,0.643,2026-05-04 11:41:49.301000-07:00
2025-11-12,Astro Bot Sustain,765-432-8105,986220720,986.22,4285714,56283,playstation 5 pro,EXACT,6.7,1.44,0.675,2026-05-04 11:41:49.301000-07:00
2025-11-13,Astro Bot Sustain,765-432-8105,537799680,537.80,4285714,38355,playstation 5 pro,EXACT,8.3,1.95,0.691,2026-05-04 11:41:49.301000-07:00
2025-11-14,Astro Bot Sustain,765-432-8105,590510160,590.51,4285714,42624,playstation 5 pro,EXACT,9.1,1.81,0.862,2026-05-04 11:41:49.301000-07:00
2025-11-15,Astro Bot Sustain,765-432-8105,862694856,862.69,4928571,65211,playstation 5 pro,EXACT,7.6,1.67,0.788,2026-05-04 11:41:49.301000-07:00
2025-11-16,Astro Bot Sustain,765-432-8105,1002377628,1002.38,4928571,55515,playstation 5 pro,EXACT,9.2,3.03,0.524,2026-05-04 11:41:49.301000-07:00
2025-11-17,Astro Bot Sustain,765-432-8105,879271920,879.27,4285714,53067,playstation 5 pro,EXACT,9.7,1.36,0.484,2026-05-04 11:41:49.301000-07:00
2025-11-18,Astro Bot Sustain,765-432-8105,983165040,983.17,4285714,31474,playstation 5 pro,PHRASE,10.0,3.10,0.611,2026-05-04 11:41:49.301000-07:00
2025-11-19,Astro Bot Sustain,765-432-8105,709681680,709.68,4285714,52094,playstation 5 pro,BROAD,6.1,1.38,0.719,2026-05-04 11:41:49.301000-07:00
2025-11-20,Astro Bot Sustain,765-432-8105,656207280,656.21,4285714,33799,playstation 5 pro,PHRASE,7.5,1.23,0.926,2026-05-04 11:41:49.301000-07:00
2025-11-21,Astro Bot Sustain,765-432-8105,831908880,831.91,4285714,55800,playstation 5 pro,EXACT,8.0,1.64,0.649,2026-05-04 11:41:49.301000-07:00
2025-11-22,Astro Bot Sustain,765-432-8105,930339972,930.34,4928571,39776,playstation 5 pro,BROAD,9.8,1.92,0.498,2026-05-04 11:41:49.301000-07:00
2025-11-23,Astro Bot Sustain,765-432-8105,760787928,760.79,4928571,32895,playstation 5 pro,EXACT,9.9,2.12,0.557,2026-05-04 11:41:49.301000-07:00
2025-11-24,Astro Bot Sustain,765-432-8105,930454560,930.45,4285714,33922,playstation 5 pro,PHRASE,8.1,2.53,0.799,2026-05-04 11:41:49.301000-07:00
2025-11-25,Astro Bot Sustain,765-432-8105,710445600,710.45,4285714,45710,playstation 5 pro,BROAD,9.1,1.84,0.946,2026-05-04 11:41:49.301000-07:00
2025-11-26,Astro Bot Sustain,765-432-8105,754752960,754.75,4285714,54857,playstation 5 pro,BROAD,9.1,1.70,0.590,2026-05-04 11:41:49.301000-07:00
2025-11-27,Astro Bot Sustain,765-432-8105,621066960,621.07,4285714,35640,playstation 5 pro,EXACT,8.3,1.84,0.452,2026-05-04 11:41:49.301000-07:00
2025-11-28,Astro Bot Sustain,765-432-8105,559189440,559.19,4285714,31584,playstation 5 pro,EXACT,7.3,1.34,0.517,2026-05-04 11:41:49.301000-07:00
2025-11-29,Astro Bot Sustain,765-432-8105,780115104,780.12,4928571,31744,playstation 5 pro,PHRASE,6.6,2.97,0.511,2026-05-04 11:41:49.301000-07:00
2025-11-30,Astro Bot Sustain,765-432-8105,658002492,658.00,4928571,40880,playstation 5 pro,BROAD,9.5,1.36,0.811,2026-05-04 11:41:49.301000-07:00
2025-12-01,Astro Bot Sustain,765-432-8105,656207280,656.21,4285714,50160,playstation 5 pro,EXACT,10.0,1.51,0.624,2026-05-04 11:41:49.301000-07:00
2025-12-02,Astro Bot Sustain,765-432-8105,648568080,648.57,4285714,50599,playstation 5 pro,PHRASE,7.6,1.48,0.662,2026-05-04 11:41:49.301000-07:00
2025-12-04,Astro Bot Sustain,765-432-8105,572176080,572.18,4285714,40059,playstation 5 pro,EXACT,9.2,2.73,0.719,2026-05-04 11:41:49.301000-07:00
2025-12-06,Astro Bot Sustain,765-432-8105,693142812,693.14,4928571,38325,playstation 5 pro,EXACT,6.0,3.14,0.729,2026-05-04 11:41:49.301000-07:00
2025-12-07,Astro Bot Sustain,765-432-8105,826676028,826.68,4928571,29126,playstation 5 pro,BROAD,6.9,1.92,0.507,2026-05-04 11:41:49.301000-07:00
2025-12-08,Astro Bot Sustain,765-432-8105,560717280,560.72,4285714,45861,playstation 5 pro,EXACT,9.8,2.84,0.817,2026-05-04 11:41:49.301000-07:00
2025-12-09,Astro Bot Sustain,765-432-8105,723432240,723.43,4285714,38777,playstation 5 pro,BROAD,6.5,2.96,0.844,2026-05-04 11:41:49.301000-07:00
2025-12-10,Astro Bot Sustain,765-432-8105,863229600,863.23,4285714,36562,playstation 5 pro,PHRASE,7.7,2.63,0.740,2026-05-04 11:41:49.301000-07:00
2025-12-11,Astro Bot Sustain,765-432-8105,972470160,972.47,4285714,28560,playstation 5 pro,EXACT,8.6,2.64,0.789,2026-05-04 11:41:49.301000-07:00
2025-12-12,Astro Bot Sustain,765-432-8105,983165040,983.17,4285714,43488,playstation 5 pro,EXACT,6.3,2.95,0.693,2026-05-04 11:41:49.301000-07:00
2025-12-13,Astro Bot Sustain,765-432-8105,828433044,828.43,4928571,31089,playstation 5 pro,EXACT,7.9,2.35,0.803,2026-05-04 11:41:49.301000-07:00
2025-12-14,Astro Bot Sustain,765-432-8105,795928248,795.93,4928571,39768,playstation 5 pro,EXACT,6.5,2.23,0.907,2026-05-04 11:41:49.301000-07:00
2025-12-15,Astro Bot Sustain,765-432-8105,729543600,729.54,4285714,38602,playstation 5 pro,PHRASE,9.5,3.18,0.614,2026-05-04 11:41:49.301000-07:00
2025-12-16,Astro Bot Sustain,765-432-8105,668430000,668.43,4285714,25783,playstation 5 pro,PHRASE,7.3,3.15,0.596,2026-05-04 11:41:49.301000-07:00
2025-12-17,Astro Bot Sustain,765-432-8105,952608240,952.61,4285714,27627,playstation 5 pro,EXACT,9.9,2.72,0.854,2026-05-04 11:41:49.301000-07:00
2025-12-18,Astro Bot Sustain,765-432-8105,540855360,540.86,4285714,37173,playstation 5 pro,EXACT,7.0,2.75,0.868,2026-05-04 11:41:49.301000-07:00
2025-12-19,Astro Bot Sustain,765-432-8105,611899920,611.90,4285714,25344,playstation 5 pro,EXACT,8.7,2.65,0.934,2026-05-04 11:41:49.301000-07:00
2025-12-20,Astro Bot Sustain,765-432-8105,990078516,990.08,4928571,38656,playstation 5 pro,PHRASE,8.2,1.42,0.797,2026-05-04 11:41:49.301000-07:00
2025-12-21,Astro Bot Sustain,765-432-8105,792414216,792.41,4928571,46131,playstation 5 pro,EXACT,7.8,1.56,0.799,2026-05-04 11:41:49.301000-07:00
2025-12-22,Astro Bot Sustain,765-432-8105,692875440,692.88,4285714,39579,playstation 5 pro,EXACT,8.4,3.03,0.455,2026-05-04 11:41:49.301000-07:00
2025-12-23,Astro Bot Sustain,765-432-8105,572940000,572.94,4285714,23527,playstation 5 pro,PHRASE,8.2,3.04,0.591,2026-05-04 11:41:49.301000-07:00
2025-12-24,Astro Bot Sustain,765-432-8105,705862080,705.86,4285714,38016,playstation 5 pro,EXACT,7.6,2.56,0.814,2026-05-04 11:41:49.301000-07:00
2025-12-25,Astro Bot Sustain,765-432-8105,831908880,831.91,4285714,34567,playstation 5 pro,PHRASE,8.4,2.70,0.907,2026-05-04 11:41:49.301000-07:00
2025-12-26,Astro Bot Sustain,765-432-8105,715793040,715.79,4285714,33600,playstation 5 pro,EXACT,9.9,2.08,0.595,2026-05-04 11:41:49.301000-07:00
2025-12-27,Astro Bot Sustain,765-432-8105,1039274964,1039.27,4928571,23941,playstation 5 pro,PHRASE,8.2,1.97,0.482,2026-05-04 11:41:49.301000-07:00
2025-12-28,Astro Bot Sustain,765-432-8105,744096276,744.10,4928571,41290,playstation 5 pro,PHRASE,7.0,1.43,0.768,2026-05-04 11:41:49.301000-07:00
2025-12-29,Astro Bot Sustain,765-432-8105,688291920,688.29,4285714,22053,playstation 5 pro,EXACT,7.5,2.65,0.584,2026-05-04 11:41:49.301000-07:00
2025-12-30,Astro Bot Sustain,765-432-8105,687528000,687.53,4285714,20592,playstation 5 pro,EXACT,7.3,2.84,0.785,2026-05-04 11:41:49.301000-07:00
2025-12-31,Astro Bot Sustain,765-432-8105,608844240,608.84,4285714,21617,playstation 5 pro,BROAD,6.3,3.06,0.794,2026-05-04 11:41:49.301000-07:00
2026-01-01,Astro Bot Sustain,765-432-8105,831908880,831.91,4285714,29623,playstation 5 pro,PHRASE,8.0,1.50,0.823,2026-05-04 11:41:49.301000-07:00
2026-01-02,Astro Bot Sustain,765-432-8105,855590400,855.59,4285714,29160,playstation 5 pro,EXACT,10.0,2.69,0.792,2026-05-04 11:41:49.301000-07:00
2026-01-03,Astro Bot Sustain,765-432-8105,963723276,963.72,4928571,33735,playstation 5 pro,EXACT,6.6,1.78,0.908,2026-05-04 11:41:49.301000-07:00
2026-01-04,Astro Bot Sustain,765-432-8105,1056845124,1056.85,4928571,24773,playstation 5 pro,BROAD,7.9,1.22,0.601,2026-05-04 11:41:49.301000-07:00
2026-01-05,Astro Bot Sustain,765-432-8105,940385520,940.39,4285714,21189,playstation 5 pro,EXACT,8.4,2.88,0.496,2026-05-04 11:41:49.301000-07:00
2026-01-06,Astro Bot Sustain,765-432-8105,593565840,593.57,4285714,30545,playstation 5 pro,BROAD,7.6,2.46,0.773,2026-05-04 11:41:49.301000-07:00
2026-01-07,Astro Bot Sustain,765-432-8105,593565840,593.57,4285714,20880,playstation 5 pro,EXACT,6.7,1.58,0.473,2026-05-04 11:41:49.301000-07:00
2026-01-08,Astro Bot Sustain,765-432-8105,679888800,679.89,4285714,30682,playstation 5 pro,PHRASE,9.0,2.29,0.894,2026-05-04 11:41:49.301000-07:00
2026-01-09,Astro Bot Sustain,765-432-8105,796004640,796.00,4285714,17856,playstation 5 pro,EXACT,6.5,2.64,0.558,2026-05-04 11:41:49.301000-07:00
2026-01-10,Astro Bot Sustain,765-432-8105,922433400,922.43,4928571,26240,playstation 5 pro,BROAD,6.3,2.33,0.803,2026-05-04 11:41:49.301000-07:00
2026-01-12,Astro Bot Sustain,765-432-8105,763920000,763.92,4285714,28711,playstation 5 pro,PHRASE,8.0,3.10,0.808,2026-05-04 11:41:49.301000-07:00
2026-01-13,Astro Bot Sustain,765-432-8105,894550320,894.55,4285714,17294,playstation 5 pro,BROAD,9.0,1.25,0.717,2026-05-04 11:41:49.301000-07:00
2026-01-14,Astro Bot Sustain,765-432-8105,947260800,947.26,4285714,25179,playstation 5 pro,EXACT,7.9,1.63,0.866,2026-05-04 11:41:49.301000-07:00
2026-01-15,Astro Bot Sustain,765-432-8105,983928960,983.93,4285714,13886,playstation 5 pro,BROAD,8.6,2.50,0.517,2026-05-04 11:41:49.301000-07:00
2026-01-16,Astro Bot Sustain,765-432-8105,649332000,649.33,4285714,25872,playstation 5 pro,EXACT,6.7,2.25,0.768,2026-05-04 11:41:49.301000-07:00
2026-01-17,Astro Bot Sustain,765-432-8105,914526828,914.53,4928571,15519,playstation 5 pro,EXACT,10.0,1.69,0.639,2026-05-04 11:41:49.301000-07:00
2026-01-18,Astro Bot Sustain,765-432-8105,769573008,769.57,4928571,27241,playstation 5 pro,PHRASE,8.7,2.70,0.826,2026-05-04 11:41:49.301000-07:00
2026-01-19,Astro Bot Sustain,765-432-8105,660026880,660.03,4285714,20503,playstation 5 pro,PHRASE,7.7,2.64,0.950,2026-05-04 11:41:49.301000-07:00
2026-01-20,Astro Bot Sustain,765-432-8105,851770800,851.77,4285714,16509,playstation 5 pro,EXACT,9.5,2.50,0.764,2026-05-04 11:41:49.301000-07:00
2026-01-21,Astro Bot Sustain,765-432-8105,571412160,571.41,4285714,16594,playstation 5 pro,PHRASE,7.8,2.73,0.939,2026-05-04 11:41:49.301000-07:00
2026-01-22,Astro Bot Sustain,765-432-8105,807463440,807.46,4285714,13050,playstation 5 pro,EXACT,6.1,2.79,0.611,2026-05-04 11:41:49.301000-07:00
2026-01-24,Astro Bot Sustain,765-432-8105,624619188,624.62,4928571,26047,playstation 5 pro,PHRASE,9.6,2.77,0.820,2026-05-04 11:41:49.301000-07:00
2026-01-25,Astro Bot Sustain,765-432-8105,924190416,924.19,4928571,18285,playstation 5 pro,EXACT,9.2,1.80,0.814,2026-05-04 11:41:49.301000-07:00
2026-01-26,Astro Bot Sustain,765-432-8105,933510240,933.51,4285714,22350,playstation 5 pro,EXACT,9.1,1.65,0.592,2026-05-04 11:41:49.301000-07:00
