POST_ID,POST_DATE,CHANNEL_ID,CAMPAIGN_ID,TITLE_ID,POST_TYPE,POST_CAPTION_TEMPLATE,HASHTAGS,THUMBNAIL_URL,POST_TIMESTAMP
1068,2025-12-25,12,105,1,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/787fdcc59088.jpg,2025-12-25 10:00:00-08:00
1069,2025-12-25,12,107,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/787fdcc59088.jpg,2025-12-25 10:00:00-08:00
1070,2025-12-25,12,104,2,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/75cb45252073.jpg,2025-12-25 14:00:00-08:00
1071,2025-12-25,12,102,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/787fdcc59088.jpg,2025-12-25 10:00:00-08:00
1072,2025-12-25,18,103,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9a9bd1ef5564.jpg,2025-12-25 13:00:00-08:00
1073,2025-12-25,18,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/28d7fea1e242.jpg,2025-12-25 16:00:00-08:00
1074,2025-12-25,18,103,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/77b174b08af5.jpg,2025-12-25 11:00:00-08:00
1075,2025-12-25,18,102,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/75cb45252073.jpg,2025-12-25 14:00:00-08:00
1076,2025-12-25,18,108,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/0b983cecb331.jpg,2025-12-25 13:00:00-08:00
1077,2025-12-25,18,105,1,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/04c750acba2a.jpg,2025-12-25 12:00:00-08:00
1078,2025-12-25,18,104,2,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/2ef3789a1834.jpg,2025-12-25 11:00:00-08:00
1079,2025-12-25,18,108,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9a9bd1ef5564.jpg,2025-12-25 13:00:00-08:00
1080,2025-12-25,19,102,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9a9bd1ef5564.jpg,2025-12-25 13:00:00-08:00
1081,2025-12-25,19,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/28d7fea1e242.jpg,2025-12-25 16:00:00-08:00
1082,2025-12-25,19,109,8,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/9a9bd1ef5564.jpg,2025-12-25 13:00:00-08:00
1083,2025-12-25,19,105,1,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/787fdcc59088.jpg,2025-12-25 10:00:00-08:00
1084,2025-12-25,19,109,8,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/28d7fea1e242.jpg,2025-12-25 16:00:00-08:00
1085,2025-12-25,19,107,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/ccee4fd963ad.jpg,2025-12-25 20:00:00-08:00
1086,2025-12-25,20,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/28d7fea1e242.jpg,2025-12-25 16:00:00-08:00
1087,2025-12-25,20,108,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/04c750acba2a.jpg,2025-12-25 12:00:00-08:00
1088,2025-12-25,20,105,1,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/75cb45252073.jpg,2025-12-25 14:00:00-08:00
1089,2025-12-25,20,108,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/787fdcc59088.jpg,2025-12-25 10:00:00-08:00
1090,2025-12-25,20,107,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/28d7fea1e242.jpg,2025-12-25 16:00:00-08:00
1091,2025-12-25,20,104,2,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/2ef3789a1834.jpg,2025-12-25 11:00:00-08:00
1092,2025-12-25,20,107,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/77b174b08af5.jpg,2025-12-25 11:00:00-08:00
1093,2025-12-25,20,113,19,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/77b174b08af5.jpg,2025-12-25 11:00:00-08:00
1094,2025-12-26,12,105,1,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/9ec11c76bf50.jpg,2025-12-26 20:00:00-08:00
1095,2025-12-26,12,107,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/ac61abcbc839.jpg,2025-12-26 12:00:00-08:00
1096,2025-12-26,12,109,8,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/6c2fe28cedf4.jpg,2025-12-26 19:00:00-08:00
1097,2025-12-26,12,113,19,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/ac61abcbc839.jpg,2025-12-26 12:00:00-08:00
1098,2025-12-26,12,102,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/35f560a1a3e9.jpg,2025-12-26 16:00:00-08:00
1099,2025-12-26,18,109,8,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/0d37c342d7cd.jpg,2025-12-26 16:00:00-08:00
1100,2025-12-26,18,113,19,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/6c2fe28cedf4.jpg,2025-12-26 19:00:00-08:00
1101,2025-12-26,18,107,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/0b0b42d2e4b5.jpg,2025-12-26 11:00:00-08:00
1102,2025-12-26,18,109,8,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/686e35fa6b2e.jpg,2025-12-26 20:00:00-08:00
1103,2025-12-26,18,109,8,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/9ec11c76bf50.jpg,2025-12-26 20:00:00-08:00
1104,2025-12-26,19,105,1,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/686e35fa6b2e.jpg,2025-12-26 20:00:00-08:00
1105,2025-12-26,19,109,8,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/90fe7170bdc5.jpg,2025-12-26 17:00:00-08:00
1106,2025-12-26,19,103,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/90fe7170bdc5.jpg,2025-12-26 17:00:00-08:00
1107,2025-12-26,19,102,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/0d37c342d7cd.jpg,2025-12-26 16:00:00-08:00
1108,2025-12-26,19,102,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/ac61abcbc839.jpg,2025-12-26 12:00:00-08:00
1109,2025-12-26,19,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/90fe7170bdc5.jpg,2025-12-26 17:00:00-08:00
1110,2025-12-26,19,103,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/72caaa609f1b.jpg,2025-12-26 19:00:00-08:00
1111,2025-12-26,19,103,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/0b0b42d2e4b5.jpg,2025-12-26 11:00:00-08:00
1112,2025-12-26,19,107,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/ac61abcbc839.jpg,2025-12-26 12:00:00-08:00
1113,2025-12-26,19,109,8,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/0d37c342d7cd.jpg,2025-12-26 16:00:00-08:00
1114,2025-12-26,20,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/90fe7170bdc5.jpg,2025-12-26 17:00:00-08:00
1115,2025-12-26,20,113,19,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/0d37c342d7cd.jpg,2025-12-26 16:00:00-08:00
1116,2025-12-26,20,104,2,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/35f560a1a3e9.jpg,2025-12-26 16:00:00-08:00
1117,2025-12-26,20,103,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/35f560a1a3e9.jpg,2025-12-26 16:00:00-08:00
1118,2025-12-27,12,104,2,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/470b7723f41e.jpg,2025-12-27 10:00:00-08:00
1119,2025-12-27,12,107,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/2d64486a6f2c.jpg,2025-12-27 18:00:00-08:00
1120,2025-12-27,12,108,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/821282527b4e.jpg,2025-12-27 14:00:00-08:00
1121,2025-12-27,12,107,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/821282527b4e.jpg,2025-12-27 14:00:00-08:00
1122,2025-12-27,12,113,19,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/4bb6bab4d357.jpg,2025-12-27 10:00:00-08:00
1123,2025-12-27,12,109,8,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/821282527b4e.jpg,2025-12-27 14:00:00-08:00
1124,2025-12-27,12,104,2,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/821282527b4e.jpg,2025-12-27 14:00:00-08:00
1125,2025-12-27,12,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/821282527b4e.jpg,2025-12-27 14:00:00-08:00
1126,2025-12-27,12,105,1,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/e9e5a4d5066d.jpg,2025-12-27 17:00:00-08:00
1127,2025-12-27,18,103,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/37f6ea0c4eb4.jpg,2025-12-27 14:00:00-08:00
1128,2025-12-27,18,113,19,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/470b7723f41e.jpg,2025-12-27 10:00:00-08:00
1129,2025-12-27,18,105,1,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/d8790cab1f6b.jpg,2025-12-27 13:00:00-08:00
1130,2025-12-27,18,104,2,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/3eca52e8b77b.jpg,2025-12-27 20:00:00-08:00
1131,2025-12-27,18,104,2,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/889d1aa1a363.jpg,2025-12-27 13:00:00-08:00
1132,2025-12-27,18,113,19,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/2d64486a6f2c.jpg,2025-12-27 18:00:00-08:00
1133,2025-12-27,18,103,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/bd6121364501.jpg,2025-12-27 18:00:00-08:00
1134,2025-12-27,19,108,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/3eca52e8b77b.jpg,2025-12-27 20:00:00-08:00
1135,2025-12-27,19,103,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/4bb6bab4d357.jpg,2025-12-27 10:00:00-08:00
1136,2025-12-27,19,107,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/2d64486a6f2c.jpg,2025-12-27 18:00:00-08:00
1137,2025-12-27,19,103,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/d8790cab1f6b.jpg,2025-12-27 13:00:00-08:00
1138,2025-12-27,19,104,2,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/e9e5a4d5066d.jpg,2025-12-27 17:00:00-08:00
1139,2025-12-27,19,102,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/37f6ea0c4eb4.jpg,2025-12-27 14:00:00-08:00
1140,2025-12-27,19,102,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/e9e5a4d5066d.jpg,2025-12-27 17:00:00-08:00
1141,2025-12-27,19,113,19,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/4bb6bab4d357.jpg,2025-12-27 10:00:00-08:00
1142,2025-12-27,20,113,19,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/889d1aa1a363.jpg,2025-12-27 13:00:00-08:00
1143,2025-12-27,20,105,1,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/2d64486a6f2c.jpg,2025-12-27 18:00:00-08:00
1144,2025-12-27,20,108,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/4bb6bab4d357.jpg,2025-12-27 10:00:00-08:00
1145,2025-12-27,20,105,1,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/470b7723f41e.jpg,2025-12-27 10:00:00-08:00
1146,2025-12-27,20,103,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/e9e5a4d5066d.jpg,2025-12-27 17:00:00-08:00
1147,2025-12-27,20,104,2,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/37f6ea0c4eb4.jpg,2025-12-27 14:00:00-08:00
1148,2025-12-28,12,109,8,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/ecda6d543522.jpg,2025-12-28 17:00:00-08:00
1149,2025-12-28,12,105,1,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/0b157ee01cd3.jpg,2025-12-28 15:00:00-08:00
1150,2025-12-28,12,103,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/96f6b24859e3.jpg,2025-12-28 16:00:00-08:00
1151,2025-12-28,12,103,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d9e3965f3e65.jpg,2025-12-28 20:00:00-08:00
1152,2025-12-28,12,104,2,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/ecda6d543522.jpg,2025-12-28 17:00:00-08:00
1153,2025-12-28,12,103,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/e1fb479d466c.jpg,2025-12-28 17:00:00-08:00
1154,2025-12-28,12,109,8,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/70ed31ef6531.jpg,2025-12-28 15:00:00-08:00
1155,2025-12-28,12,105,1,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d9e3965f3e65.jpg,2025-12-28 20:00:00-08:00
1156,2025-12-28,18,103,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/1d3ed3b79454.jpg,2025-12-28 10:00:00-08:00
1157,2025-12-28,18,102,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/5db39cafb6bb.jpg,2025-12-28 10:00:00-08:00
1158,2025-12-28,18,107,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/e1fb479d466c.jpg,2025-12-28 17:00:00-08:00
1159,2025-12-28,18,103,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/b5c2b57f8aa4.jpg,2025-12-28 17:00:00-08:00
1160,2025-12-28,18,113,19,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/ecda6d543522.jpg,2025-12-28 17:00:00-08:00
1161,2025-12-28,19,108,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/e1fb479d466c.jpg,2025-12-28 17:00:00-08:00
1162,2025-12-28,19,113,19,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/b5c2b57f8aa4.jpg,2025-12-28 17:00:00-08:00
1163,2025-12-28,19,105,1,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/e1fb479d466c.jpg,2025-12-28 17:00:00-08:00
1164,2025-12-28,19,109,8,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/70ed31ef6531.jpg,2025-12-28 15:00:00-08:00
1165,2025-12-28,19,105,1,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d9e3965f3e65.jpg,2025-12-28 20:00:00-08:00
1166,2025-12-28,19,103,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/96f6b24859e3.jpg,2025-12-28 16:00:00-08:00
1167,2025-12-28,20,103,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/ecda6d543522.jpg,2025-12-28 17:00:00-08:00
1168,2025-12-28,20,102,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/d9e3965f3e65.jpg,2025-12-28 20:00:00-08:00
1169,2025-12-28,20,107,,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/ecda6d543522.jpg,2025-12-28 17:00:00-08:00
1170,2025-12-28,20,105,1,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/e1fb479d466c.jpg,2025-12-28 17:00:00-08:00
1171,2025-12-29,12,107,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/12fdc796713a.jpg,2025-12-29 12:00:00-08:00
1172,2025-12-29,12,107,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/824a3992789c.jpg,2025-12-29 17:00:00-08:00
1173,2025-12-29,12,113,19,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/acbc6a6b1237.jpg,2025-12-29 20:00:00-08:00
1174,2025-12-29,12,105,1,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/12fdc796713a.jpg,2025-12-29 12:00:00-08:00
1175,2025-12-29,12,105,1,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/53c7021bd7f3.jpg,2025-12-29 09:00:00-08:00
1176,2025-12-29,18,104,2,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/33f80e13dd53.jpg,2025-12-29 17:00:00-08:00
1177,2025-12-29,18,113,19,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/12fdc796713a.jpg,2025-12-29 12:00:00-08:00
1178,2025-12-29,19,107,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/d083ee31fc1b.jpg,2025-12-29 09:00:00-08:00
1179,2025-12-29,19,113,19,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/632ea42b9485.jpg,2025-12-29 20:00:00-08:00
1180,2025-12-29,19,108,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/12fdc796713a.jpg,2025-12-29 12:00:00-08:00
1181,2025-12-29,19,107,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/d977dfa80ad5.jpg,2025-12-29 11:00:00-08:00
1182,2025-12-29,19,107,,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/acbc6a6b1237.jpg,2025-12-29 20:00:00-08:00
1183,2025-12-29,19,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/acbc6a6b1237.jpg,2025-12-29 20:00:00-08:00
1184,2025-12-29,19,102,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/d083ee31fc1b.jpg,2025-12-29 09:00:00-08:00
1185,2025-12-29,19,108,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/336323919f4c.jpg,2025-12-29 11:00:00-08:00
1186,2025-12-29,19,113,19,YT_TRAILER,[TITLE] - Official Launch Trailer | PS5,#PlayStation,https://cdn.playstation.com/thumb/fef31b3f5225.jpg,2025-12-29 11:00:00-08:00
1187,2025-12-29,19,109,8,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/632ea42b9485.jpg,2025-12-29 20:00:00-08:00
1188,2025-12-29,20,103,,IG_POST,Drop a 🎮 if you're playing [TITLE] this weekend,#PlayStation,https://cdn.playstation.com/thumb/d083ee31fc1b.jpg,2025-12-29 09:00:00-08:00
1189,2025-12-29,20,103,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/632ea42b9485.jpg,2025-12-29 20:00:00-08:00
1190,2025-12-29,20,103,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/d977dfa80ad5.jpg,2025-12-29 11:00:00-08:00
1191,2025-12-29,20,108,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/d977dfa80ad5.jpg,2025-12-29 11:00:00-08:00
1192,2025-12-29,20,103,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/12fdc796713a.jpg,2025-12-29 12:00:00-08:00
1193,2025-12-30,12,107,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/52d8d828cf61.jpg,2025-12-30 20:00:00-08:00
1194,2025-12-30,12,103,,IG_REEL,POV: you finally got [TITLE] 🎮,#PlayStation #PS5 #Gaming,https://cdn.playstation.com/thumb/52d8d828cf61.jpg,2025-12-30 20:00:00-08:00
1195,2025-12-30,12,105,1,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/64e6eaf2a716.jpg,2025-12-30 19:00:00-08:00
1196,2025-12-30,12,103,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/cacb8cbb3b16.jpg,2025-12-30 12:00:00-08:00
1197,2025-12-30,12,109,8,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/dd53f4a6f306.jpg,2025-12-30 14:00:00-08:00
1198,2025-12-30,12,107,,TT_VIDEO,when the [TITLE] cutscene hits different,#PlayStation #fyp #gaming,https://cdn.playstation.com/thumb/9c566376f1d5.jpg,2025-12-30 18:00:00-08:00
1199,2025-12-30,18,107,,YT_LONG,[TITLE] - Deep Dive with the Dev Team,#PlayStation,https://cdn.playstation.com/thumb/7110e4063977.jpg,2025-12-30 12:00:00-08:00
1200,2025-12-30,18,107,,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/64e6eaf2a716.jpg,2025-12-30 19:00:00-08:00
1201,2025-12-30,18,105,1,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/dd53f4a6f306.jpg,2025-12-30 14:00:00-08:00
1202,2025-12-30,18,102,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/2dba2f56d6e7.jpg,2025-12-30 17:00:00-08:00
1203,2025-12-30,18,103,,YT_SHORT,Behind the scenes: making [TITLE] #PlayStation #Shorts,#PlayStation #Shorts #Gaming,https://cdn.playstation.com/thumb/2dba2f56d6e7.jpg,2025-12-30 17:00:00-08:00
1204,2025-12-30,18,105,1,BLOG_POST,[TITLE]: Everything you need to know,#PlayStation,https://cdn.playstation.com/thumb/64e6eaf2a716.jpg,2025-12-30 19:00:00-08:00
1205,2025-12-30,18,105,1,IG_STORY,Out now on PS5 🔥,#PlayStation,https://cdn.playstation.com/thumb/2b61af0e477d.jpg,2025-12-30 17:00:00-08:00
1206,2025-12-30,18,102,,BLOG_DEV_DIARY,Dev diary #7 - crafting [TITLE],#PlayStation,https://cdn.playstation.com/thumb/dd53f4a6f306.jpg,2025-12-30 14:00:00-08:00
1207,2025-12-30,19,102,,TT_TRENDING,gamers tell us their favorite PS5 moment,#PS5 #fyp #gamertok,https://cdn.playstation.com/thumb/cacb8cbb3b16.jpg,2025-12-30 12:00:00-08:00
