DATE_DAY,TIER,REGION,GROSS_ADDS,CANCELS,NET_SUBS,MRR_USD
2025-12-06,EXTRA,EMEA,865,156,1235945,17470299.36
2025-12-07,PREMIUM,NA,573,164,1111912,16185165.84
2025-12-07,PREMIUM,APAC,278,92,434382,7718751.62
2025-12-07,PREMIUM,LATAM,158,52,211645,3404392.52
2025-12-07,PREMIUM,EMEA,340,184,694612,12482329.12
2025-12-07,ESSENTIAL,NA,1836,373,3403092,33227274.47
2025-12-07,ESSENTIAL,APAC,845,315,1451291,13351140.50
2025-12-07,ESSENTIAL,LATAM,533,136,650999,6496312.19
2025-12-07,ESSENTIAL,EMEA,1113,404,2301665,24648381.95
2025-12-07,EXTRA,APAC,362,114,770994,12039206.51
2025-12-07,EXTRA,NA,899,260,1768292,25739874.64
2025-12-07,EXTRA,LATAM,180,46,385132,4699562.87
2025-12-07,EXTRA,EMEA,670,161,1125188,16074184.73
2025-12-08,PREMIUM,NA,777,149,947300,17228168.48
2025-12-08,PREMIUM,APAC,178,102,385575,7407447.26
2025-12-08,PREMIUM,LATAM,138,34,204989,3568026.86
2025-12-08,PREMIUM,EMEA,490,106,749631,11932446.78
2025-12-08,ESSENTIAL,NA,1930,374,3208821,34498811.66
2025-12-08,ESSENTIAL,APAC,588,175,1284773,14656139.19
2025-12-08,ESSENTIAL,LATAM,471,152,654588,7858673.46
2025-12-08,ESSENTIAL,EMEA,1272,299,2242331,25660990.82
2025-12-08,EXTRA,APAC,424,158,703030,11129967.07
2025-12-08,EXTRA,NA,616,251,1846732,25100850.94
2025-12-08,EXTRA,LATAM,148,48,349688,5351367.04
2025-12-08,EXTRA,EMEA,874,154,1317754,16583577.91
2025-12-09,PREMIUM,NA,416,135,1074641,20375801.42
2025-12-09,PREMIUM,APAC,296,76,452574,8213645.73
2025-12-09,PREMIUM,LATAM,98,29,201662,4374225.32
2025-12-09,PREMIUM,EMEA,546,150,728999,14296940.84
2025-12-09,ESSENTIAL,NA,1512,391,3058094,34799965.20
2025-12-09,ESSENTIAL,APAC,857,272,1333580,13093008.89
2025-12-09,ESSENTIAL,LATAM,450,117,681145,7234855.40
2025-12-09,ESSENTIAL,EMEA,968,369,2600807,27093461.92
2025-12-09,EXTRA,APAC,396,112,680375,9848268.11
2025-12-09,EXTRA,NA,922,288,1619940,27350214.36
2025-12-09,EXTRA,LATAM,220,69,399748,5548551.50
2025-12-09,EXTRA,EMEA,488,217,1363064,20715322.57
2025-12-10,PREMIUM,NA,510,173,1136759,20021925.53
2025-12-10,PREMIUM,APAC,318,66,377589,8061984.63
2025-12-10,PREMIUM,LATAM,126,46,210979,3971126.09
2025-12-10,PREMIUM,EMEA,378,170,734348,12179893.83
2025-12-10,ESSENTIAL,NA,1235,598,3061443,34097273.60
2025-12-10,ESSENTIAL,APAC,584,236,1535985,13967788.23
2025-12-10,ESSENTIAL,LATAM,301,160,752202,6912190.89
2025-12-10,ESSENTIAL,EMEA,1139,353,2356054,25389315.27
2025-12-10,EXTRA,APAC,485,150,638719,9727766.50
2025-12-10,EXTRA,NA,600,278,1457946,23439389.32
2025-12-10,EXTRA,LATAM,144,64,347495,5077499.74
2025-12-10,EXTRA,EMEA,475,222,1293841,16640177.15
2025-12-11,PREMIUM,NA,563,175,982500,16110665.66
2025-12-11,PREMIUM,APAC,227,90,484520,8269520.87
2025-12-11,PREMIUM,LATAM,95,41,214085,4298394.78
2025-12-11,PREMIUM,EMEA,544,133,707603,13073452.63
2025-12-11,ESSENTIAL,NA,1563,807,3135132,33561889.52
2025-12-11,ESSENTIAL,APAC,777,328,1250321,12361635.99
2025-12-11,ESSENTIAL,LATAM,471,101,711290,6331394.77
2025-12-11,ESSENTIAL,EMEA,1736,534,2121191,25241128.61
2025-12-11,EXTRA,APAC,311,169,769532,9957815.03
2025-12-11,EXTRA,NA,1069,275,1657454,23337145.52
2025-12-11,EXTRA,LATAM,210,87,319725,5926488.37
2025-12-11,EXTRA,EMEA,689,144,1324047,16753375.63
2025-12-12,PREMIUM,NA,727,179,1134689,18382921.39
2025-12-12,PREMIUM,APAC,198,83,386019,8429164.13
2025-12-12,PREMIUM,LATAM,141,48,214085,3715696.88
2025-12-12,PREMIUM,EMEA,383,140,705310,14929305.53
2025-12-12,ESSENTIAL,NA,2276,546,3604062,33863043.06
2025-12-12,ESSENTIAL,APAC,571,251,1413968,12806195.99
2025-12-12,ESSENTIAL,LATAM,348,153,747178,6725762.51
2025-12-12,ESSENTIAL,EMEA,1591,303,2363471,21388275.32
2025-12-12,EXTRA,APAC,413,85,755647,9651083.65
2025-12-12,EXTRA,NA,1027,248,1459651,23899486.38
2025-12-12,EXTRA,LATAM,153,53,341649,4787200.40
2025-12-12,EXTRA,EMEA,734,266,1379426,18092891.03
2025-12-13,PREMIUM,NA,449,132,1075677,19407298.97
2025-12-13,PREMIUM,APAC,197,76,412641,7295696.98
2025-12-13,PREMIUM,LATAM,142,42,234274,4182653.41
2025-12-13,PREMIUM,EMEA,516,171,735112,14118229.08
2025-12-13,ESSENTIAL,NA,2158,651,3228918,33126889.95
2025-12-13,ESSENTIAL,APAC,888,312,1251756,13795700.49
2025-12-13,ESSENTIAL,LATAM,318,110,672532,6152136.71
2025-12-13,ESSENTIAL,EMEA,1476,434,2331332,23290004.18
2025-12-13,EXTRA,APAC,521,106,792187,11491471.91
2025-12-13,EXTRA,NA,1270,251,1858668,26787873.50
2025-12-13,EXTRA,LATAM,280,83,397921,5411617.85
2025-12-13,EXTRA,EMEA,667,157,1142809,17130703.91
2025-12-14,PREMIUM,NA,706,204,1116053,16781167.35
2025-12-14,PREMIUM,APAC,354,54,480527,7662876.48
2025-12-14,PREMIUM,LATAM,175,36,241373,3951170.69
2025-12-14,PREMIUM,EMEA,582,149,761858,12331111.47
2025-12-14,ESSENTIAL,NA,2177,591,3677751,36071502.39
2025-12-14,ESSENTIAL,APAC,779,340,1500098,14828226.93
2025-12-14,ESSENTIAL,LATAM,548,112,651717,6718592.18
2025-12-14,ESSENTIAL,EMEA,1785,428,2232442,21585857.54
2025-12-14,EXTRA,APAC,361,99,648950,10012588.49
2025-12-14,EXTRA,NA,1326,386,1551732,27733628.58
2025-12-14,EXTRA,LATAM,291,58,400113,5510210.08
2025-12-14,EXTRA,EMEA,718,286,1273703,17055238.26
2025-12-15,PREMIUM,NA,516,233,1039441,15980290.33
2025-12-15,PREMIUM,APAC,292,90,459230,7638929.99
2025-12-15,PREMIUM,LATAM,162,51,221406,4370234.24
2025-12-15,PREMIUM,EMEA,361,153,684678,12606052.64
2025-12-15,ESSENTIAL,NA,1420,526,3061443,32591505.87
2025-12-15,ESSENTIAL,APAC,649,242,1451291,14656139.19
2025-12-15,ESSENTIAL,LATAM,278,90,787372,6173647.67
2025-12-15,ESSENTIAL,EMEA,881,294,2143441,24228519.73
2025-12-15,EXTRA,APAC,410,85,667951,10242637.02
2025-12-15,EXTRA,NA,841,344,1865489,23976169.22
2025-12-15,EXTRA,LATAM,216,58,374170,4929611.40
2025-12-15,EXTRA,EMEA,507,244,1317754,20413459.95
2025-12-16,PREMIUM,NA,514,125,1041512,19742549.82
2025-12-16,PREMIUM,APAC,174,73,464554,8445128.45
2025-12-16,PREMIUM,LATAM,102,51,216526,3428339.01
2025-12-16,PREMIUM,EMEA,279,87,813056,13884529.09
2025-12-16,ESSENTIAL,NA,1426,475,3141831,29546508.92
2025-12-16,ESSENTIAL,APAC,581,203,1438371,12533723.73
2025-12-16,ESSENTIAL,LATAM,385,108,689758,6933701.86
2025-12-16,ESSENTIAL,EMEA,1084,453,2417861,21956324.20
2025-12-16,EXTRA,APAC,414,109,689875,10472685.55
2025-12-16,EXTRA,NA,782,244,1718842,26046606.01
2025-12-16,EXTRA,LATAM,154,51,388786,5636189.03
2025-12-16,EXTRA,EMEA,508,286,1183084,18998478.90
2025-12-17,PREMIUM,NA,566,122,990782,18494671.67
2025-12-17,PREMIUM,APAC,199,108,446806,6888606.67
2025-12-17,PREMIUM,LATAM,153,40,192788,4118796.11
2025-12-17,PREMIUM,EMEA,313,140,750395,14943052.59
2025-12-17,ESSENTIAL,NA,1873,387,3319355,30249200.52
2025-12-17,ESSENTIAL,APAC,1000,316,1550340,13494546.95
2025-12-17,ESSENTIAL,LATAM,373,95,668943,7880184.43
2025-12-17,ESSENTIAL,EMEA,977,447,2153330,27142857.47
2025-12-17,EXTRA,APAC,375,118,798034,11239513.99
2025-12-17,EXTRA,NA,914,260,1486934,23567194.06
2025-12-17,EXTRA,LATAM,196,57,351880,5285638.89
2025-12-17,EXTRA,EMEA,864,261,1150360,17885360.47
2025-12-18,PREMIUM,NA,452,210,883111,19668049.63
2025-12-18,PREMIUM,APAC,333,50,469878,8485039.27
2025-12-18,PREMIUM,LATAM,134,52,211423,4122787.19
2025-12-18,PREMIUM,EMEA,545,117,780961,15053029.06
2025-12-18,ESSENTIAL,NA,1374,753,3098288,30717661.59
2025-12-18,ESSENTIAL,APAC,997,280,1225917,12418998.57
2025-12-18,ESSENTIAL,LATAM,300,133,633773,7005405.08
2025-12-18,ESSENTIAL,EMEA,1765,513,2482139,21388275.32
2025-12-18,EXTRA,APAC,556,95,655528,10023543.18
2025-12-18,EXTRA,NA,1094,399,1660865,21880171.49
2025-12-18,EXTRA,LATAM,191,84,350419,4715994.91
2025-12-18,EXTRA,EMEA,511,239,1251048,16243982.45
2025-12-19,PREMIUM,NA,689,169,912099,17973170.36
2025-12-19,PREMIUM,APAC,229,98,455680,7407447.26
2025-12-19,PREMIUM,LATAM,135,33,214751,3819465.00
2025-12-19,PREMIUM,EMEA,440,165,690792,13348393.80
2025-12-19,ESSENTIAL,NA,2503,479,3031298,28576125.27
2025-12-19,ESSENTIAL,APAC,1029,313,1574744,13279437.27
2025-12-19,ESSENTIAL,LATAM,255,140,780194,6367246.38
2025-12-19,ESSENTIAL,EMEA,928,394,2128607,21709346.42
2025-12-19,EXTRA,APAC,329,132,760763,10100226.02
2025-12-19,EXTRA,NA,1180,364,1804102,27196848.67
2025-12-19,EXTRA,LATAM,142,75,375631,5800509.41
2025-12-19,EXTRA,EMEA,455,209,1349219,17904226.89
2025-12-20,PREMIUM,NA,493,154,1030124,17414418.95
2025-12-20,PREMIUM,APAC,284,71,486295,7646912.15
2025-12-20,PREMIUM,LATAM,92,33,218300,3971126.09
2025-12-20,PREMIUM,EMEA,486,161,747339,11918699.72
2025-12-20,ESSENTIAL,NA,1782,504,3161928,32357275.34
2025-12-20,ESSENTIAL,APAC,1063,170,1544598,14613117.26
2025-12-20,ESSENTIAL,LATAM,558,102,657459,6790295.41
2025-12-20,ESSENTIAL,EMEA,1094,351,2217608,27044066.36
2025-12-20,EXTRA,APAC,314,139,757840,11414789.06
2025-12-20,EXTRA,NA,1345,203,1739304,27580262.89
2025-12-20,EXTRA,LATAM,272,81,326302,5356844.39
2025-12-20,EXTRA,EMEA,644,155,1195670,18168356.68
2025-12-21,PREMIUM,NA,747,130,1137795,17172293.33
2025-12-21,PREMIUM,APAC,191,69,400661,7958216.51
2025-12-21,PREMIUM,LATAM,106,35,243591,3635875.25
2025-12-21,PREMIUM,EMEA,346,86,771027,12647293.82
2025-12-21,ESSENTIAL,NA,2767,454,3503577,29914585.47
2025-12-21,ESSENTIAL,APAC,1192,177,1385258,14240260.49
2025-12-21,ESSENTIAL,LATAM,550,143,775888,7270707.02
2025-12-21,ESSENTIAL,EMEA,1886,509,2709586,24920057.50
2025-12-21,EXTRA,APAC,545,109,659912,10834190.39
2025-12-21,EXTRA,NA,996,361,1804102,24206217.76
2025-12-21,EXTRA,LATAM,222,62,391709,5641666.38
2025-12-21,EXTRA,EMEA,651,198,1335375,16111917.56
2025-12-22,PREMIUM,NA,592,248,1115018,18960297.85
2025-12-22,PREMIUM,APAC,235,106,468547,8181717.08
2025-12-22,PREMIUM,LATAM,150,52,211201,4286421.53
2025-12-22,PREMIUM,EMEA,534,108,809999,14915558.47
2025-12-22,ESSENTIAL,NA,2022,461,3175326,35000734.23
2025-12-22,ESSENTIAL,APAC,1010,163,1546034,12849217.92
2025-12-22,ESSENTIAL,LATAM,506,148,687605,7120130.24
2025-12-22,ESSENTIAL,EMEA,1659,563,2578557,26722995.26
2025-12-22,EXTRA,APAC,390,132,730800,10253591.71
2025-12-22,EXTRA,NA,809,193,1718842,23720559.74
2025-12-22,EXTRA,LATAM,191,48,361381,4803632.44
2025-12-22,EXTRA,EMEA,495,155,1170498,20488925.60
2025-12-23,PREMIUM,NA,649,238,929699,16483166.60
2025-12-23,PREMIUM,APAC,292,100,441482,8636700.37
2025-12-23,PREMIUM,LATAM,115,41,195006,3607937.68
2025-12-23,PREMIUM,EMEA,312,119,813056,13169682.04
2025-12-23,ESSENTIAL,NA,1585,636,3583965,33193812.96
2025-12-23,ESSENTIAL,APAC,1013,297,1467081,12462020.51
2025-12-23,ESSENTIAL,LATAM,323,121,757944,7492987.01
2025-12-23,ESSENTIAL,EMEA,1767,574,2704642,24450799.73
2025-12-23,EXTRA,APAC,477,81,662105,10888963.85
2025-12-23,EXTRA,NA,1107,270,1555142,23618315.95
2025-12-23,EXTRA,LATAM,142,58,399017,5537596.81
2025-12-23,EXTRA,EMEA,722,212,1212032,18111757.44
2025-12-24,PREMIUM,NA,598,203,1131583,17731044.74
2025-12-24,PREMIUM,APAC,319,107,399774,8540914.41
2025-12-24,PREMIUM,LATAM,161,53,215638,4322341.26
2025-12-24,PREMIUM,EMEA,496,182,719829,13472117.33
2025-12-24,ESSENTIAL,NA,2450,444,3222219,35201503.26
2025-12-24,ESSENTIAL,APAC,1028,172,1330709,13021305.66
2025-12-24,ESSENTIAL,LATAM,339,147,714879,7507327.66
2025-12-24,ESSENTIAL,EMEA,1432,288,2244803,22894839.74
2025-12-24,EXTRA,APAC,258,141,703030,9475808.58
2025-12-24,EXTRA,NA,992,329,1867194,21752366.75
2025-12-24,EXTRA,LATAM,195,55,313879,5745735.95
2025-12-24,EXTRA,EMEA,692,302,1164205,16772242.05
2025-12-25,PREMIUM,NA,717,116,1110877,19686674.68
2025-12-25,PREMIUM,APAC,198,103,431276,7886377.04
2025-12-25,PREMIUM,LATAM,120,29,243591,3979108.26
2025-12-25,PREMIUM,EMEA,569,98,721358,11932446.78
2025-12-25,ESSENTIAL,NA,2460,554,3011201,30617277.08
2025-12-25,ESSENTIAL,APAC,704,235,1352241,14555754.68
2025-12-25,ESSENTIAL,LATAM,473,96,709137,7414113.47
2025-12-25,ESSENTIAL,EMEA,1533,412,2699697,26080853.04
2025-12-25,EXTRA,APAC,512,150,697183,11425743.76
2025-12-25,EXTRA,NA,1077,247,1768292,24512949.13
2025-12-25,EXTRA,LATAM,254,86,312782,5570460.88
2025-12-25,EXTRA,EMEA,736,276,1126447,16338314.52
2025-12-26,PREMIUM,NA,604,190,1027018,17768294.84
2025-12-26,PREMIUM,APAC,194,89,377589,8772397.14
2025-12-26,PREMIUM,LATAM,88,31,206099,3615919.84
2025-12-26,PREMIUM,EMEA,276,116,797008,14516893.78
2025-12-26,ESSENTIAL,NA,1188,568,3560519,36707270.99
2025-12-26,ESSENTIAL,APAC,976,266,1574744,12877899.21
2025-12-26,ESSENTIAL,LATAM,459,173,672532,6173647.67
2025-12-26,ESSENTIAL,EMEA,1704,525,2578557,21931626.42
2025-12-26,EXTRA,APAC,542,92,694991,10702734.08
2025-12-26,EXTRA,NA,1169,325,1660865,22314707.60
2025-12-26,EXTRA,LATAM,195,68,399382,5148705.24
2025-12-26,EXTRA,EMEA,705,269,1258600,17451432.95
2025-12-27,PREMIUM,NA,796,157,1096383,19686674.68
2025-12-27,PREMIUM,APAC,284,69,430389,6920535.32
2025-12-27,PREMIUM,LATAM,144,45,222516,3424347.93
2025-12-27,PREMIUM,EMEA,431,117,773320,14654364.36
2025-12-27,ESSENTIAL,NA,2423,748,2883920,33528428.01
2025-12-27,ESSENTIAL,APAC,1148,345,1246014,12218229.54
2025-12-27,ESSENTIAL,LATAM,429,150,748613,6732932.83
2025-12-27,ESSENTIAL,EMEA,1832,373,2269526,23808657.51
2025-12-27,EXTRA,APAC,519,157,690606,10198818.25
2025-12-27,EXTRA,NA,1138,259,1827974,22646999.93
2025-12-27,EXTRA,LATAM,239,73,371977,5455436.62
2025-12-27,EXTRA,EMEA,678,221,1136516,17753295.57
2025-12-28,PREMIUM,NA,750,174,982500,16166540.80
2025-12-28,PREMIUM,APAC,274,54,453461,8141806.26
2025-12-28,PREMIUM,LATAM,180,54,214307,3883322.30
2025-12-28,PREMIUM,EMEA,397,139,674744,14200711.43
2025-12-28,ESSENTIAL,NA,2534,618,2950910,31922275.77
2025-12-28,ESSENTIAL,APAC,1013,175,1531679,13594931.46
2025-12-28,ESSENTIAL,LATAM,457,167,633056,7543179.27
2025-12-28,ESSENTIAL,EMEA,1479,375,2717003,26821786.37
2025-12-28,EXTRA,APAC,385,169,754916,11611973.52
2025-12-28,EXTRA,NA,783,356,1718842,27196848.67
2025-12-28,EXTRA,LATAM,287,64,381478,4874837.94
2025-12-28,EXTRA,EMEA,533,260,1336633,20337994.29
2025-12-29,PREMIUM,NA,1199,184,880005,19165173.36
2025-12-29,PREMIUM,APAC,251,91,459673,8453110.62
2025-12-29,PREMIUM,LATAM,266,53,235161,3755607.69
2025-12-29,PREMIUM,EMEA,925,95,725178,12042423.25
2025-12-29,ESSENTIAL,NA,2658,733,3071492,34264581.12
2025-12-29,ESSENTIAL,APAC,875,170,1508711,13910425.65
2025-12-29,ESSENTIAL,LATAM,427,120,767275,6854828.31
2025-12-29,ESSENTIAL,EMEA,1955,395,2531584,21709346.42
2025-12-29,EXTRA,APAC,818,176,795110,9990679.10
2025-12-29,EXTRA,NA,1724,367,1783639,25969923.17
2025-12-29,EXTRA,LATAM,386,58,331783,5685485.15
2025-12-29,EXTRA,EMEA,838,147,1264893,19375807.18
2025-12-30,PREMIUM,NA,824,130,931770,18438796.53
2025-12-30,PREMIUM,APAC,268,82,435713,7088160.74
2025-12-30,PREMIUM,LATAM,253,30,222737,3492196.31
2025-12-30,PREMIUM,EMEA,617,150,738933,13568346.74
2025-12-30,ESSENTIAL,NA,2121,514,3332753,30818046.11
2025-12-30,ESSENTIAL,APAC,835,266,1350806,13408503.08
2025-12-30,ESSENTIAL,LATAM,783,122,638798,7292217.98
2025-12-30,ESSENTIAL,EMEA,1496,426,2299193,23709866.40
2025-12-30,EXTRA,APAC,644,104,766609,10932782.62
2025-12-30,EXTRA,NA,1049,237,1783639,24564071.03
2025-12-30,EXTRA,LATAM,341,70,325206,5406140.50
2025-12-30,EXTRA,EMEA,910,267,1147843,17206169.57
2025-12-31,PREMIUM,NA,1170,134,1129512,17023292.96
2025-12-31,PREMIUM,APAC,492,61,488070,7758662.44
2025-12-31,PREMIUM,LATAM,176,45,208095,3823456.08
2025-12-31,PREMIUM,EMEA,450,186,670924,13733311.44
2025-12-31,ESSENTIAL,NA,3176,385,3302607,36104963.90
2025-12-31,ESSENTIAL,APAC,1177,229,1329273,14555754.68
2025-12-31,ESSENTIAL,LATAM,465,151,706984,7349580.56
2025-12-31,ESSENTIAL,EMEA,2917,545,2353582,24352008.62
2025-12-31,EXTRA,APAC,684,157,792187,9366261.66
2025-12-31,EXTRA,NA,1702,233,1780229,23004853.20
2025-12-31,EXTRA,LATAM,390,80,398651,5006294.24
2025-12-31,EXTRA,EMEA,1007,279,1291324,16923173.36
2026-01-01,PREMIUM,NA,823,240,1102595,17991795.40
2026-01-01,PREMIUM,APAC,462,78,464998,7838484.07
2026-01-01,PREMIUM,LATAM,202,27,235605,3723679.04
2026-01-01,PREMIUM,EMEA,476,174,652584,13994505.55
2026-01-01,ESSENTIAL,NA,2749,738,3453335,29847662.46
2026-01-01,ESSENTIAL,APAC,1649,188,1424016,12289932.77
2026-01-01,ESSENTIAL,LATAM,750,93,695500,7077108.31
2026-01-01,ESSENTIAL,EMEA,2611,371,2687336,22104510.86
2026-01-01,EXTRA,APAC,631,95,777571,10856099.77
2026-01-01,EXTRA,NA,1372,316,1860373,24308461.55
2026-01-01,EXTRA,LATAM,405,49,380747,4814587.13
2026-01-01,EXTRA,EMEA,1171,264,1139033,16791108.46
2026-01-02,PREMIUM,NA,1091,118,887252,16743917.25
2026-01-02,PREMIUM,APAC,407,83,383357,8397235.48
2026-01-02,PREMIUM,LATAM,217,37,244035,4162698.00
2026-01-02,PREMIUM,EMEA,693,89,780961,14599376.13
2026-01-02,ESSENTIAL,NA,2790,370,3372947,35268426.27
2026-01-02,ESSENTIAL,APAC,1740,268,1411097,14799545.64
2026-01-02,ESSENTIAL,LATAM,631,128,789525,7363921.21
2026-01-02,ESSENTIAL,EMEA,2057,528,2225025,25562199.71
2026-01-02,EXTRA,APAC,542,150,641642,9716811.80
2026-01-02,EXTRA,NA,1508,329,1626761,23618315.95
2026-01-02,EXTRA,LATAM,297,62,384766,5318502.97
2026-01-02,EXTRA,EMEA,1415,301,1116378,19772001.87
2026-01-03,PREMIUM,NA,1252,192,1035300,19537674.30
2026-01-03,PREMIUM,APAC,504,82,405542,8181717.08
2026-01-03,PREMIUM,LATAM,234,52,192344,3951170.69
2026-01-03,PREMIUM,EMEA,699,152,688499,12124905.60
2026-01-03,ESSENTIAL,NA,3013,602,3215520,31855352.76
2026-01-03,ESSENTIAL,APAC,1921,311,1322096,12619767.60
2026-01-03,ESSENTIAL,LATAM,618,112,705548,7614882.50
2026-01-03,ESSENTIAL,EMEA,2627,531,2576085,23166515.30
2026-01-03,EXTRA,APAC,822,129,648950,11809157.98
2026-01-03,EXTRA,NA,1337,344,1625056,27196848.67
2026-01-03,EXTRA,LATAM,259,85,361381,5575938.23
2026-01-03,EXTRA,EMEA,1384,292,1380684,20262528.64
2026-01-04,PREMIUM,NA,985,153,957653,16688042.11
2026-01-04,PREMIUM,APAC,580,81,417522,8716522.00
2026-01-04,PREMIUM,LATAM,150,30,212532,3675786.06
2026-01-04,PREMIUM,EMEA,508,109,680094,14599376.13
2026-01-04,ESSENTIAL,NA,3705,564,2960958,36305732.93
2026-01-04,ESSENTIAL,APAC,1357,201,1225917,12490701.80
2026-01-04,ESSENTIAL,LATAM,758,141,729952,7686585.72
2026-01-04,ESSENTIAL,EMEA,2614,439,2170636,25611595.27
2026-01-04,EXTRA,APAC,759,146,703760,11831067.36
2026-01-04,EXTRA,NA,2092,278,1480114,23490511.21
2026-01-04,EXTRA,LATAM,276,64,342745,4688608.18
2026-01-04,EXTRA,EMEA,1227,210,1071069,17281635.22
2026-01-05,PREMIUM,NA,1209,186,1109842,18233921.01
2026-01-05,PREMIUM,APAC,457,49,408204,7495251.06
2026-01-05,PREMIUM,LATAM,209,44,229837,4250501.80
2026-01-05,PREMIUM,EMEA,868,132,657933,15080523.17
2026-01-05,ESSENTIAL,NA,3732,554,3269112,29814200.96
2026-01-05,ESSENTIAL,APAC,983,238,1254627,14225919.84
2026-01-05,ESSENTIAL,LATAM,543,103,632338,7607712.17
2026-01-05,ESSENTIAL,EMEA,2103,391,2615641,22153906.42
2026-01-05,EXTRA,APAC,488,176,769532,10768462.24
2026-01-05,EXTRA,NA,1398,268,1621645,25969923.17
2026-01-05,EXTRA,LATAM,434,69,352611,5378753.77
2026-01-05,EXTRA,EMEA,970,150,1301392,20488925.60
2026-01-06,PREMIUM,NA,915,186,903817,20450301.61
2026-01-06,PREMIUM,APAC,301,65,458786,7934270.02
2026-01-06,PREMIUM,LATAM,180,39,229615,3675786.06
2026-01-06,PREMIUM,EMEA,783,122,710660,14283193.78
2026-01-06,ESSENTIAL,NA,2384,627,3423189,32792274.90
2026-01-06,ESSENTIAL,APAC,1252,272,1514453,14469710.81
2026-01-06,ESSENTIAL,LATAM,734,96,686169,7005405.08
2026-01-06,ESSENTIAL,EMEA,2706,416,2187941,24006239.73
2026-01-06,EXTRA,APAC,872,86,689875,11798203.28
2026-01-06,EXTRA,NA,2004,221,1706905,27656945.74
2026-01-06,EXTRA,LATAM,253,55,346034,5345889.70
2026-01-06,EXTRA,EMEA,708,139,1313978,17885360.47
2026-01-07,PREMIUM,NA,1242,157,1077747,17041918.01
2026-01-07,PREMIUM,APAC,385,71,445031,7471304.57
2026-01-07,PREMIUM,LATAM,229,32,194119,4019019.07
2026-01-07,PREMIUM,EMEA,560,155,731292,12798511.46
2026-01-07,ESSENTIAL,NA,2039,429,2910716,30014969.99
2026-01-07,ESSENTIAL,APAC,917,187,1228788,13996469.52
2026-01-07,ESSENTIAL,LATAM,666,172,666790,6116285.09
2026-01-07,ESSENTIAL,EMEA,2398,310,2346165,25537501.94
2026-01-07,EXTRA,APAC,645,143,792918,11568154.75
2026-01-07,EXTRA,NA,1703,346,1492050,22902609.41
2026-01-07,EXTRA,LATAM,317,42,398286,5219910.74
2026-01-07,EXTRA,EMEA,1057,189,1274962,19715402.63
2026-01-08,PREMIUM,NA,889,181,1125371,19630799.54
2026-01-08,PREMIUM,APAC,269,82,420184,7455340.24
2026-01-08,PREMIUM,LATAM,198,36,219188,3595964.43
2026-01-08,PREMIUM,EMEA,565,150,667867,14901811.41
2026-01-08,ESSENTIAL,NA,3823,719,2967657,30784584.60
2026-01-08,ESSENTIAL,APAC,1182,346,1235966,12834877.28
2026-01-08,ESSENTIAL,LATAM,494,100,691193,7392602.50
2026-01-08,ESSENTIAL,EMEA,2558,522,2511806,22894839.74
2026-01-08,EXTRA,APAC,875,121,801688,11502426.60
2026-01-08,EXTRA,NA,1574,387,1561963,22340268.55
2026-01-08,EXTRA,LATAM,389,55,333245,5641666.38
2026-01-08,EXTRA,EMEA,1114,253,1325306,20715322.57
2026-01-09,PREMIUM,NA,615,130,945229,19835675.06
2026-01-09,PREMIUM,APAC,355,96,433939,7088160.74
2026-01-09,PREMIUM,LATAM,150,51,210092,3727670.12
2026-01-09,PREMIUM,EMEA,860,172,780197,12124905.60
2026-01-09,ESSENTIAL,NA,2369,717,3125084,29847662.46
2026-01-09,ESSENTIAL,APAC,820,313,1494356,15659984.34
2026-01-09,ESSENTIAL,LATAM,798,130,677556,6266861.87
2026-01-09,ESSENTIAL,EMEA,2354,301,2457417,24920057.50
2026-01-09,EXTRA,APAC,747,157,704491,9968769.72
2026-01-09,EXTRA,NA,1193,286,1541501,22928170.36
2026-01-09,EXTRA,LATAM,416,88,350784,5367799.08
2026-01-09,EXTRA,EMEA,1083,206,1242238,16979772.60
2026-01-10,PREMIUM,NA,1202,192,987676,19370048.88
2026-01-10,PREMIUM,APAC,546,55,453461,8141806.26
2026-01-10,PREMIUM,LATAM,249,29,239598,3719687.96
2026-01-10,PREMIUM,EMEA,912,121,691556,13279658.51
2026-01-10,ESSENTIAL,NA,4081,565,3460034,31487276.21
2026-01-10,ESSENTIAL,APAC,1154,339,1227353,12863558.57
2026-01-10,ESSENTIAL,LATAM,789,133,612959,7313728.95
2026-01-10,ESSENTIAL,EMEA,2285,285,2192886,22771350.86
2026-01-10,EXTRA,APAC,936,117,754916,11195695.22
2026-01-10,EXTRA,NA,2095,349,1609709,25918801.27
2026-01-10,EXTRA,LATAM,305,85,313879,5389708.46
2026-01-10,EXTRA,EMEA,1219,209,1078620,18036291.78
2026-01-11,PREMIUM,NA,927,189,1012523,17190918.38
2026-01-11,PREMIUM,APAC,321,64,426839,8085931.12
2026-01-11,PREMIUM,LATAM,274,36,214529,4122787.19
2026-01-11,PREMIUM,EMEA,813,173,790131,12248629.12
2026-01-11,ESSENTIAL,NA,4240,772,3228918,34666119.18
2026-01-11,ESSENTIAL,APAC,908,220,1487178,14326304.36
2026-01-11,ESSENTIAL,LATAM,957,154,752920,7414113.47
2026-01-11,ESSENTIAL,EMEA,1729,574,2405499,23734564.18
2026-01-11,EXTRA,APAC,781,162,636527,10888963.85
2026-01-11,EXTRA,NA,1434,216,1628466,27861433.32
