DATE_DAY,PAGE_CATEGORY,SEGMENT_ID,SESSIONS,UNIQUE_VISITORS,BOUNCE_RATE,AVG_DWELL_SEC,SIGNUPS
2025-12-11,product_ps5,4,14256,5336,0.536,192,57
2025-12-11,home,4,31536,10428,0.324,135,83
2025-12-11,game_detail_spiderman2,4,8704,3868,0.283,180,78
2025-12-11,game_detail_astro,4,4258,1475,0.456,59,99
2025-12-11,game_detail_gta6,4,25347,7793,0.492,153,71
2025-12-11,support,4,6396,2645,0.374,171,65
2025-12-11,product_ps5_pro,5,17670,5858,0.530,222,55
2025-12-11,product_ps5,5,18270,8608,0.264,210,92
2025-12-11,psplus,5,12905,2912,0.409,198,678
2025-12-11,home,5,31590,11868,0.351,144,107
2025-12-11,game_detail_spiderman2,5,9776,2622,0.261,106,107
2025-12-11,game_detail_astro,5,6626,1731,0.291,184,91
2025-12-11,game_detail_gta6,5,15960,9081,0.468,118,109
2025-12-11,support,5,6342,2187,0.479,213,88
2025-12-11,product_ps5,6,22032,8592,0.260,66,73
2025-12-11,psplus,6,10458,3738,0.357,173,686
2025-12-11,product_ps5_pro,6,14749,3863,0.550,158,54
2025-12-11,home,6,34425,11064,0.497,87,77
2025-12-11,game_detail_spiderman2,6,10676,2743,0.526,113,92
2025-12-11,game_detail_astro,6,6563,1685,0.420,135,78
2025-12-11,game_detail_gta6,6,18774,6412,0.431,112,50
2025-12-11,support,6,4920,2931,0.426,156,63
2025-12-11,psplus,2,12726,4149,0.398,210,324
2025-12-11,product_ps5_pro,2,11714,6074,0.491,52,69
2025-12-11,product_ps5,2,21888,5960,0.545,176,67
2025-12-11,home,2,24894,8772,0.389,160,85
2025-12-11,game_detail_spiderman2,2,8630,3623,0.311,124,66
2025-12-11,game_detail_gta6,2,23436,9371,0.544,103,83
2025-12-11,game_detail_astro,2,4615,1678,0.287,103,64
2025-12-11,support,2,7206,2107,0.291,75,118
2025-12-11,product_ps5_pro,3,11999,6226,0.415,219,89
2025-12-11,product_ps5,3,22716,5544,0.424,225,51
2025-12-11,home,3,34668,11352,0.314,78,102
2025-12-11,psplus,3,11550,4153,0.295,216,609
2025-12-11,game_detail_spiderman2,3,9859,3828,0.264,143,72
2025-12-11,game_detail_gta6,3,25095,6076,0.254,162,108
2025-12-11,game_detail_astro,3,5817,1864,0.371,48,62
2025-12-11,support,3,5562,2877,0.318,192,67
2025-12-12,product_ps5,1,14220,7520,0.334,188,56
2025-12-12,psplus,1,10773,3183,0.353,184,399
2025-12-12,product_ps5_pro,1,11585,6048,0.456,105,89
2025-12-12,home,1,21519,13032,0.334,175,62
2025-12-12,game_detail_spiderman2,1,9306,3678,0.332,104,114
2025-12-12,game_detail_astro,1,4226,2515,0.304,139,70
2025-12-12,game_detail_gta6,1,21231,6319,0.374,56,105
2025-12-12,support,1,6630,1995,0.493,79,81
2025-12-12,psplus,4,9356,3729,0.399,92,750
2025-12-12,product_ps5_pro,4,10673,4940,0.408,79,102
2025-12-12,product_ps5,4,14076,8616,0.370,83,102
2025-12-12,home,4,32319,13104,0.502,77,115
2025-12-12,game_detail_spiderman2,4,10172,2402,0.276,203,92
2025-12-12,game_detail_astro,4,4363,1738,0.279,74,85
2025-12-12,game_detail_gta6,4,18732,8260,0.506,211,70
2025-12-12,support,4,6642,1688,0.492,154,109
2025-12-12,product_ps5_pro,5,12654,6802,0.279,66,114
2025-12-12,product_ps5,5,15570,7632,0.383,65,49
2025-12-12,psplus,5,10794,4877,0.440,154,442
2025-12-12,home,5,25029,9948,0.489,142,91
2025-12-12,game_detail_spiderman2,5,6765,3260,0.269,53,86
2025-12-12,game_detail_astro,5,6279,1615,0.465,208,68
2025-12-12,game_detail_gta6,5,23667,5721,0.385,138,53
2025-12-12,support,5,7404,2299,0.275,214,57
2025-12-12,product_ps5,6,17370,6200,0.497,59,102
2025-12-12,psplus,6,7665,3365,0.291,133,327
2025-12-12,product_ps5_pro,6,18297,6637,0.452,182,100
2025-12-12,home,6,30564,8628,0.435,171,79
2025-12-12,game_detail_spiderman2,6,9001,2640,0.549,160,90
2025-12-12,game_detail_astro,6,6804,2070,0.325,117,85
2025-12-12,game_detail_gta6,6,21483,7887,0.290,91,114
2025-12-12,support,6,7596,1645,0.325,61,107
2025-12-12,psplus,2,10427,3117,0.522,135,634
2025-12-12,product_ps5_pro,2,14108,6447,0.534,177,97
2025-12-12,product_ps5,2,17586,6440,0.354,109,54
2025-12-12,home,2,32535,9204,0.546,209,57
2025-12-12,game_detail_spiderman2,2,7920,2746,0.472,192,74
2025-12-12,game_detail_gta6,2,22092,9781,0.379,142,76
2025-12-12,game_detail_astro,2,4725,1517,0.381,93,81
2025-12-12,support,2,5100,2931,0.388,166,78
2025-12-12,product_ps5_pro,3,18454,4864,0.505,197,101
2025-12-12,product_ps5,3,20592,6888,0.398,107,104
2025-12-12,home,3,19683,8268,0.473,78,118
2025-12-12,psplus,3,7350,3738,0.503,160,635
2025-12-12,game_detail_spiderman2,3,8737,3575,0.379,114,104
2025-12-12,game_detail_gta6,3,25536,8055,0.527,92,94
2025-12-12,game_detail_astro,3,6274,1475,0.403,199,80
2025-12-12,support,3,6534,2477,0.410,49,117
2025-12-13,product_ps5,1,26348,6280,0.323,175,112
2025-12-13,psplus,1,11852,3817,0.409,63,573
2025-12-13,product_ps5_pro,1,13359,5307,0.503,178,58
2025-12-13,home,1,42863,12156,0.470,130,112
2025-12-13,game_detail_spiderman2,1,12922,4022,0.542,189,106
2025-12-13,game_detail_astro,1,5322,1967,0.407,146,65
2025-12-13,game_detail_gta6,1,32078,6627,0.251,118,112
2025-12-13,support,1,8775,2832,0.382,77,48
2025-12-13,psplus,4,11104,2879,0.279,108,373
2025-12-13,product_ps5_pro,4,14856,6827,0.507,118,90
2025-12-13,product_ps5,4,20003,5688,0.323,146,64
2025-12-13,home,4,25380,10284,0.268,129,72
2025-12-13,game_detail_spiderman2,4,8054,3392,0.449,116,117
2025-12-13,game_detail_astro,4,5985,2434,0.506,166,107
2025-12-13,game_detail_gta6,4,27379,6869,0.295,130,89
2025-12-13,support,4,8730,2323,0.352,94,77
2025-12-13,product_ps5_pro,5,20876,4148,0.328,136,59
2025-12-13,product_ps5,5,20183,7152,0.526,211,64
2025-12-13,psplus,5,11944,3598,0.260,163,463
2025-12-13,home,5,28586,10440,0.291,174,62
2025-12-13,game_detail_spiderman2,5,8075,3377,0.456,66,92
2025-12-13,game_detail_astro,5,5440,2126,0.254,140,63
2025-12-13,game_detail_gta6,5,26513,8083,0.364,177,78
2025-12-13,support,5,8663,2872,0.412,62,79
2025-12-13,product_ps5,6,23310,7224,0.472,77,76
2025-12-13,psplus,6,10618,2842,0.454,60,466
2025-12-13,product_ps5_pro,6,13769,6853,0.336,45,59
2025-12-13,home,6,30105,10956,0.529,157,86
2025-12-13,game_detail_spiderman2,6,10240,3608,0.515,63,111
2025-12-13,game_detail_astro,6,6871,1601,0.465,76,98
2025-12-13,game_detail_gta6,6,28508,10071,0.474,195,64
2025-12-13,support,6,7508,2763,0.361,223,106
2025-12-13,psplus,2,9529,3141,0.295,65,758
2025-12-13,product_ps5_pro,2,21464,5947,0.372,148,75
2025-12-13,product_ps5,2,19350,8608,0.274,103,108
2025-12-13,home,2,28586,8100,0.353,191,67
2025-12-13,game_detail_spiderman2,2,12179,2735,0.381,169,63
2025-12-13,game_detail_gta6,2,18638,9520,0.293,179,111
2025-12-13,game_detail_astro,2,5453,1925,0.323,134,60
2025-12-13,support,2,6015,1747,0.360,80,63
2025-12-13,product_ps5_pro,3,14268,3914,0.267,57,91
2025-12-13,product_ps5,3,26460,6512,0.522,123,93
2025-12-13,home,3,43166,7848,0.380,66,48
2025-12-13,psplus,3,15829,4163,0.309,199,375
2025-12-13,game_detail_spiderman2,3,8271,2999,0.534,185,88
2025-12-13,game_detail_gta6,3,24281,9604,0.545,140,104
2025-12-13,game_detail_astro,3,6458,1918,0.374,59,87
2025-12-13,support,3,9323,1787,0.412,168,57
2025-12-14,product_ps5,1,27315,5344,0.372,145,50
2025-12-14,psplus,1,9831,2954,0.294,96,758
2025-12-14,product_ps5_pro,1,22996,3977,0.546,46,94
2025-12-14,home,1,27743,12276,0.261,216,71
2025-12-14,game_detail_spiderman2,1,10395,3857,0.376,79,104
2025-12-14,game_detail_astro,1,7954,1645,0.369,137,50
2025-12-14,game_detail_gta6,1,29348,9259,0.347,129,107
2025-12-14,support,1,6255,2037,0.398,180,51
2025-12-14,psplus,4,9463,3887,0.412,213,355
2025-12-14,product_ps5_pro,4,16530,4015,0.314,108,106
2025-12-14,product_ps5,4,18720,5888,0.251,157,59
2025-12-14,home,4,27270,8688,0.261,58,95
2025-12-14,game_detail_spiderman2,4,13313,3733,0.417,54,59
2025-12-14,game_detail_astro,4,6582,2196,0.322,175,89
2025-12-14,game_detail_gta6,4,20265,7308,0.342,139,114
2025-12-14,support,4,9510,2056,0.424,223,62
2025-12-14,product_ps5_pro,5,13573,6194,0.456,104,60
2025-12-14,product_ps5,5,28553,7400,0.276,132,104
2025-12-14,psplus,5,17010,4615,0.538,77,545
2025-12-14,home,5,40466,10956,0.377,202,102
2025-12-14,game_detail_spiderman2,5,9353,3949,0.413,93,85
2025-12-14,game_detail_astro,5,5887,1769,0.402,89,73
2025-12-14,game_detail_gta6,5,19215,7756,0.280,202,52
2025-12-14,support,5,9218,1677,0.465,113,81
2025-12-14,product_ps5,6,15885,5528,0.399,164,93
2025-12-14,psplus,6,13545,3005,0.362,194,512
2025-12-14,product_ps5_pro,6,19754,6086,0.506,108,85
2025-12-14,home,6,31286,9336,0.508,181,115
2025-12-14,game_detail_spiderman2,6,12757,3080,0.460,164,77
2025-12-14,game_detail_astro,6,7481,2333,0.429,153,98
2025-12-14,game_detail_gta6,6,18454,9315,0.282,47,97
2025-12-14,support,6,5475,1733,0.520,175,80
2025-12-14,psplus,2,10631,3976,0.351,123,322
2025-12-14,product_ps5_pro,2,17474,5453,0.401,105,65
2025-12-14,product_ps5,2,23288,5648,0.300,130,86
2025-12-14,home,2,41209,12168,0.261,203,87
2025-12-14,game_detail_spiderman2,2,10313,3516,0.457,125,79
2025-12-14,game_detail_gta6,2,31001,6627,0.293,142,80
2025-12-14,game_detail_astro,2,4633,1458,0.268,173,67
2025-12-14,support,2,5925,2472,0.505,139,82
2025-12-14,product_ps5_pro,3,13929,4009,0.365,170,68
2025-12-14,product_ps5,3,20970,6928,0.345,120,112
2025-12-14,home,3,28620,10200,0.276,119,106
2025-12-14,psplus,3,15737,3570,0.413,208,346
2025-12-14,game_detail_spiderman2,3,11694,2713,0.508,170,66
2025-12-14,game_detail_gta6,3,22313,5768,0.494,48,82
2025-12-14,game_detail_astro,3,5677,1484,0.342,217,103
2025-12-14,support,3,8573,2581,0.346,91,54
2025-12-15,product_ps5,1,20196,7232,0.526,85,103
2025-12-15,psplus,1,13535,4494,0.540,108,592
2025-12-15,product_ps5_pro,1,16345,4826,0.465,170,64
2025-12-15,home,1,25326,11004,0.484,173,112
2025-12-15,game_detail_spiderman2,1,6633,2871,0.466,51,55
2025-12-15,game_detail_astro,1,4967,2310,0.364,65,52
2025-12-15,game_detail_gta6,1,24528,7476,0.338,105,98
2025-12-15,support,1,5496,1664,0.436,110,49
2025-12-15,psplus,4,7760,4933,0.315,203,533
2025-12-15,product_ps5_pro,4,14492,5060,0.528,83,92
2025-12-15,product_ps5,4,14256,6424,0.537,150,95
2025-12-15,home,4,24759,13080,0.466,202,90
2025-12-15,game_detail_spiderman2,4,9768,2413,0.445,112,53
2025-12-15,game_detail_astro,4,5560,2203,0.545,209,113
2025-12-15,game_detail_gta6,4,18648,8241,0.328,83,98
2025-12-15,support,4,6606,2389,0.510,224,62
2025-12-15,product_ps5_pro,5,11813,4224,0.495,156,64
2025-12-15,product_ps5,5,14922,7384,0.504,110,115
2025-12-15,psplus,5,10689,3808,0.477,88,539
2025-12-15,home,5,23760,7728,0.518,198,98
2025-12-15,game_detail_spiderman2,5,8894,3333,0.319,167,101
2025-12-15,game_detail_astro,5,4415,1598,0.512,212,73
2025-12-15,game_detail_gta6,5,23058,6356,0.430,133,72
2025-12-15,support,5,4950,2256,0.477,202,99
2025-12-15,product_ps5,6,22320,4928,0.364,106,64
2025-12-15,psplus,6,9062,3663,0.384,101,471
2025-12-15,product_ps5_pro,6,12569,6118,0.489,177,68
2025-12-15,home,6,33021,7260,0.382,123,105
2025-12-15,game_detail_spiderman2,6,8423,2900,0.340,153,74
2025-12-15,game_detail_astro,6,6148,1517,0.303,88,49
2025-12-15,game_detail_gta6,6,25284,8783,0.390,78,74
2025-12-15,support,6,4404,2221,0.306,216,114
2025-12-15,psplus,2,12506,5054,0.400,129,431
2025-12-15,product_ps5_pro,2,17314,6777,0.299,219,120
2025-12-15,product_ps5,2,22590,7808,0.535,122,118
2025-12-15,home,2,34749,10080,0.309,114,50
2025-12-15,game_detail_spiderman2,2,10024,2666,0.371,179,81
2025-12-15,game_detail_gta6,2,22113,6729,0.510,80,90
2025-12-15,game_detail_astro,2,4594,1584,0.368,94,49
2025-12-15,support,2,7764,1883,0.546,107,78
2025-12-15,product_ps5_pro,3,11386,6384,0.541,210,68
2025-12-15,product_ps5,3,14058,5936,0.389,146,86
2025-12-15,home,3,34128,9192,0.314,190,114
2025-12-15,psplus,3,7970,4247,0.341,151,731
2025-12-15,game_detail_spiderman2,3,7351,3516,0.479,145,90
2025-12-15,game_detail_gta6,3,25893,7224,0.370,164,67
2025-12-15,game_detail_astro,3,3701,1510,0.389,106,48
2025-12-15,support,3,4356,1771,0.461,171,119
2025-12-16,product_ps5,1,21996,4832,0.456,189,56
2025-12-16,psplus,1,12852,4307,0.293,148,646
2025-12-16,product_ps5_pro,1,16929,5352,0.386,143,71
2025-12-16,home,1,28404,9804,0.279,180,50
2025-12-16,game_detail_spiderman2,1,9694,3252,0.404,60,83
2025-12-16,game_detail_astro,1,6237,1568,0.386,219,111
2025-12-16,game_detail_gta6,1,23919,7476,0.462,65,65
2025-12-16,support,1,7026,2504,0.380,162,67
2025-12-16,psplus,4,7413,4363,0.466,195,493
2025-12-16,product_ps5_pro,4,17485,4022,0.362,75,52
2025-12-16,product_ps5,4,20196,7280,0.480,118,57
2025-12-16,home,4,21654,12444,0.286,49,88
2025-12-16,game_detail_spiderman2,4,5816,3912,0.428,90,81
2025-12-16,game_detail_astro,4,4757,1549,0.307,124,80
2025-12-16,game_detail_gta6,4,22407,8549,0.329,211,78
2025-12-16,support,4,5772,2509,0.300,93,104
2025-12-16,product_ps5_pro,5,13466,5174,0.448,167,108
2025-12-16,product_ps5,5,16290,7304,0.537,72,114
2025-12-16,psplus,5,8495,4405,0.328,215,441
2025-12-16,home,5,29646,8808,0.382,97,66
2025-12-16,game_detail_spiderman2,5,9059,3769,0.312,146,72
2025-12-16,game_detail_astro,5,5922,2128,0.518,70,116
2025-12-16,game_detail_gta6,5,24969,7065,0.438,140,62
2025-12-16,support,5,4686,2573,0.452,219,80
2025-12-16,product_ps5,6,15894,8136,0.481,201,68
2025-12-16,psplus,6,12852,4970,0.403,212,722
2025-12-16,product_ps5_pro,6,11015,4997,0.252,54,110
2025-12-16,home,6,19791,11640,0.471,139,80
2025-12-16,game_detail_spiderman2,6,8522,3062,0.521,225,66
2025-12-16,game_detail_astro,6,5392,1416,0.507,143,95
2025-12-16,game_detail_gta6,6,16422,6767,0.329,192,70
2025-12-16,support,6,5334,2536,0.529,200,112
2025-12-16,psplus,2,8421,3831,0.390,116,518
2025-12-16,product_ps5_pro,2,14820,6048,0.438,197,95
2025-12-16,product_ps5,2,21798,5368,0.366,143,75
2025-12-16,home,2,31455,11556,0.534,202,55
2025-12-16,game_detail_spiderman2,2,6691,3619,0.479,179,93
2025-12-16,game_detail_gta6,2,25305,9856,0.482,91,51
2025-12-16,game_detail_astro,2,5035,1423,0.434,139,111
2025-12-16,support,2,7542,2672,0.425,178,77
2025-12-16,product_ps5_pro,3,10132,6821,0.353,153,91
2025-12-16,product_ps5,3,18630,7016,0.486,179,106
2025-12-16,home,3,34641,13116,0.364,108,73
2025-12-16,psplus,3,11277,4830,0.265,191,402
2025-12-16,game_detail_spiderman2,3,8580,3839,0.433,76,49
2025-12-16,game_detail_gta6,3,19656,5973,0.263,54,72
2025-12-16,game_detail_astro,3,5791,2210,0.365,130,93
2025-12-16,support,3,7356,2339,0.536,216,66
2025-12-17,product_ps5,1,18774,5488,0.425,56,57
2025-12-17,psplus,1,9356,3654,0.517,186,506
2025-12-17,product_ps5_pro,1,16829,4034,0.349,57,74
2025-12-17,home,1,19197,9600,0.307,155,96
2025-12-17,game_detail_spiderman2,1,6204,3802,0.275,113,112
2025-12-17,game_detail_astro,1,6263,1759,0.306,219,100
2025-12-17,game_detail_gta6,1,20643,6515,0.301,107,74
2025-12-17,support,1,7248,1755,0.523,105,110
2025-12-17,psplus,4,12789,3061,0.475,97,642
2025-12-17,product_ps5_pro,4,11699,4307,0.332,92,62
2025-12-17,product_ps5,4,19566,8224,0.483,100,87
2025-12-17,home,4,32616,9048,0.262,179,94
2025-12-17,game_detail_spiderman2,4,7070,3469,0.444,175,53
2025-12-17,game_detail_astro,4,5864,2541,0.326,46,90
2025-12-17,game_detail_gta6,4,27069,9221,0.544,189,78
2025-12-17,support,4,7650,2195,0.412,189,61
2025-12-17,product_ps5_pro,5,18212,4319,0.312,104,90
2025-12-17,product_ps5,5,22806,5928,0.473,225,74
2025-12-17,psplus,5,13367,4709,0.320,113,657
2025-12-17,home,5,34695,9132,0.262,75,103
2025-12-17,game_detail_spiderman2,5,7062,3076,0.457,92,107
2025-12-17,game_detail_astro,5,6043,1561,0.385,53,104
2025-12-17,game_detail_gta6,5,15561,7355,0.543,111,60
2025-12-17,support,5,4410,2859,0.307,133,66
2025-12-17,product_ps5,6,20718,8208,0.356,136,59
2025-12-17,psplus,6,13367,2814,0.519,47,420
2025-12-17,product_ps5_pro,6,17428,4256,0.254,211,51
2025-12-17,home,6,28944,12372,0.494,105,84
2025-12-17,game_detail_spiderman2,6,6105,3916,0.382,76,78
2025-12-17,game_detail_astro,6,4053,1568,0.288,166,66
2025-12-17,game_detail_gta6,6,22701,6823,0.474,119,61
2025-12-17,support,6,6222,2547,0.410,107,93
2025-12-17,psplus,2,13461,3831,0.508,106,656
2025-12-17,product_ps5_pro,2,13994,6245,0.269,57,96
2025-12-17,product_ps5,2,16470,6056,0.266,82,98
2025-12-17,home,2,20520,7308,0.530,113,119
2025-12-17,game_detail_spiderman2,2,9752,2706,0.272,78,58
2025-12-17,game_detail_gta6,2,15519,7877,0.310,207,51
2025-12-17,game_detail_astro,2,5812,1657,0.308,173,86
2025-12-17,support,2,5148,1952,0.358,70,56
2025-12-17,product_ps5_pro,3,14692,4674,0.321,92,74
2025-12-17,product_ps5,3,22590,5528,0.532,51,115
2025-12-17,home,3,20304,8688,0.459,138,67
2025-12-17,psplus,3,9387,4396,0.523,222,434
2025-12-17,game_detail_spiderman2,3,8943,2996,0.250,128,107
2025-12-17,game_detail_gta6,3,23142,8503,0.534,131,117
2025-12-17,game_detail_astro,3,4751,1797,0.292,99,114
2025-12-17,support,3,4758,2205,0.296,101,67
2025-12-18,product_ps5,1,18810,8736,0.438,113,118
2025-12-18,psplus,1,10899,4755,0.417,67,778
2025-12-18,product_ps5_pro,1,10816,4877,0.269,186,62
2025-12-18,home,1,19359,10392,0.333,150,92
2025-12-18,game_detail_spiderman2,1,9430,2207,0.470,79,64
2025-12-18,game_detail_astro,1,6190,2084,0.291,103,69
2025-12-18,game_detail_gta6,1,24213,6057,0.501,187,90
2025-12-18,support,1,5106,2688,0.506,200,66
2025-12-18,psplus,4,8400,4102,0.474,96,615
2025-12-18,product_ps5_pro,4,12526,4104,0.410,162,54
2025-12-18,product_ps5,4,19620,8752,0.340,89,86
2025-12-18,home,4,32913,8328,0.431,222,60
2025-12-18,game_detail_spiderman2,4,6757,3106,0.508,157,108
2025-12-18,game_detail_astro,4,3817,1526,0.340,142,93
2025-12-18,game_detail_gta6,4,21966,7877,0.481,137,107
2025-12-18,support,4,4836,2528,0.315,174,64
2025-12-18,product_ps5_pro,5,16473,4839,0.427,214,88
2025-12-18,product_ps5,5,17802,7152,0.397,47,74
2025-12-18,psplus,5,12222,4853,0.478,160,365
2025-12-18,home,5,23814,9588,0.256,208,61
2025-12-18,game_detail_spiderman2,5,6996,2585,0.542,70,110
2025-12-18,game_detail_astro,5,6106,2301,0.525,137,76
2025-12-18,game_detail_gta6,5,17451,8073,0.334,45,106
2025-12-18,support,5,4968,2907,0.255,177,114
2025-12-18,product_ps5,6,13104,8152,0.407,177,118
2025-12-18,psplus,6,8936,5129,0.514,90,754
2025-12-18,product_ps5_pro,6,16530,4395,0.384,219,106
2025-12-18,home,6,26838,7644,0.387,134,81
2025-12-18,game_detail_spiderman2,6,5841,3285,0.511,97,111
2025-12-18,game_detail_astro,6,4016,2443,0.519,100,75
2025-12-18,game_detail_gta6,6,20055,9688,0.477,68,82
2025-12-18,support,6,5352,1816,0.469,174,73
2025-12-18,psplus,2,11676,4279,0.253,219,734
2025-12-18,product_ps5_pro,2,16388,5567,0.398,180,86
2025-12-18,product_ps5,2,14130,5824,0.435,100,74
2025-12-18,home,2,22491,13068,0.263,219,118
2025-12-18,game_detail_spiderman2,2,6699,2952,0.404,64,51
2025-12-18,game_detail_gta6,2,26670,7579,0.411,209,108
2025-12-18,game_detail_astro,2,5345,1605,0.390,215,108
2025-12-18,support,2,6636,2917,0.422,62,99
2025-12-18,product_ps5_pro,3,13652,4649,0.368,216,78
2025-12-18,product_ps5,3,23382,6920,0.383,132,87
2025-12-18,home,3,28863,12036,0.511,101,52
2025-12-18,psplus,3,7949,3253,0.312,171,458
2025-12-18,game_detail_spiderman2,3,9834,2328,0.549,221,114
2025-12-18,game_detail_gta6,3,23205,9259,0.417,169,70
2025-12-18,game_detail_astro,3,4253,1769,0.326,122,84
2025-12-18,support,3,6672,2477,0.423,45,85
2025-12-19,product_ps5,1,15786,5208,0.356,200,110
2025-12-19,psplus,1,12159,3089,0.495,133,590
2025-12-19,product_ps5_pro,1,16844,3996,0.350,117,60
2025-12-19,home,1,31968,11340,0.499,65,66
2025-12-19,game_detail_spiderman2,1,7516,3608,0.430,145,50
2025-12-19,game_detail_astro,1,6027,1878,0.367,204,81
2025-12-19,game_detail_gta6,1,24465,5861,0.292,142,107
2025-12-19,support,1,5940,2597,0.299,56,84
2025-12-19,psplus,4,11949,4928,0.424,88,490
2025-12-19,product_ps5_pro,4,12284,4851,0.317,90,50
2025-12-19,product_ps5,4,13212,5672,0.535,53,97
2025-12-19,home,4,23544,11664,0.364,199,68
2025-12-19,game_detail_spiderman2,4,6427,3124,0.384,222,83
2025-12-19,game_detail_astro,4,4473,1661,0.375,216,102
2025-12-19,game_detail_gta6,4,23646,7028,0.279,123,99
2025-12-19,support,4,4500,2267,0.494,97,116
2025-12-19,product_ps5_pro,5,17570,6960,0.371,145,92
2025-12-19,product_ps5,5,19854,8792,0.310,174,51
2025-12-19,psplus,5,8400,3005,0.452,128,569
2025-12-19,home,5,29484,12552,0.485,223,117
2025-12-19,game_detail_spiderman2,5,7978,3458,0.435,90,51
2025-12-19,game_detail_astro,5,5213,1512,0.348,113,99
2025-12-19,game_detail_gta6,5,24528,6496,0.490,136,100
2025-12-19,support,5,6420,1864,0.478,185,58
2025-12-19,product_ps5,6,17496,6472,0.482,121,93
2025-12-19,psplus,6,9282,2963,0.359,113,450
2025-12-19,product_ps5_pro,6,18397,6257,0.290,194,78
2025-12-19,home,6,31617,11592,0.498,137,103
2025-12-19,game_detail_spiderman2,6,6534,3667,0.258,53,51
2025-12-19,game_detail_astro,6,5376,1710,0.362,147,56
2025-12-19,game_detail_gta6,6,23898,10015,0.397,89,87
2025-12-19,support,6,6222,2613,0.412,193,68
2025-12-19,psplus,2,10542,4186,0.333,188,651
2025-12-19,product_ps5_pro,2,12027,4813,0.513,101,91
2025-12-19,product_ps5,2,14400,7232,0.450,82,54
2025-12-19,home,2,18981,8352,0.481,136,56
2025-12-19,game_detail_spiderman2,2,9554,3208,0.300,156,109
2025-12-19,game_detail_gta6,2,17703,10015,0.278,80,100
2025-12-19,game_detail_astro,2,5402,1855,0.519,156,51
2025-12-19,support,2,6222,2259,0.542,179,97
2025-12-19,product_ps5_pro,3,15490,6156,0.309,221,63
2025-12-19,product_ps5,3,16974,7656,0.468,67,67
2025-12-19,home,3,26514,10848,0.332,108,104
2025-12-19,psplus,3,7833,3673,0.418,225,742
2025-12-19,game_detail_spiderman2,3,8027,3282,0.349,215,69
2025-12-19,game_detail_gta6,3,25368,9735,0.287,134,66
2025-12-19,game_detail_astro,3,6510,2466,0.530,210,89
2025-12-19,support,3,7248,1992,0.299,162,101
2025-12-20,product_ps5,1,24368,6192,0.269,144,76
2025-12-20,psplus,1,10789,5063,0.508,204,367
2025-12-20,product_ps5_pro,1,20360,6523,0.378,91,79
2025-12-20,home,1,38543,7260,0.276,58,65
2025-12-20,game_detail_spiderman2,1,9219,2449,0.450,132,53
2025-12-20,game_detail_astro,1,6228,2275,0.293,223,119
2025-12-20,game_detail_gta6,1,31028,7065,0.353,164,85
2025-12-20,support,1,5460,1699,0.320,225,74
2025-12-20,psplus,4,13112,5101,0.513,87,748
2025-12-20,product_ps5_pro,4,16085,4763,0.428,183,50
2025-12-20,product_ps5,4,25673,8384,0.418,62,112
2025-12-20,home,4,36484,11952,0.327,218,118
2025-12-20,game_detail_spiderman2,4,11313,2721,0.298,154,93
2025-12-20,game_detail_astro,4,8249,2170,0.517,204,119
2025-12-20,game_detail_gta6,4,25751,6067,0.309,151,100
2025-12-20,support,4,6570,1981,0.439,66,68
2025-12-20,product_ps5_pro,5,18846,5922,0.497,209,80
2025-12-20,product_ps5,5,19103,5576,0.456,101,80
2025-12-20,psplus,5,9489,4555,0.292,186,746
2025-12-20,home,5,40129,8724,0.367,193,107
2025-12-20,game_detail_spiderman2,5,8972,2651,0.352,210,86
2025-12-20,game_detail_astro,5,7311,2228,0.357,106,95
2025-12-20,game_detail_gta6,5,29820,7616,0.344,202,109
2025-12-20,support,5,6563,2003,0.505,145,61
2025-12-20,product_ps5,6,23130,6896,0.463,140,111
2025-12-20,psplus,6,12193,4223,0.513,190,680
2025-12-20,product_ps5_pro,6,13805,5820,0.395,206,110
2025-12-20,home,6,23760,13104,0.398,177,72
2025-12-20,game_detail_spiderman2,6,10952,2277,0.271,64,70
2025-12-20,game_detail_astro,6,7245,2175,0.439,141,114
2025-12-20,game_detail_gta6,6,19583,9884,0.444,200,104
2025-12-20,support,6,6533,2491,0.272,107,113
2025-12-20,psplus,2,16236,3565,0.408,148,611
2025-12-20,product_ps5_pro,2,21126,4142,0.546,140,66
2025-12-20,product_ps5,2,22343,7248,0.365,78,113
2025-12-20,home,2,30240,7836,0.464,140,81
2025-12-20,game_detail_spiderman2,2,7435,2310,0.412,114,96
2025-12-20,game_detail_gta6,2,23389,9641,0.309,84,118
2025-12-20,game_detail_astro,2,7140,2420,0.346,61,92
2025-12-20,support,2,8700,2715,0.401,139,71
2025-12-20,product_ps5_pro,3,17973,6783,0.451,188,53
2025-12-20,product_ps5,3,25988,4992,0.457,131,77
2025-12-20,home,3,29295,8592,0.361,54,61
2025-12-20,psplus,3,10277,3747,0.314,197,385
2025-12-20,game_detail_spiderman2,3,8229,3337,0.328,218,94
2025-12-20,game_detail_gta6,3,30870,9380,0.479,206,72
2025-12-20,game_detail_astro,3,5519,2345,0.335,151,102
2025-12-20,support,3,7298,1752,0.301,158,110
2025-12-21,product_ps5,1,25628,6168,0.336,155,56
2025-12-21,psplus,1,12036,3155,0.545,108,506
2025-12-21,product_ps5_pro,1,15069,6384,0.315,125,107
