REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,COST_MICROS,SPEND,IMPRESSIONS,CLICKS,AD_GROUP,KEYWORD,QUALITY_SCORE,CONVERSIONS,CONVERSION_VALUE,SEARCH_IMPRESSION_SHARE,LOADED_AT
2025-12-24,Spider-Man 2 Sustain,765-432-9006,1827042000,1827.04,2734375,22523,AG_HERO_A_CAROUSEL,gta 6 preorder,7.0,1802,5352.14,0.665,2026-05-04 11:41:47.345000-07:00
2025-12-25,Spider-Man 2 Sustain,765-432-9006,1740888800,1740.89,2734375,21744,AG_HERO_A_CAROUSEL,gta 6 preorder,9.0,1740,5167.03,0.728,2026-05-04 11:41:47.345000-07:00
2025-12-26,Spider-Man 2 Sustain,765-432-9006,1452721200,1452.72,2734375,22050,AG_HERO_A_CAROUSEL,gta 6 preorder,9.9,1764,5239.74,0.738,2026-05-04 11:41:47.345000-07:00
2025-12-27,Spider-Man 2 Sustain,765-432-9006,2181384170,2181.38,3144531,21697,AG_HERO_A_CAROUSEL,gta 6 preorder,10.0,1736,5155.86,0.753,2026-05-04 11:41:47.345000-07:00
2025-12-28,Spider-Man 2 Sustain,765-432-9006,1299947810,1299.95,3144531,16080,AG_HERO_A_CAROUSEL,gta 6 preorder,7.5,1286,3821.09,0.869,2026-05-04 11:41:47.345000-07:00
2025-12-29,Spider-Man 2 Sustain,765-432-9006,1991624320,1991.62,4375000,25795,AG_HERO_A_CAROUSEL,gta 6 preorder,6.9,2064,6129.67,0.517,2026-05-04 11:41:47.345000-07:00
2025-12-30,Spider-Man 2 Sustain,765-432-9006,3015956160,3015.96,4375000,24255,AG_HERO_A_CAROUSEL,gta 6 preorder,7.4,1940,5763.72,0.695,2026-05-04 11:41:47.345000-07:00
2025-12-31,Spider-Man 2 Sustain,765-432-9006,1772973440,1772.97,4375000,32760,AG_HERO_A_CAROUSEL,gta 6 preorder,8.9,2621,7784.76,0.444,2026-05-04 11:41:47.345000-07:00
2026-01-01,Spider-Man 2 Sustain,765-432-9006,2103326400,2103.33,4375000,19712,AG_HERO_A_CAROUSEL,gta 6 preorder,9.2,1577,4684.16,0.861,2026-05-04 11:41:47.345000-07:00
2026-01-02,Spider-Man 2 Sustain,765-432-9006,2493095360,2493.10,4375000,18743,AG_HERO_A_CAROUSEL,gta 6 preorder,9.0,1499,4453.90,0.798,2026-05-04 11:41:47.345000-07:00
2026-01-03,Spider-Man 2 Sustain,765-432-9006,2987317648,2987.32,5031250,25953,AG_HERO_A_CAROUSEL,gta 6 preorder,6.6,2076,6167.21,0.587,2026-05-04 11:41:47.345000-07:00
2026-01-04,Spider-Man 2 Sustain,765-432-9006,1984256736,1984.26,5031250,20379,AG_HERO_A_CAROUSEL,gta 6 preorder,8.3,1630,4842.66,0.610,2026-05-04 11:41:47.345000-07:00
2026-01-05,Spider-Man 2 Sustain,765-432-9006,1715934080,1715.93,4375000,25410,AG_HERO_A_CAROUSEL,gta 6 preorder,6.4,2033,6038.18,0.575,2026-05-04 11:41:47.345000-07:00
2026-01-06,Spider-Man 2 Sustain,765-432-9006,2873357760,2873.36,4375000,22509,AG_HERO_A_CAROUSEL,gta 6 preorder,9.5,1801,5348.81,0.616,2026-05-04 11:41:47.345000-07:00
2026-01-07,Spider-Man 2 Sustain,765-432-9006,3044475840,3044.48,4375000,21315,AG_HERO_A_CAROUSEL,gta 6 preorder,6.2,1705,5065.08,0.574,2026-05-04 11:41:47.345000-07:00
2026-01-08,Spider-Man 2 Sustain,765-432-9006,3004072960,3004.07,4375000,29127,AG_HERO_A_CAROUSEL,gta 6 preorder,9.7,2330,6921.45,0.631,2026-05-04 11:41:47.345000-07:00
2026-01-09,Spider-Man 2 Sustain,765-432-9006,2466952320,2466.95,4375000,21168,AG_HERO_A_CAROUSEL,gta 6 preorder,9.6,1693,5030.15,0.614,2026-05-04 11:41:47.345000-07:00
2026-01-10,Spider-Man 2 Sustain,765-432-9006,1986989872,1986.99,5031250,24573,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,1966,5839.28,0.494,2026-05-04 11:41:47.345000-07:00
2026-01-11,Spider-Man 2 Sustain,765-432-9006,2134579216,2134.58,5031250,30646,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,2452,7282.41,0.504,2026-05-04 11:41:47.345000-07:00
2026-01-13,Spider-Man 2 Sustain,765-432-9006,1834766080,1834.77,4375000,15288,AG_HERO_A_CAROUSEL,gta 6 preorder,8.8,1223,3632.89,0.725,2026-05-04 11:41:47.345000-07:00
2026-01-14,Spider-Man 2 Sustain,765-432-9006,1927455040,1927.46,4375000,16065,AG_HERO_A_CAROUSEL,gta 6 preorder,9.2,1285,3817.53,0.680,2026-05-04 11:41:47.345000-07:00
2026-01-15,Spider-Man 2 Sustain,765-432-9006,2623810560,2623.81,4375000,26775,AG_HERO_A_CAROUSEL,gta 6 preorder,9.6,2142,6362.54,0.636,2026-05-04 11:41:47.345000-07:00
2026-01-16,Spider-Man 2 Sustain,765-432-9006,2687979840,2687.98,4375000,20580,AG_HERO_A_CAROUSEL,gta 6 preorder,7.6,1646,4890.43,0.648,2026-05-04 11:41:47.345000-07:00
2026-01-17,Spider-Man 2 Sustain,765-432-9006,2033453184,2033.45,5031250,23764,AG_HERO_A_CAROUSEL,gta 6 preorder,8.9,1901,5647.04,0.842,2026-05-04 11:41:47.345000-07:00
2026-01-18,Spider-Man 2 Sustain,765-432-9006,3000983328,3000.98,5031250,25349,AG_HERO_A_CAROUSEL,gta 6 preorder,6.0,2028,6023.68,0.810,2026-05-04 11:41:47.345000-07:00
2026-01-19,Spider-Man 2 Sustain,765-432-9006,1780103360,1780.10,4375000,21735,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,1739,5164.89,0.558,2026-05-04 11:41:47.345000-07:00
2026-01-20,Spider-Man 2 Sustain,765-432-9006,2459822400,2459.82,4375000,23625,AG_HERO_A_CAROUSEL,gta 6 preorder,8.6,1890,5614.01,0.601,2026-05-04 11:41:47.345000-07:00
2026-01-21,Spider-Man 2 Sustain,765-432-9006,2859097920,2859.10,4375000,12320,AG_HERO_A_CAROUSEL,gta 6 preorder,7.7,986,2927.60,0.533,2026-05-04 11:41:47.345000-07:00
2026-01-22,Spider-Man 2 Sustain,765-432-9006,2257808000,2257.81,4375000,23122,AG_HERO_A_CAROUSEL,gta 6 preorder,9.8,1850,5494.48,0.459,2026-05-04 11:41:47.345000-07:00
2026-01-23,Spider-Man 2 Sustain,765-432-9006,2005884160,2005.88,4375000,12556,AG_HERO_A_CAROUSEL,gta 6 preorder,7.5,1004,2983.68,0.853,2026-05-04 11:41:47.345000-07:00
2026-01-24,Spider-Man 2 Sustain,765-432-9006,3225100480,3225.10,5031250,16553,AG_HERO_A_CAROUSEL,gta 6 preorder,7.8,1324,3933.49,0.464,2026-05-04 11:41:47.345000-07:00
2026-01-25,Spider-Man 2 Sustain,765-432-9006,2424291632,2424.29,5031250,27118,AG_HERO_A_CAROUSEL,gta 6 preorder,9.2,2169,6444.05,0.612,2026-05-04 11:41:47.345000-07:00
2026-01-26,Spider-Man 2 Sustain,765-432-9006,2288704320,2288.70,4375000,19294,AG_HERO_A_CAROUSEL,gta 6 preorder,8.2,1544,4584.83,0.470,2026-05-04 11:41:47.345000-07:00
2026-01-27,Spider-Man 2 Sustain,765-432-9006,2562017920,2562.02,4375000,21744,AG_HERO_A_CAROUSEL,gta 6 preorder,7.9,1740,5167.03,0.798,2026-05-04 11:41:47.345000-07:00
2026-01-28,Spider-Man 2 Sustain,765-432-9006,1739700480,1739.70,4375000,14700,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,1176,3493.16,0.475,2026-05-04 11:41:47.345000-07:00
2026-01-29,Spider-Man 2 Sustain,765-432-9006,2657083520,2657.08,4375000,22509,AG_HERO_A_CAROUSEL,gta 6 preorder,6.8,1801,5348.81,0.470,2026-05-04 11:41:47.345000-07:00
2026-01-30,Spider-Man 2 Sustain,765-432-9006,2043910400,2043.91,4375000,20825,AG_HERO_A_CAROUSEL,gta 6 preorder,8.2,1666,4948.65,0.456,2026-05-04 11:41:47.345000-07:00
2026-01-31,Spider-Man 2 Sustain,765-432-9006,2790531856,2790.53,5031250,25358,AG_HERO_A_CAROUSEL,gta 6 preorder,6.8,2029,6025.82,0.800,2026-05-04 11:41:47.345000-07:00
2025-11-01,Spider-Man 2 Sustain,765-432-9006,2174551330,2174.55,3144531,44967,AG_HERO_A_CAROUSEL,gta 6 preorder,7.3,3597,10685.51,0.580,2026-05-04 11:41:47.345000-07:00
2025-11-02,Spider-Man 2 Sustain,765-432-9006,1732124940,1732.12,3144531,39304,AG_HERO_A_CAROUSEL,gta 6 preorder,7.4,3144,9339.81,0.480,2026-05-04 11:41:47.345000-07:00
2025-11-03,Spider-Man 2 Sustain,765-432-9006,1258133800,1258.13,2734375,33902,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,2712,8056.13,0.553,2026-05-04 11:41:47.345000-07:00
2025-11-04,Spider-Man 2 Sustain,765-432-9006,1831498200,1831.50,2734375,35494,AG_HERO_A_CAROUSEL,gta 6 preorder,6.1,2840,8434.44,0.684,2026-05-04 11:41:47.345000-07:00
2025-11-05,Spider-Man 2 Sustain,765-432-9006,1241794400,1241.79,2734375,25145,AG_HERO_A_CAROUSEL,gta 6 preorder,8.4,2012,5975.21,0.577,2026-05-04 11:41:47.345000-07:00
2025-11-06,Spider-Man 2 Sustain,765-432-9006,1154155800,1154.16,2734375,36750,AG_HERO_A_CAROUSEL,gta 6 preorder,9.6,2940,8732.90,0.611,2026-05-04 11:41:47.345000-07:00
2025-11-07,Spider-Man 2 Sustain,765-432-9006,1274473200,1274.47,2734375,26031,AG_HERO_A_CAROUSEL,gta 6 preorder,8.7,2082,6185.75,0.531,2026-05-04 11:41:47.345000-07:00
2025-11-08,Spider-Man 2 Sustain,765-432-9006,2128429660,2128.43,3144531,42152,AG_HERO_A_CAROUSEL,gta 6 preorder,9.5,3372,10016.58,0.683,2026-05-04 11:41:47.345000-07:00
2025-11-09,Spider-Man 2 Sustain,765-432-9006,1347777690,1347.78,3144531,42678,AG_HERO_A_CAROUSEL,gta 6 preorder,6.7,3414,10141.58,0.661,2026-05-04 11:41:47.345000-07:00
2025-11-11,Spider-Man 2 Sustain,765-432-9006,1838925200,1838.93,2734375,26666,AG_HERO_A_CAROUSEL,gta 6 preorder,6.3,2133,6336.64,0.871,2026-05-04 11:41:47.345000-07:00
2025-11-12,Spider-Man 2 Sustain,765-432-9006,1540359800,1540.36,2734375,36159,AG_HERO_A_CAROUSEL,gta 6 preorder,6.5,2893,8592.46,0.861,2026-05-04 11:41:47.345000-07:00
2025-11-13,Spider-Man 2 Sustain,765-432-9006,1798819400,1798.82,2734375,24966,AG_HERO_A_CAROUSEL,gta 6 preorder,7.0,1997,5932.67,0.539,2026-05-04 11:41:47.345000-07:00
2025-11-14,Spider-Man 2 Sustain,765-432-9006,1250706800,1250.71,2734375,20090,AG_HERO_A_CAROUSEL,gta 6 preorder,9.0,1607,4773.99,0.440,2026-05-04 11:41:47.345000-07:00
2025-11-15,Spider-Man 2 Sustain,765-432-9006,1849991430,1849.99,3144531,40489,AG_HERO_A_CAROUSEL,gta 6 preorder,6.5,3239,9621.40,0.421,2026-05-04 11:41:47.345000-07:00
2025-11-16,Spider-Man 2 Sustain,765-432-9006,1303364230,1303.36,3144531,27949,AG_HERO_A_CAROUSEL,gta 6 preorder,8.8,2236,6641.52,0.823,2026-05-04 11:41:47.345000-07:00
2025-11-17,Spider-Man 2 Sustain,765-432-9006,1218028000,1218.03,2734375,22175,AG_HERO_A_CAROUSEL,gta 6 preorder,8.3,1774,5269.45,0.862,2026-05-04 11:41:47.345000-07:00
2025-11-18,Spider-Man 2 Sustain,765-432-9006,1133360200,1133.36,2734375,27641,AG_HERO_A_CAROUSEL,gta 6 preorder,8.5,2211,6568.33,0.573,2026-05-04 11:41:47.345000-07:00
2025-11-19,Spider-Man 2 Sustain,765-432-9006,1690385200,1690.39,2734375,19427,AG_HERO_A_CAROUSEL,gta 6 preorder,7.0,1554,4616.44,0.606,2026-05-04 11:41:47.345000-07:00
2025-11-20,Spider-Man 2 Sustain,765-432-9006,1317549800,1317.55,2734375,31535,AG_HERO_A_CAROUSEL,gta 6 preorder,9.6,2523,7493.66,0.429,2026-05-04 11:41:47.345000-07:00
2025-11-21,Spider-Man 2 Sustain,765-432-9006,1614629800,1614.63,2734375,32616,AG_HERO_A_CAROUSEL,gta 6 preorder,7.8,2609,7750.54,0.599,2026-05-04 11:41:47.345000-07:00
2025-11-22,Spider-Man 2 Sustain,765-432-9006,1781663030,1781.66,3144531,30872,AG_HERO_A_CAROUSEL,gta 6 preorder,9.0,2470,7336.11,0.405,2026-05-04 11:41:47.345000-07:00
2025-11-23,Spider-Man 2 Sustain,765-432-9006,1453686710,1453.69,3144531,27466,AG_HERO_A_CAROUSEL,gta 6 preorder,6.4,2197,6526.75,0.440,2026-05-04 11:41:47.345000-07:00
2025-11-24,Spider-Man 2 Sustain,765-432-9006,1265560800,1265.56,2734375,25436,AG_HERO_A_CAROUSEL,gta 6 preorder,8.2,2035,6044.36,0.431,2026-05-04 11:41:47.345000-07:00
2025-11-25,Spider-Man 2 Sustain,765-432-9006,1583436400,1583.44,2734375,35350,AG_HERO_A_CAROUSEL,gta 6 preorder,6.4,2828,8400.22,0.757,2026-05-04 11:41:47.345000-07:00
2025-11-26,Spider-Man 2 Sustain,765-432-9006,1399246800,1399.25,2734375,33031,AG_HERO_A_CAROUSEL,gta 6 preorder,6.2,2642,7849.16,0.411,2026-05-04 11:41:47.345000-07:00
2025-11-27,Spider-Man 2 Sustain,765-432-9006,1911709800,1911.71,2734375,18191,AG_HERO_A_CAROUSEL,gta 6 preorder,7.5,1455,4322.73,0.688,2026-05-04 11:41:47.345000-07:00
2025-11-28,Spider-Man 2 Sustain,765-432-9006,1336860000,1336.86,2734375,31299,AG_HERO_A_CAROUSEL,gta 6 preorder,8.7,2504,7437.58,0.511,2026-05-04 11:41:47.345000-07:00
2025-11-29,Spider-Man 2 Sustain,765-432-9006,1853407850,1853.41,3144531,27330,AG_HERO_A_CAROUSEL,gta 6 preorder,6.4,2186,6494.43,0.594,2026-05-04 11:41:47.345000-07:00
2025-12-02,Spider-Man 2 Sustain,765-432-9006,1243279800,1243.28,2734375,30433,AG_HERO_A_CAROUSEL,gta 6 preorder,6.5,2435,7231.80,0.619,2026-05-04 11:41:47.345000-07:00
2025-12-04,Spider-Man 2 Sustain,765-432-9006,1357655600,1357.66,2734375,30791,AG_HERO_A_CAROUSEL,gta 6 preorder,8.1,2463,7316.87,0.429,2026-05-04 11:41:47.345000-07:00
2025-12-05,Spider-Man 2 Sustain,765-432-9006,1751286600,1751.29,2734375,16124,AG_HERO_A_CAROUSEL,gta 6 preorder,8.5,1290,3831.55,0.572,2026-05-04 11:41:47.345000-07:00
2025-12-06,Spider-Man 2 Sustain,765-432-9006,2046435580,2046.44,3144531,19697,AG_HERO_A_CAROUSEL,gta 6 preorder,6.6,1576,4680.60,0.702,2026-05-04 11:41:47.345000-07:00
2025-12-07,Spider-Man 2 Sustain,765-432-9006,2087432620,2087.43,3144531,25971,AG_HERO_A_CAROUSEL,gta 6 preorder,7.9,2078,6171.49,0.610,2026-05-04 11:41:47.345000-07:00
2025-12-08,Spider-Man 2 Sustain,765-432-9006,1662162600,1662.16,2734375,27143,AG_HERO_A_CAROUSEL,gta 6 preorder,8.2,2171,6449.99,0.605,2026-05-04 11:41:47.345000-07:00
2025-12-09,Spider-Man 2 Sustain,765-432-9006,1746830400,1746.83,2734375,19222,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,1538,4567.72,0.634,2026-05-04 11:41:47.345000-07:00
2025-12-10,Spider-Man 2 Sustain,765-432-9006,1855264600,1855.26,2734375,27654,AG_HERO_A_CAROUSEL,gta 6 preorder,6.8,2212,6571.42,0.747,2026-05-04 11:41:47.345000-07:00
2025-12-11,Spider-Man 2 Sustain,765-432-9006,1088798200,1088.80,2734375,27705,AG_HERO_A_CAROUSEL,gta 6 preorder,9.0,2216,6583.54,0.769,2026-05-04 11:41:47.345000-07:00
2025-12-13,Spider-Man 2 Sustain,765-432-9006,1750915250,1750.92,3144531,20880,AG_HERO_A_CAROUSEL,gta 6 preorder,8.4,1670,4961.72,0.643,2026-05-04 11:41:47.345000-07:00
2025-12-14,Spider-Man 2 Sustain,765-432-9006,1212829100,1212.83,3144531,24547,AG_HERO_A_CAROUSEL,gta 6 preorder,7.1,1964,5833.10,0.390,2026-05-04 11:41:47.345000-07:00
2025-12-15,Spider-Man 2 Sustain,765-432-9006,1157126600,1157.13,2734375,20731,AG_HERO_A_CAROUSEL,gta 6 preorder,9.9,1658,4926.31,0.809,2026-05-04 11:41:47.345000-07:00
2025-12-16,Spider-Man 2 Sustain,765-432-9006,1510651800,1510.65,2734375,27825,AG_HERO_A_CAROUSEL,gta 6 preorder,9.1,2226,6612.06,0.398,2026-05-04 11:41:47.345000-07:00
2025-12-17,Spider-Man 2 Sustain,765-432-9006,1284871000,1284.87,2734375,19701,AG_HERO_A_CAROUSEL,gta 6 preorder,7.5,1576,4681.55,0.737,2026-05-04 11:41:47.345000-07:00
2025-12-18,Spider-Man 2 Sustain,765-432-9006,1488370800,1488.37,2734375,15186,AG_HERO_A_CAROUSEL,gta 6 preorder,6.6,1215,3608.65,0.572,2026-05-04 11:41:47.345000-07:00
2025-12-19,Spider-Man 2 Sustain,765-432-9006,1482429200,1482.43,2734375,14823,AG_HERO_A_CAROUSEL,gta 6 preorder,8.5,1186,3522.39,0.833,2026-05-04 11:41:47.345000-07:00
2025-12-20,Spider-Man 2 Sustain,765-432-9006,2155761020,2155.76,3144531,17016,AG_HERO_A_CAROUSEL,gta 6 preorder,7.3,1361,4043.51,0.605,2026-05-04 11:41:47.345000-07:00
2025-12-21,Spider-Man 2 Sustain,765-432-9006,2121596820,2121.60,3144531,18490,AG_HERO_A_CAROUSEL,gta 6 preorder,6.4,1479,4393.78,0.874,2026-05-04 11:41:47.345000-07:00
2025-12-22,Spider-Man 2 Sustain,765-432-9006,1148214200,1148.21,2734375,24605,AG_HERO_A_CAROUSEL,gta 6 preorder,8.6,1968,5846.89,0.576,2026-05-04 11:41:47.345000-07:00
2025-12-23,Spider-Man 2 Sustain,765-432-9006,1393305200,1393.31,2734375,16608,AG_HERO_A_CAROUSEL,gta 6 preorder,7.5,1329,3946.56,0.561,2026-05-04 11:41:47.345000-07:00
2025-12-24,Spider-Man 2 Sustain,765-432-9006,1639881600,1639.88,2734375,25200,AG_HERO_A_CAROUSEL,gta 6 preorder,7.3,2016,5988.28,0.718,2026-05-04 11:41:47.345000-07:00
2025-12-25,Spider-Man 2 Sustain,765-432-9006,1862691600,1862.69,2734375,22054,AG_HERO_A_CAROUSEL,gta 6 preorder,7.2,1764,5240.69,0.625,2026-05-04 11:41:47.345000-07:00
2025-12-26,Spider-Man 2 Sustain,765-432-9006,1858235400,1858.24,2734375,23122,AG_HERO_A_CAROUSEL,gta 6 preorder,9.0,1850,5494.48,0.429,2026-05-04 11:41:47.345000-07:00
2025-12-27,Spider-Man 2 Sustain,765-432-9006,1395607570,1395.61,3144531,21177,AG_HERO_A_CAROUSEL,gta 6 preorder,10.0,1694,5032.29,0.852,2026-05-04 11:41:47.345000-07:00
2025-12-28,Spider-Man 2 Sustain,765-432-9006,1264075400,1264.08,3144531,23264,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,1861,5528.23,0.548,2026-05-04 11:41:47.345000-07:00
2025-12-29,Spider-Man 2 Sustain,765-432-9006,3063488960,3063.49,4375000,21574,AG_HERO_A_CAROUSEL,gta 6 preorder,9.6,1726,5126.63,0.553,2026-05-04 11:41:47.345000-07:00
2025-12-30,Spider-Man 2 Sustain,765-432-9006,1777726720,1777.73,4375000,33495,AG_HERO_A_CAROUSEL,gta 6 preorder,8.5,2680,7959.42,0.656,2026-05-04 11:41:47.345000-07:00
2025-12-31,Spider-Man 2 Sustain,765-432-9006,2728382720,2728.38,4375000,36400,AG_HERO_A_CAROUSEL,gta 6 preorder,7.7,2912,8649.73,0.744,2026-05-04 11:41:47.345000-07:00
2026-01-01,Spider-Man 2 Sustain,765-432-9006,2569147840,2569.15,4375000,24192,AG_HERO_A_CAROUSEL,gta 6 preorder,6.2,1935,5748.75,0.572,2026-05-04 11:41:47.345000-07:00
2026-01-02,Spider-Man 2 Sustain,765-432-9006,2457445760,2457.45,4375000,27783,AG_HERO_A_CAROUSEL,gta 6 preorder,7.9,2223,6602.08,0.431,2026-05-04 11:41:47.345000-07:00
2026-01-03,Spider-Man 2 Sustain,765-432-9006,2410625952,2410.63,5031250,26702,AG_HERO_A_CAROUSEL,gta 6 preorder,8.7,2136,6345.20,0.464,2026-05-04 11:41:47.345000-07:00
2026-01-04,Spider-Man 2 Sustain,765-432-9006,2498086304,2498.09,5031250,23816,AG_HERO_A_CAROUSEL,gta 6 preorder,9.0,1905,5659.40,0.473,2026-05-04 11:41:47.345000-07:00
2026-01-05,Spider-Man 2 Sustain,765-432-9006,1789609920,1789.61,4375000,23520,AG_HERO_A_CAROUSEL,gta 6 preorder,9.4,1882,5589.06,0.717,2026-05-04 11:41:47.345000-07:00
2026-01-06,Spider-Man 2 Sustain,765-432-9006,2847214720,2847.21,4375000,23541,AG_HERO_A_CAROUSEL,gta 6 preorder,7.8,1883,5594.05,0.522,2026-05-04 11:41:47.345000-07:00
2026-01-07,Spider-Man 2 Sustain,765-432-9006,2951786880,2951.79,4375000,31262,AG_HERO_A_CAROUSEL,gta 6 preorder,6.2,2501,7428.79,0.510,2026-05-04 11:41:47.345000-07:00
2026-01-08,Spider-Man 2 Sustain,765-432-9006,2856721280,2856.72,4375000,22344,AG_HERO_A_CAROUSEL,gta 6 preorder,10.0,1788,5309.61,0.862,2026-05-04 11:41:47.345000-07:00
2026-01-09,Spider-Man 2 Sustain,765-432-9006,2704616320,2704.62,4375000,25480,AG_HERO_A_CAROUSEL,gta 6 preorder,7.2,2038,6054.81,0.580,2026-05-04 11:41:47.345000-07:00
2026-01-10,Spider-Man 2 Sustain,765-432-9006,3252431840,3252.43,5031250,18153,AG_HERO_A_CAROUSEL,gta 6 preorder,9.1,1452,4313.70,0.761,2026-05-04 11:41:47.345000-07:00
2026-01-11,Spider-Man 2 Sustain,765-432-9006,2569147840,2569.15,5031250,34776,AG_HERO_A_CAROUSEL,gta 6 preorder,6.7,2782,8263.82,0.445,2026-05-04 11:41:47.345000-07:00
2026-01-13,Spider-Man 2 Sustain,765-432-9006,2859097920,2859.10,4375000,26936,AG_HERO_A_CAROUSEL,gta 6 preorder,7.1,2155,6400.80,0.422,2026-05-04 11:41:47.345000-07:00
2026-01-14,Spider-Man 2 Sustain,765-432-9006,1856155840,1856.16,4375000,27668,AG_HERO_A_CAROUSEL,gta 6 preorder,9.3,2213,6574.75,0.790,2026-05-04 11:41:47.345000-07:00
2026-01-15,Spider-Man 2 Sustain,765-432-9006,2127092800,2127.09,4375000,26950,AG_HERO_A_CAROUSEL,gta 6 preorder,7.1,2156,6404.13,0.397,2026-05-04 11:41:47.345000-07:00
2026-01-16,Spider-Man 2 Sustain,765-432-9006,2811565120,2811.57,4375000,23153,AG_HERO_A_CAROUSEL,gta 6 preorder,6.4,1852,5501.85,0.562,2026-05-04 11:41:47.345000-07:00
2026-01-17,Spider-Man 2 Sustain,765-432-9006,2850660848,2850.66,5031250,15456,AG_HERO_A_CAROUSEL,gta 6 preorder,9.2,1236,3672.81,0.454,2026-05-04 11:41:47.345000-07:00
2026-01-18,Spider-Man 2 Sustain,765-432-9006,3072044864,3072.04,5031250,19107,AG_HERO_A_CAROUSEL,gta 6 preorder,9.9,1529,4540.40,0.794,2026-05-04 11:41:47.345000-07:00
2026-01-19,Spider-Man 2 Sustain,765-432-9006,2690356480,2690.36,4375000,19481,AG_HERO_A_CAROUSEL,gta 6 preorder,8.4,1558,4629.27,0.391,2026-05-04 11:41:47.345000-07:00
2026-01-20,Spider-Man 2 Sustain,765-432-9006,1960728000,1960.73,4375000,21420,AG_HERO_A_CAROUSEL,gta 6 preorder,8.3,1714,5090.04,0.847,2026-05-04 11:41:47.345000-07:00
2026-01-21,Spider-Man 2 Sustain,765-432-9006,1906065280,1906.07,4375000,17864,AG_HERO_A_CAROUSEL,gta 6 preorder,9.9,1429,4245.02,0.517,2026-05-04 11:41:47.345000-07:00
2026-01-22,Spider-Man 2 Sustain,765-432-9006,2272067840,2272.07,4375000,21131,AG_HERO_A_CAROUSEL,gta 6 preorder,7.6,1690,5021.36,0.520,2026-05-04 11:41:47.345000-07:00
2026-01-23,Spider-Man 2 Sustain,765-432-9006,2362380160,2362.38,4375000,15772,AG_HERO_A_CAROUSEL,gta 6 preorder,8.2,1262,3747.90,0.653,2026-05-04 11:41:47.345000-07:00
2026-01-24,Spider-Man 2 Sustain,765-432-9006,2522684528,2522.68,5031250,18842,AG_HERO_A_CAROUSEL,gta 6 preorder,7.3,1507,4477.43,0.778,2026-05-04 11:41:47.345000-07:00
2026-01-25,Spider-Man 2 Sustain,765-432-9006,2506285712,2506.29,5031250,27999,AG_HERO_A_CAROUSEL,gta 6 preorder,8.1,2240,6653.40,0.805,2026-05-04 11:41:47.345000-07:00
2026-01-26,Spider-Man 2 Sustain,765-432-9006,2638070400,2638.07,4375000,15925,AG_HERO_A_CAROUSEL,gta 6 preorder,7.2,1274,3784.26,0.678,2026-05-04 11:41:47.345000-07:00
2026-01-27,Spider-Man 2 Sustain,765-432-9006,2414666240,2414.67,4375000,18681,AG_HERO_A_CAROUSEL,gta 6 preorder,8.2,1494,4439.17,0.509,2026-05-04 11:41:47.345000-07:00
2026-01-28,Spider-Man 2 Sustain,765-432-9006,1682661120,1682.66,4375000,18069,AG_HERO_A_CAROUSEL,gta 6 preorder,8.2,1446,4293.74,0.771,2026-05-04 11:41:47.345000-07:00
2026-01-29,Spider-Man 2 Sustain,765-432-9006,2730759360,2730.76,4375000,14547,AG_HERO_A_CAROUSEL,gta 6 preorder,9.1,1164,3456.80,0.414,2026-05-04 11:41:47.345000-07:00
2026-01-30,Spider-Man 2 Sustain,765-432-9006,3023086080,3023.09,4375000,12863,AG_HERO_A_CAROUSEL,gta 6 preorder,6.8,1029,3056.64,0.556,2026-05-04 11:41:47.345000-07:00
2026-01-31,Spider-Man 2 Sustain,765-432-9006,3446484496,3446.48,5031250,19899,AG_HERO_A_CAROUSEL,gta 6 preorder,6.5,1592,4728.60,0.557,2026-05-04 11:41:47.345000-07:00
2025-11-01,Spider-Man 2 Sustain,765-432-9006,1920028040,1920.03,3144531,48426,AG_HERO_A_CAROUSEL,gta 6 preorder,6.1,3874,11507.47,0.725,2026-05-04 11:41:47.345000-07:00
2025-11-02,Spider-Man 2 Sustain,765-432-9006,1274324660,1274.32,3144531,28698,AG_HERO_A_CAROUSEL,gta 6 preorder,9.7,2296,6819.51,0.455,2026-05-04 11:41:47.345000-07:00
2025-11-03,Spider-Man 2 Sustain,765-432-9006,1287841800,1287.84,2734375,24216,AG_HERO_A_CAROUSEL,gta 6 preorder,8.0,1937,5754.45,0.735,2026-05-04 11:41:47.345000-07:00
2025-11-04,Spider-Man 2 Sustain,765-432-9006,1724549400,1724.55,2734375,30691,AG_HERO_A_CAROUSEL,gta 6 preorder,9.8,2455,7293.10,0.478,2026-05-04 11:41:47.345000-07:00
2025-11-05,Spider-Man 2 Sustain,765-432-9006,1665133400,1665.13,2734375,32292,AG_HERO_A_CAROUSEL,gta 6 preorder,7.8,2583,7673.55,0.392,2026-05-04 11:41:47.345000-07:00
