REPORT_DATE,CAMPAIGN_NAME,ADVERTISER_ID,SPEND,IMPRESSIONS,CLICKS,PLACEMENT,VIDEO_PLAY_ACTIONS,PROFILE_VISITS,COMPLETE_PAYMENT,LOADED_AT
2025-12-29,Holiday Bundle 2025,adv_00720003,1716.48,4888889,38016,TT_SPARK,2000533,6843,570,2026-05-04 11:41:51.303000-07:00
2025-12-30,Holiday Bundle 2025,adv_00720003,1275.78,4888889,29724,TT_SPARK,1337991,5350,446,2026-05-04 11:41:51.303000-07:00
2026-01-01,Holiday Bundle 2025,adv_00720003,1846.45,4888889,37828,TT_SPARK,1260551,6809,567,2026-05-04 11:41:51.303000-07:00
2025-11-16,Holiday Bundle 2025,adv_00720003,940.59,3513889,43572,TT_SPARK,828715,7843,654,2026-05-04 11:41:51.303000-07:00
2025-11-17,Holiday Bundle 2025,adv_00720003,1199.78,3055556,30367,TT_SPARK,693733,5466,456,2026-05-04 11:41:51.303000-07:00
2025-11-18,Holiday Bundle 2025,adv_00720003,866.46,3055556,37576,TT_SPARK,1379400,6764,564,2026-05-04 11:41:51.303000-07:00
2025-11-19,Holiday Bundle 2025,adv_00720003,921.54,3055556,34014,TT_SPARK,900778,6123,510,2026-05-04 11:41:51.303000-07:00
2025-11-20,Holiday Bundle 2025,adv_00720003,1118.55,3055556,34907,TT_SPARK,841622,6283,524,2026-05-04 11:41:51.303000-07:00
2025-11-22,Holiday Bundle 2025,adv_00720003,1024.34,3513889,49757,TT_SPARK,828715,8956,746,2026-05-04 11:41:51.303000-07:00
2025-11-23,Holiday Bundle 2025,adv_00720003,950.25,3513889,29272,TT_SPARK,1509005,5269,439,2026-05-04 11:41:51.303000-07:00
2025-11-24,Holiday Bundle 2025,adv_00720003,1186.71,3055556,38847,TT_SPARK,838933,6992,583,2026-05-04 11:41:51.303000-07:00
2025-11-25,Holiday Bundle 2025,adv_00720003,1170.83,3055556,27268,TT_SPARK,935733,4908,409,2026-05-04 11:41:51.303000-07:00
2025-11-26,Holiday Bundle 2025,adv_00720003,763.75,3055556,38735,TT_SPARK,736755,6972,581,2026-05-04 11:41:51.303000-07:00
2025-11-27,Holiday Bundle 2025,adv_00720003,860.85,3055556,43919,TT_SPARK,1078245,7905,659,2026-05-04 11:41:51.303000-07:00
2025-11-28,Holiday Bundle 2025,adv_00720003,2401.89,6416667,75316,TT_SPARK,1547187,13557,1130,2026-05-04 11:41:51.303000-07:00
2025-11-29,Holiday Bundle 2025,adv_00720003,2414.93,7379167,83219,TT_SPARK,3441644,14979,1248,2026-05-04 11:41:51.303000-07:00
2025-11-30,Holiday Bundle 2025,adv_00720003,1939.16,7379167,66885,TT_SPARK,2383176,12039,1003,2026-05-04 11:41:51.303000-07:00
2025-12-01,Holiday Bundle 2025,adv_00720003,2041.12,6416667,63787,TT_SPARK,2704753,11482,957,2026-05-04 11:41:51.303000-07:00
2025-12-02,Holiday Bundle 2025,adv_00720003,2490.12,6416667,52114,TT_SPARK,1518953,9381,782,2026-05-04 11:41:51.303000-07:00
2025-12-03,Holiday Bundle 2025,adv_00720003,1727.40,6416667,51631,TT_SPARK,2032800,9294,774,2026-05-04 11:41:51.303000-07:00
2025-12-04,Holiday Bundle 2025,adv_00720003,1827.40,6416667,81620,TT_SPARK,2066680,14692,1224,2026-05-04 11:41:51.303000-07:00
2025-12-05,Holiday Bundle 2025,adv_00720003,1872.50,6416667,77077,TT_SPARK,2806393,13874,1156,2026-05-04 11:41:51.303000-07:00
2025-12-06,Holiday Bundle 2025,adv_00720003,2173.66,7379167,96390,TT_SPARK,3519568,17350,1446,2026-05-04 11:41:51.303000-07:00
2025-12-07,Holiday Bundle 2025,adv_00720003,2169.15,7379167,96071,TT_SPARK,2545517,17293,1441,2026-05-04 11:41:51.303000-07:00
2025-12-08,Holiday Bundle 2025,adv_00720003,1607.80,6416667,69115,TT_SPARK,2467593,12441,1037,2026-05-04 11:41:51.303000-07:00
2025-12-09,Holiday Bundle 2025,adv_00720003,2525.42,6416667,71030,TT_SPARK,2038447,12785,1065,2026-05-04 11:41:51.303000-07:00
2025-12-10,Holiday Bundle 2025,adv_00720003,2243.07,6416667,66220,TT_SPARK,2998380,11920,993,2026-05-04 11:41:51.303000-07:00
2025-12-11,Holiday Bundle 2025,adv_00720003,1907.79,6416667,45230,TT_SPARK,2812040,8141,678,2026-05-04 11:41:51.303000-07:00
2025-12-12,Holiday Bundle 2025,adv_00720003,2499.93,6416667,65399,TT_SPARK,2840274,11772,981,2026-05-04 11:41:51.303000-07:00
2025-12-13,Holiday Bundle 2025,adv_00720003,2263.86,7379167,68715,TT_SPARK,2863707,12369,1031,2026-05-04 11:41:51.303000-07:00
2025-12-14,Holiday Bundle 2025,adv_00720003,2482.58,7379167,70840,TT_SPARK,3266314,12751,1063,2026-05-04 11:41:51.303000-07:00
2025-12-15,Holiday Bundle 2025,adv_00720003,1672.50,6416667,57057,TT_SPARK,3105667,10270,856,2026-05-04 11:41:51.303000-07:00
2025-12-17,Holiday Bundle 2025,adv_00720003,1603.88,6416667,46308,TT_SPARK,2247373,8335,695,2026-05-04 11:41:51.303000-07:00
2025-12-18,Holiday Bundle 2025,adv_00720003,2231.31,6416667,54783,TT_SPARK,1422960,9861,822,2026-05-04 11:41:51.303000-07:00
2025-12-19,Holiday Bundle 2025,adv_00720003,1396.04,6416667,47648,TT_SPARK,2365953,8577,715,2026-05-04 11:41:51.303000-07:00
2025-12-20,Holiday Bundle 2025,adv_00720003,2475.81,7379167,49942,TT_SPARK,2324733,8990,749,2026-05-04 11:41:51.303000-07:00
2025-12-21,Holiday Bundle 2025,adv_00720003,2090.23,7379167,64624,TT_SPARK,3077998,11632,969,2026-05-04 11:41:51.303000-07:00
2025-12-22,Holiday Bundle 2025,adv_00720003,1672.50,6416667,60532,TT_SPARK,2269960,10896,908,2026-05-04 11:41:51.303000-07:00
2025-12-23,Holiday Bundle 2025,adv_00720003,1617.60,6416667,66990,TT_SPARK,2264313,12058,1005,2026-05-04 11:41:51.303000-07:00
2025-12-24,Holiday Bundle 2025,adv_00720003,2270.52,6416667,66661,TT_SPARK,2264313,11999,1000,2026-05-04 11:41:51.303000-07:00
2025-12-25,Holiday Bundle 2025,adv_00720003,1674.46,6416667,38834,TT_SPARK,2490180,6990,583,2026-05-04 11:41:51.303000-07:00
2025-12-26,Holiday Bundle 2025,adv_00720003,2527.38,6416667,49157,TT_SPARK,2704753,8848,737,2026-05-04 11:41:51.303000-07:00
2025-12-27,Holiday Bundle 2025,adv_00720003,2847.86,7379167,50958,TT_SPARK,1785758,9172,764,2026-05-04 11:41:51.303000-07:00
2025-12-28,Holiday Bundle 2025,adv_00720003,2579.53,7379167,69707,TT_SPARK,1967581,12547,1046,2026-05-04 11:41:51.303000-07:00
2025-12-29,Holiday Bundle 2025,adv_00720003,1556.63,4888889,48787,TT_SPARK,1277760,8782,732,2026-05-04 11:41:51.303000-07:00
2025-12-30,Holiday Bundle 2025,adv_00720003,1803.12,4888889,32853,TT_SPARK,1927395,5914,493,2026-05-04 11:41:51.303000-07:00
2026-01-01,Holiday Bundle 2025,adv_00720003,1275.78,4888889,44540,TT_SPARK,1462755,8017,668,2026-05-04 11:41:51.303000-07:00
2025-11-16,Holiday Bundle 2025,adv_00720003,806.37,3513889,53681,TT_SPARK,1141030,9663,805,2026-05-04 11:41:51.303000-07:00
2025-11-17,Holiday Bundle 2025,adv_00720003,817.90,3055556,27060,TT_SPARK,1228822,4871,406,2026-05-04 11:41:51.303000-07:00
2025-11-18,Holiday Bundle 2025,adv_00720003,999.04,3055556,30717,TT_SPARK,1371334,5529,461,2026-05-04 11:41:51.303000-07:00
2025-11-19,Holiday Bundle 2025,adv_00720003,1040.12,3055556,26620,TT_SPARK,1478889,4792,399,2026-05-04 11:41:51.303000-07:00
2025-11-20,Holiday Bundle 2025,adv_00720003,824.44,3055556,24347,TT_SPARK,793222,4382,365,2026-05-04 11:41:51.303000-07:00
2025-11-22,Holiday Bundle 2025,adv_00720003,1062.99,3513889,51747,TT_SPARK,1657432,9314,776,2026-05-04 11:41:51.303000-07:00
2025-11-23,Holiday Bundle 2025,adv_00720003,825.70,3513889,47362,TT_SPARK,1283272,8525,710,2026-05-04 11:41:51.303000-07:00
2025-11-24,Holiday Bundle 2025,adv_00720003,727.34,3055556,40265,TT_SPARK,795912,7248,604,2026-05-04 11:41:51.303000-07:00
2025-11-25,Holiday Bundle 2025,adv_00720003,944.88,3055556,23051,TT_SPARK,696422,4149,346,2026-05-04 11:41:51.303000-07:00
2025-11-26,Holiday Bundle 2025,adv_00720003,722.67,3055556,31211,TT_SPARK,986822,5618,468,2026-05-04 11:41:51.303000-07:00
2025-11-27,Holiday Bundle 2025,adv_00720003,1098.94,3055556,24584,TT_SPARK,1236889,4425,369,2026-05-04 11:41:51.303000-07:00
2025-11-28,Holiday Bundle 2025,adv_00720003,2150.92,6416667,65542,TT_SPARK,2783807,11798,983,2026-05-04 11:41:51.303000-07:00
2025-11-29,Holiday Bundle 2025,adv_00720003,1803.87,7379167,85840,TT_SPARK,2110442,15451,1288,2026-05-04 11:41:51.303000-07:00
2025-11-30,Holiday Bundle 2025,adv_00720003,2780.21,7379167,101301,TT_SPARK,2603960,18234,1520,2026-05-04 11:41:51.303000-07:00
2025-12-01,Holiday Bundle 2025,adv_00720003,1956.81,6416667,48679,TT_SPARK,2309487,8762,730,2026-05-04 11:41:51.303000-07:00
2025-12-02,Holiday Bundle 2025,adv_00720003,2213.66,6416667,67637,TT_SPARK,1891633,12175,1015,2026-05-04 11:41:51.303000-07:00
2025-12-03,Holiday Bundle 2025,adv_00720003,2468.56,6416667,55476,TT_SPARK,2117500,9986,832,2026-05-04 11:41:51.303000-07:00
2025-12-04,Holiday Bundle 2025,adv_00720003,1398.00,6416667,63119,TT_SPARK,2732987,11361,947,2026-05-04 11:41:51.303000-07:00
2025-12-05,Holiday Bundle 2025,adv_00720003,2533.26,6416667,52283,TT_SPARK,3083080,9411,784,2026-05-04 11:41:51.303000-07:00
2025-12-06,Holiday Bundle 2025,adv_00720003,1939.16,7379167,87180,TT_SPARK,1870176,15692,1308,2026-05-04 11:41:51.303000-07:00
2025-12-07,Holiday Bundle 2025,adv_00720003,1966.22,7379167,62020,TT_SPARK,1837708,11164,930,2026-05-04 11:41:51.303000-07:00
2025-12-08,Holiday Bundle 2025,adv_00720003,1809.75,6416667,56549,TT_SPARK,2913680,10179,848,2026-05-04 11:41:51.303000-07:00
2025-12-09,Holiday Bundle 2025,adv_00720003,2213.66,6416667,56513,TT_SPARK,1806933,10172,848,2026-05-04 11:41:51.303000-07:00
2025-12-10,Holiday Bundle 2025,adv_00720003,2027.39,6416667,60573,TT_SPARK,2061033,10903,909,2026-05-04 11:41:51.303000-07:00
2025-12-11,Holiday Bundle 2025,adv_00720003,2021.51,6416667,64033,TT_SPARK,2625700,11526,960,2026-05-04 11:41:51.303000-07:00
2025-12-12,Holiday Bundle 2025,adv_00720003,1470.55,6416667,52822,TT_SPARK,2151380,9508,792,2026-05-04 11:41:51.303000-07:00
2025-12-13,Holiday Bundle 2025,adv_00720003,1957.20,7379167,80740,TT_SPARK,3214365,14533,1211,2026-05-04 11:41:51.303000-07:00
2025-12-14,Holiday Bundle 2025,adv_00720003,1756.52,7379167,90108,TT_SPARK,2441619,16219,1352,2026-05-04 11:41:51.303000-07:00
2025-12-15,Holiday Bundle 2025,adv_00720003,1678.38,6416667,58032,TT_SPARK,2975794,10446,870,2026-05-04 11:41:51.303000-07:00
2025-12-17,Holiday Bundle 2025,adv_00720003,2478.36,6416667,48217,TT_SPARK,1631887,8679,723,2026-05-04 11:41:51.303000-07:00
2025-12-18,Holiday Bundle 2025,adv_00720003,2168.57,6416667,60450,TT_SPARK,2653933,10881,907,2026-05-04 11:41:51.303000-07:00
2025-12-19,Holiday Bundle 2025,adv_00720003,1392.12,6416667,64464,TT_SPARK,1473780,11604,967,2026-05-04 11:41:51.303000-07:00
2025-12-20,Holiday Bundle 2025,adv_00720003,2322.48,7379167,43035,TT_SPARK,1961087,7746,646,2026-05-04 11:41:51.303000-07:00
2025-12-21,Holiday Bundle 2025,adv_00720003,2058.67,7379167,44133,TT_SPARK,3318264,7944,662,2026-05-04 11:41:51.303000-07:00
2025-12-22,Holiday Bundle 2025,adv_00720003,1880.34,6416667,46529,TT_SPARK,1885987,8375,698,2026-05-04 11:41:51.303000-07:00
2025-12-23,Holiday Bundle 2025,adv_00720003,1394.08,6416667,70116,TT_SPARK,2422420,12621,1052,2026-05-04 11:41:51.303000-07:00
2025-12-24,Holiday Bundle 2025,adv_00720003,1927.40,6416667,58274,TT_SPARK,2529707,10489,874,2026-05-04 11:41:51.303000-07:00
2025-12-25,Holiday Bundle 2025,adv_00720003,2099.94,6416667,52360,TT_SPARK,2077973,9425,785,2026-05-04 11:41:51.303000-07:00
2025-12-26,Holiday Bundle 2025,adv_00720003,1537.21,6416667,63386,TT_SPARK,2399833,11409,951,2026-05-04 11:41:51.303000-07:00
2025-12-27,Holiday Bundle 2025,adv_00720003,2252.58,7379167,76926,TT_SPARK,3175403,13847,1154,2026-05-04 11:41:51.303000-07:00
2025-12-28,Holiday Bundle 2025,adv_00720003,2863.64,7379167,54700,TT_SPARK,2227328,9846,821,2026-05-04 11:41:51.303000-07:00
2025-12-29,Holiday Bundle 2025,adv_00720003,1398.28,4888889,41818,TT_SPARK,1350898,7527,627,2026-05-04 11:41:51.303000-07:00
2025-12-30,Holiday Bundle 2025,adv_00720003,1927.12,4888889,25657,TT_SPARK,1346595,4618,385,2026-05-04 11:41:51.303000-07:00
2026-01-01,Holiday Bundle 2025,adv_00720003,1053.19,4888889,33252,TT_SPARK,2030649,5985,499,2026-05-04 11:41:51.303000-07:00
2025-11-16,Holiday Bundle 2025,adv_00720003,1233.72,3513889,30326,TT_SPARK,1592495,5459,455,2026-05-04 11:41:51.303000-07:00
2025-11-17,Holiday Bundle 2025,adv_00720003,1113.88,3055556,29465,TT_SPARK,1465445,5304,442,2026-05-04 11:41:51.303000-07:00
2025-11-18,Holiday Bundle 2025,adv_00720003,689.99,3055556,44137,TT_SPARK,1239578,7945,662,2026-05-04 11:41:51.303000-07:00
2025-11-19,Holiday Bundle 2025,adv_00720003,788.96,3055556,46733,TT_SPARK,930355,8412,701,2026-05-04 11:41:51.303000-07:00
2025-11-20,Holiday Bundle 2025,adv_00720003,1070.93,3055556,31387,TT_SPARK,1040600,5650,471,2026-05-04 11:41:51.303000-07:00
2025-11-22,Holiday Bundle 2025,adv_00720003,795.64,3513889,31844,TT_SPARK,1580125,5732,478,2026-05-04 11:41:51.303000-07:00
2025-11-23,Holiday Bundle 2025,adv_00720003,1061.92,3513889,49335,TT_SPARK,797793,8880,740,2026-05-04 11:41:51.303000-07:00
2025-11-24,Holiday Bundle 2025,adv_00720003,786.16,3055556,25520,TT_SPARK,1258400,4594,383,2026-05-04 11:41:51.303000-07:00
2025-11-25,Holiday Bundle 2025,adv_00720003,795.50,3055556,41886,TT_SPARK,1449312,7539,628,2026-05-04 11:41:51.303000-07:00
2025-11-26,Holiday Bundle 2025,adv_00720003,765.62,3055556,40128,TT_SPARK,682978,7223,602,2026-05-04 11:41:51.303000-07:00
2025-11-27,Holiday Bundle 2025,adv_00720003,866.46,3055556,33975,TT_SPARK,1239578,6116,510,2026-05-04 11:41:51.303000-07:00
2025-11-28,Holiday Bundle 2025,adv_00720003,1429.37,6416667,45995,TT_SPARK,2377247,8279,690,2026-05-04 11:41:51.303000-07:00
2025-11-29,Holiday Bundle 2025,adv_00720003,2455.52,7379167,89117,TT_SPARK,2714353,16041,1337,2026-05-04 11:41:51.303000-07:00
2025-11-30,Holiday Bundle 2025,adv_00720003,2726.10,7379167,94808,TT_SPARK,3181897,17065,1422,2026-05-04 11:41:51.303000-07:00
2025-12-01,Holiday Bundle 2025,adv_00720003,2111.70,6416667,66584,TT_SPARK,1869047,11985,999,2026-05-04 11:41:51.303000-07:00
2025-12-02,Holiday Bundle 2025,adv_00720003,1994.06,6416667,46015,TT_SPARK,3043554,8283,690,2026-05-04 11:41:51.303000-07:00
2025-12-03,Holiday Bundle 2025,adv_00720003,1737.21,6416667,84038,TT_SPARK,1631887,15127,1261,2026-05-04 11:41:51.303000-07:00
2025-12-04,Holiday Bundle 2025,adv_00720003,2107.78,6416667,51149,TT_SPARK,2670873,9207,767,2026-05-04 11:41:51.303000-07:00
2025-12-05,Holiday Bundle 2025,adv_00720003,1790.14,6416667,70609,TT_SPARK,1965040,12710,1059,2026-05-04 11:41:51.303000-07:00
2025-12-06,Holiday Bundle 2025,adv_00720003,1754.26,7379167,64464,TT_SPARK,3045530,11604,967,2026-05-04 11:41:51.303000-07:00
2025-12-07,Holiday Bundle 2025,adv_00720003,2266.11,7379167,65669,TT_SPARK,2818251,11820,985,2026-05-04 11:41:51.303000-07:00
2025-12-08,Holiday Bundle 2025,adv_00720003,1660.74,6416667,45030,TT_SPARK,2021507,8105,675,2026-05-04 11:41:51.303000-07:00
2025-12-09,Holiday Bundle 2025,adv_00720003,2450.91,6416667,53921,TT_SPARK,1677060,9706,809,2026-05-04 11:41:51.303000-07:00
2025-12-10,Holiday Bundle 2025,adv_00720003,2315.62,6416667,63140,TT_SPARK,2253020,11365,947,2026-05-04 11:41:51.303000-07:00
2025-12-11,Holiday Bundle 2025,adv_00720003,2299.93,6416667,56410,TT_SPARK,1581067,10154,846,2026-05-04 11:41:51.303000-07:00
2025-12-12,Holiday Bundle 2025,adv_00720003,1827.40,6416667,68920,TT_SPARK,1422960,12406,1034,2026-05-04 11:41:51.303000-07:00
2025-12-13,Holiday Bundle 2025,adv_00720003,1930.14,7379167,87611,TT_SPARK,3513074,15770,1314,2026-05-04 11:41:51.303000-07:00
2025-12-14,Holiday Bundle 2025,adv_00720003,2169.15,7379167,74240,TT_SPARK,3103973,13363,1114,2026-05-04 11:41:51.303000-07:00
2025-12-15,Holiday Bundle 2025,adv_00720003,2456.79,6416667,64372,TT_SPARK,1863400,11587,966,2026-05-04 11:41:51.303000-07:00
2025-12-17,Holiday Bundle 2025,adv_00720003,2333.27,6416667,65404,TT_SPARK,2032800,11773,981,2026-05-04 11:41:51.303000-07:00
2025-12-18,Holiday Bundle 2025,adv_00720003,1727.40,6416667,46282,TT_SPARK,1609300,8331,694,2026-05-04 11:41:51.303000-07:00
2025-12-19,Holiday Bundle 2025,adv_00720003,2280.33,6416667,71471,TT_SPARK,2072327,12865,1072,2026-05-04 11:41:51.303000-07:00
2025-12-20,Holiday Bundle 2025,adv_00720003,1747.50,7379167,80226,TT_SPARK,1694847,14441,1203,2026-05-04 11:41:51.303000-07:00
2025-12-21,Holiday Bundle 2025,adv_00720003,2523.16,7379167,46760,TT_SPARK,3506580,8417,701,2026-05-04 11:41:51.303000-07:00
2025-12-22,Holiday Bundle 2025,adv_00720003,2070.53,6416667,68663,TT_SPARK,3043554,12359,1030,2026-05-04 11:41:51.303000-07:00
2025-12-23,Holiday Bundle 2025,adv_00720003,2480.32,6416667,41980,TT_SPARK,2507120,7556,630,2026-05-04 11:41:51.303000-07:00
2025-12-24,Holiday Bundle 2025,adv_00720003,2070.53,6416667,49003,TT_SPARK,1648827,8821,735,2026-05-04 11:41:51.303000-07:00
2025-12-25,Holiday Bundle 2025,adv_00720003,2494.05,6416667,43197,TT_SPARK,1530247,7775,648,2026-05-04 11:41:51.303000-07:00
2025-12-26,Holiday Bundle 2025,adv_00720003,2050.92,6416667,61662,TT_SPARK,2349013,11099,925,2026-05-04 11:41:51.303000-07:00
2025-12-27,Holiday Bundle 2025,adv_00720003,1763.28,7379167,57327,TT_SPARK,2805264,10319,860,2026-05-04 11:41:51.303000-07:00
2025-12-28,Holiday Bundle 2025,adv_00720003,2556.99,7379167,75031,TT_SPARK,1629910,13506,1125,2026-05-04 11:41:51.303000-07:00
2025-12-29,Holiday Bundle 2025,adv_00720003,1238.43,4888889,49738,TT_SPARK,2280178,8953,746,2026-05-04 11:41:51.303000-07:00
2025-12-30,Holiday Bundle 2025,adv_00720003,1779.22,4888889,28786,TT_SPARK,2090880,5181,432,2026-05-04 11:41:51.303000-07:00
2026-01-01,Holiday Bundle 2025,adv_00720003,1180.17,4888889,46980,TT_SPARK,2297387,8456,705,2026-05-04 11:41:51.303000-07:00
2025-11-16,Holiday Bundle 2025,adv_00720003,925.56,3513889,48104,TT_SPARK,1645062,8659,722,2026-05-04 11:41:51.303000-07:00
2025-11-17,Holiday Bundle 2025,adv_00720003,1208.18,3055556,30969,TT_SPARK,674912,5574,465,2026-05-04 11:41:51.303000-07:00
2025-11-18,Holiday Bundle 2025,adv_00720003,1163.37,3055556,44435,TT_SPARK,1398222,7998,667,2026-05-04 11:41:51.303000-07:00
2025-11-19,Holiday Bundle 2025,adv_00720003,1019.58,3055556,44367,TT_SPARK,1344445,7986,666,2026-05-04 11:41:51.303000-07:00
2025-11-20,Holiday Bundle 2025,adv_00720003,860.85,3055556,27280,TT_SPARK,1169667,4910,409,2026-05-04 11:41:51.303000-07:00
2025-11-22,Holiday Bundle 2025,adv_00720003,965.29,3513889,49757,TT_SPARK,1620325,8956,746,2026-05-04 11:41:51.303000-07:00
2025-11-23,Holiday Bundle 2025,adv_00720003,1357.20,3513889,29272,TT_SPARK,1410053,5269,439,2026-05-04 11:41:51.303000-07:00
2025-11-24,Holiday Bundle 2025,adv_00720003,971.03,3055556,22968,TT_SPARK,911533,4134,345,2026-05-04 11:41:51.303000-07:00
2025-11-25,Holiday Bundle 2025,adv_00720003,1195.11,3055556,28954,TT_SPARK,1080934,5212,434,2026-05-04 11:41:51.303000-07:00
2025-11-26,Holiday Bundle 2025,adv_00720003,912.21,3055556,43751,TT_SPARK,981445,7875,656,2026-05-04 11:41:51.303000-07:00
2025-11-27,Holiday Bundle 2025,adv_00720003,1186.71,3055556,43091,TT_SPARK,728689,7756,646,2026-05-04 11:41:51.303000-07:00
2025-11-28,Holiday Bundle 2025,adv_00720003,1566.62,6416667,55194,TT_SPARK,2157027,9935,828,2026-05-04 11:41:51.303000-07:00
2025-11-29,Holiday Bundle 2025,adv_00720003,2759.92,7379167,86496,TT_SPARK,2909163,15569,1297,2026-05-04 11:41:51.303000-07:00
2025-11-30,Holiday Bundle 2025,adv_00720003,1846.71,7379167,94808,TT_SPARK,3052023,17065,1422,2026-05-04 11:41:51.303000-07:00
2025-12-01,Holiday Bundle 2025,adv_00720003,2270.52,6416667,81132,TT_SPARK,2202200,14604,1217,2026-05-04 11:41:51.303000-07:00
2025-12-02,Holiday Bundle 2025,adv_00720003,1578.39,6416667,44352,TT_SPARK,2659580,7983,665,2026-05-04 11:41:51.303000-07:00
2025-12-03,Holiday Bundle 2025,adv_00720003,1539.17,6416667,83489,TT_SPARK,3009674,15028,1252,2026-05-04 11:41:51.303000-07:00
2025-12-04,Holiday Bundle 2025,adv_00720003,1954.85,6416667,73458,TT_SPARK,2891094,13222,1102,2026-05-04 11:41:51.303000-07:00
2025-12-05,Holiday Bundle 2025,adv_00720003,2525.42,6416667,65758,TT_SPARK,1869047,11836,986,2026-05-04 11:41:51.303000-07:00
2025-12-06,Holiday Bundle 2025,adv_00720003,2694.53,7379167,77357,TT_SPARK,3571517,13924,1160,2026-05-04 11:41:51.303000-07:00
2025-12-07,Holiday Bundle 2025,adv_00720003,1812.89,7379167,81478,TT_SPARK,1993556,14666,1222,2026-05-04 11:41:51.303000-07:00
2025-12-08,Holiday Bundle 2025,adv_00720003,1639.17,6416667,69115,TT_SPARK,2495827,12441,1037,2026-05-04 11:41:51.303000-07:00
2025-12-09,Holiday Bundle 2025,adv_00720003,1464.66,6416667,59624,TT_SPARK,1614947,10732,894,2026-05-04 11:41:51.303000-07:00
2025-12-10,Holiday Bundle 2025,adv_00720003,1829.36,6416667,55953,TT_SPARK,2269960,10072,839,2026-05-04 11:41:51.303000-07:00
2025-12-11,Holiday Bundle 2025,adv_00720003,2356.80,6416667,74197,TT_SPARK,1451193,13355,1113,2026-05-04 11:41:51.303000-07:00
2025-12-12,Holiday Bundle 2025,adv_00720003,2197.98,6416667,79485,TT_SPARK,2970147,14307,1192,2026-05-04 11:41:51.303000-07:00
2025-12-13,Holiday Bundle 2025,adv_00720003,2250.33,7379167,57262,TT_SPARK,2461100,10307,859,2026-05-04 11:41:51.303000-07:00
2025-12-14,Holiday Bundle 2025,adv_00720003,2487.09,7379167,67440,TT_SPARK,1883163,12139,1012,2026-05-04 11:41:51.303000-07:00
2025-12-15,Holiday Bundle 2025,adv_00720003,1633.29,6416667,78027,TT_SPARK,3094374,14045,1170,2026-05-04 11:41:51.303000-07:00
2025-12-17,Holiday Bundle 2025,adv_00720003,2472.48,6416667,59675,TT_SPARK,2704753,10742,895,2026-05-04 11:41:51.303000-07:00
2025-12-18,Holiday Bundle 2025,adv_00720003,2482.28,6416667,49116,TT_SPARK,1801287,8841,737,2026-05-04 11:41:51.303000-07:00
2025-12-19,Holiday Bundle 2025,adv_00720003,2394.05,6416667,65866,TT_SPARK,2947560,11856,988,2026-05-04 11:41:51.303000-07:00
2025-12-20,Holiday Bundle 2025,adv_00720003,1648.29,7379167,49411,TT_SPARK,2376682,8894,741,2026-05-04 11:41:51.303000-07:00
2025-12-21,Holiday Bundle 2025,adv_00720003,1578.39,7379167,77759,TT_SPARK,2655910,13997,1166,2026-05-04 11:41:51.303000-07:00
2025-12-22,Holiday Bundle 2025,adv_00720003,2246.99,6416667,56467,TT_SPARK,2202200,10164,847,2026-05-04 11:41:51.303000-07:00
2025-12-23,Holiday Bundle 2025,adv_00720003,1405.84,6416667,50912,TT_SPARK,3049200,9164,764,2026-05-04 11:41:51.303000-07:00
2025-12-24,Holiday Bundle 2025,adv_00720003,2266.60,6416667,46795,TT_SPARK,1784347,8423,702,2026-05-04 11:41:51.303000-07:00
2025-12-25,Holiday Bundle 2025,adv_00720003,2499.93,6416667,63705,TT_SPARK,1852107,11467,956,2026-05-04 11:41:51.303000-07:00
2025-12-26,Holiday Bundle 2025,adv_00720003,2452.87,6416667,67698,TT_SPARK,2089267,12186,1015,2026-05-04 11:41:51.303000-07:00
2025-12-27,Holiday Bundle 2025,adv_00720003,2426.20,7379167,54387,TT_SPARK,3019555,9790,816,2026-05-04 11:41:51.303000-07:00
2025-12-28,Holiday Bundle 2025,adv_00720003,2604.34,7379167,51312,TT_SPARK,2051999,9236,770,2026-05-04 11:41:51.303000-07:00
2025-12-29,Holiday Bundle 2025,adv_00720003,1310.14,4888889,37066,TT_SPARK,1686471,6672,556,2026-05-04 11:41:51.303000-07:00
2025-12-30,Holiday Bundle 2025,adv_00720003,1800.14,4888889,39424,TT_SPARK,1187413,7096,591,2026-05-04 11:41:51.303000-07:00
2026-01-01,Holiday Bundle 2025,adv_00720003,1756.81,4888889,34167,TT_SPARK,1101369,6150,513,2026-05-04 11:41:51.303000-07:00
2025-11-16,Holiday Bundle 2025,adv_00720003,1356.12,3513889,47058,TT_SPARK,1592495,8470,706,2026-05-04 11:41:51.303000-07:00
2025-11-17,Holiday Bundle 2025,adv_00720003,880.46,3055556,32773,TT_SPARK,965312,5899,492,2026-05-04 11:41:51.303000-07:00
2025-11-18,Holiday Bundle 2025,adv_00720003,992.50,3055556,40260,TT_SPARK,1199245,7247,604,2026-05-04 11:41:51.303000-07:00
2025-11-19,Holiday Bundle 2025,adv_00720003,823.51,3055556,23662,TT_SPARK,691045,4259,355,2026-05-04 11:41:51.303000-07:00
2025-11-20,Holiday Bundle 2025,adv_00720003,929.01,3055556,39013,TT_SPARK,1425112,7022,585,2026-05-04 11:41:51.303000-07:00
2025-11-22,Holiday Bundle 2025,adv_00720003,1300.29,3513889,50420,TT_SPARK,1638878,9076,756,2026-05-04 11:41:51.303000-07:00
