DATE_DAY,EVENT_TYPE,ACTIVE_USERS
2026-03-17,TROPHY_VIEW,1205600
2026-03-17,STORE_CLICK,696260
2026-03-17,OPEN,4495500
2026-03-18,REMOTE_DL,290640
2026-03-18,FRIENDS_ACTIVITY,1639800
2026-03-18,TROPHY_VIEW,1257300
2026-03-18,STORE_CLICK,574740
2026-03-18,OPEN,3784500
2026-03-19,REMOTE_DL,316960
2026-03-19,FRIENDS_ACTIVITY,1463400
2026-03-19,TROPHY_VIEW,1051600
2026-03-19,STORE_CLICK,505920
2026-03-19,OPEN,4783500
2026-03-20,REMOTE_DL,261800
2026-03-20,FRIENDS_ACTIVITY,1834200
2026-03-20,TROPHY_VIEW,1210000
2026-03-20,STORE_CLICK,499720
2026-03-20,OPEN,4684500
2026-03-21,REMOTE_DL,452844
2026-03-21,FRIENDS_ACTIVITY,1999890
2026-03-21,TROPHY_VIEW,1430055
2026-03-21,STORE_CLICK,929907
2026-03-21,OPEN,6889050
2026-03-22,REMOTE_DL,381402
2026-03-22,FRIENDS_ACTIVITY,2566080
2026-03-22,TROPHY_VIEW,1238490
2026-03-22,STORE_CLICK,954180
2026-03-22,OPEN,5953500
2026-03-23,REMOTE_DL,257600
2026-03-23,FRIENDS_ACTIVITY,1976400
2026-03-23,TROPHY_VIEW,1312300
2026-03-23,STORE_CLICK,590860
2026-03-23,OPEN,3600000
2026-03-24,REMOTE_DL,285880
2026-03-24,FRIENDS_ACTIVITY,1656000
2026-03-24,TROPHY_VIEW,1194600
2026-03-24,STORE_CLICK,667120
2026-03-24,OPEN,3861000
2026-03-25,REMOTE_DL,277760
2026-03-25,FRIENDS_ACTIVITY,1951200
2026-03-25,TROPHY_VIEW,1102200
2026-03-25,STORE_CLICK,606980
2026-03-25,OPEN,5391000
2026-03-26,REMOTE_DL,259280
2026-03-26,FRIENDS_ACTIVITY,2111400
2026-03-26,TROPHY_VIEW,1314500
2026-03-26,STORE_CLICK,545600
2026-03-26,OPEN,4099500
2026-03-27,REMOTE_DL,320880
2026-03-27,FRIENDS_ACTIVITY,1922400
2026-03-27,TROPHY_VIEW,1054900
2026-03-27,STORE_CLICK,704320
2026-03-27,OPEN,3987000
2026-03-28,REMOTE_DL,426006
2026-03-28,FRIENDS_ACTIVITY,2408130
2026-03-28,TROPHY_VIEW,1305315
2026-03-28,STORE_CLICK,975942
2026-03-28,OPEN,5267025
2026-03-29,REMOTE_DL,415422
2026-03-29,FRIENDS_ACTIVITY,2189430
2026-03-29,TROPHY_VIEW,1585980
2026-03-29,STORE_CLICK,968409
2026-03-29,OPEN,5503950
2026-03-30,REMOTE_DL,305200
2026-03-30,FRIENDS_ACTIVITY,1899000
2026-03-30,TROPHY_VIEW,1116500
2026-03-30,STORE_CLICK,521420
2026-03-30,OPEN,4356000
2026-03-31,REMOTE_DL,266280
2026-03-31,FRIENDS_ACTIVITY,1859400
2026-03-31,TROPHY_VIEW,1002100
2026-03-31,STORE_CLICK,718580
2026-03-31,OPEN,5116500
2026-04-01,REMOTE_DL,290360
2026-04-01,FRIENDS_ACTIVITY,1445400
2026-04-01,TROPHY_VIEW,1051600
2026-04-01,STORE_CLICK,586520
2026-04-01,OPEN,5391000
2026-04-02,REMOTE_DL,320600
2026-04-02,FRIENDS_ACTIVITY,2088000
2026-04-02,TROPHY_VIEW,973500
2026-04-02,STORE_CLICK,620620
2026-04-02,OPEN,4005000
2026-04-03,REMOTE_DL,227080
2026-04-03,FRIENDS_ACTIVITY,1931400
2026-04-03,TROPHY_VIEW,982300
2026-04-03,STORE_CLICK,636120
2026-04-03,OPEN,4167000
2026-04-04,REMOTE_DL,334530
2026-04-04,FRIENDS_ACTIVITY,2330370
2026-04-04,TROPHY_VIEW,1394415
2026-04-04,STORE_CLICK,834489
2026-04-04,OPEN,6870825
2026-04-05,REMOTE_DL,436968
2026-04-05,FRIENDS_ACTIVITY,2442150
2026-04-05,TROPHY_VIEW,1505790
2026-04-05,STORE_CLICK,697221
2026-04-05,OPEN,6287625
2026-04-06,REMOTE_DL,305480
2026-04-06,FRIENDS_ACTIVITY,1614600
2026-04-06,TROPHY_VIEW,1008700
2026-04-06,STORE_CLICK,652240
2026-04-06,OPEN,4666500
2026-04-07,REMOTE_DL,239120
2026-04-07,FRIENDS_ACTIVITY,1810800
2026-04-07,TROPHY_VIEW,1302400
2026-04-07,STORE_CLICK,507160
2026-04-07,OPEN,3708000
2026-04-08,REMOTE_DL,300440
2026-04-08,FRIENDS_ACTIVITY,1949400
2026-04-08,TROPHY_VIEW,898700
2026-04-08,STORE_CLICK,641700
2026-04-08,OPEN,4045500
2026-04-09,REMOTE_DL,244440
2026-04-09,FRIENDS_ACTIVITY,1953000
2026-04-09,TROPHY_VIEW,957000
2026-04-09,STORE_CLICK,577220
2026-04-09,OPEN,4320000
2026-04-10,REMOTE_DL,281960
2026-04-10,FRIENDS_ACTIVITY,1443600
2026-04-10,TROPHY_VIEW,1041700
2026-04-10,STORE_CLICK,588380
2026-04-10,OPEN,4059000
2026-04-11,REMOTE_DL,435078
2026-04-11,FRIENDS_ACTIVITY,2733750
2026-04-11,TROPHY_VIEW,1467180
2026-04-11,STORE_CLICK,781758
2026-04-11,OPEN,6287625
2026-04-12,REMOTE_DL,317520
2026-04-12,FRIENDS_ACTIVITY,2225880
2026-04-12,TROPHY_VIEW,1618650
2026-04-12,STORE_CLICK,939951
2026-04-12,OPEN,7101675
2026-04-13,REMOTE_DL,293160
2026-04-13,FRIENDS_ACTIVITY,1917000
2026-04-13,TROPHY_VIEW,882200
2026-04-13,STORE_CLICK,683860
2026-04-13,OPEN,4491000
2026-04-14,REMOTE_DL,303240
2026-04-14,FRIENDS_ACTIVITY,1906200
2026-04-14,TROPHY_VIEW,1142900
2026-04-14,STORE_CLICK,700600
2026-04-14,OPEN,3667500
2026-04-15,REMOTE_DL,308280
2026-04-15,FRIENDS_ACTIVITY,2156400
2026-04-15,TROPHY_VIEW,1010900
2026-04-15,STORE_CLICK,649760
2026-04-15,OPEN,4792500
2026-04-16,REMOTE_DL,334880
2026-04-16,FRIENDS_ACTIVITY,2005200
2026-04-16,TROPHY_VIEW,1223200
2026-04-16,STORE_CLICK,716720
2026-04-16,OPEN,4936500
2026-04-17,REMOTE_DL,236600
2026-04-17,FRIENDS_ACTIVITY,1580400
2026-04-17,TROPHY_VIEW,947100
2026-04-17,STORE_CLICK,709280
2026-04-17,OPEN,3609000
2026-04-18,REMOTE_DL,340578
2026-04-18,FRIENDS_ACTIVITY,2699730
2026-04-18,TROPHY_VIEW,1293435
2026-04-18,STORE_CLICK,767529
2026-04-18,OPEN,6330150
2026-04-19,REMOTE_DL,385938
2026-04-19,FRIENDS_ACTIVITY,2590380
2026-04-19,TROPHY_VIEW,1297890
2026-04-19,STORE_CLICK,682992
2026-04-19,OPEN,6251175
2026-04-20,REMOTE_DL,270480
2026-04-20,FRIENDS_ACTIVITY,2080800
2026-04-20,TROPHY_VIEW,1072500
2026-04-20,STORE_CLICK,617520
2026-04-20,OPEN,3829500
2026-04-21,REMOTE_DL,260680
2026-04-21,FRIENDS_ACTIVITY,1539000
2026-04-21,TROPHY_VIEW,1084600
2026-04-21,STORE_CLICK,698740
2026-04-21,OPEN,5238000
2026-04-22,REMOTE_DL,263760
2026-04-22,FRIENDS_ACTIVITY,1751400
2026-04-22,TROPHY_VIEW,1299100
2026-04-22,STORE_CLICK,557380
2026-04-22,OPEN,4500000
2026-04-23,REMOTE_DL,251440
2026-04-23,FRIENDS_ACTIVITY,2079000
2026-04-23,TROPHY_VIEW,913000
2026-04-23,STORE_CLICK,600780
2026-04-23,OPEN,5350500
2026-04-24,REMOTE_DL,241640
2026-04-24,FRIENDS_ACTIVITY,1629000
2026-04-24,TROPHY_VIEW,1164900
2026-04-24,STORE_CLICK,577220
2026-04-24,OPEN,5211000
2026-04-25,REMOTE_DL,339066
2026-04-25,FRIENDS_ACTIVITY,2386260
2026-04-25,TROPHY_VIEW,1413720
2026-04-25,STORE_CLICK,759996
2026-04-25,OPEN,7040925
2026-04-26,REMOTE_DL,340200
2026-04-26,FRIENDS_ACTIVITY,2412990
2026-04-26,TROPHY_VIEW,1226610
2026-04-26,STORE_CLICK,799335
2026-04-26,OPEN,6105375
2026-04-27,REMOTE_DL,273280
2026-04-27,FRIENDS_ACTIVITY,1920600
2026-04-27,TROPHY_VIEW,1155000
2026-04-27,STORE_CLICK,564200
2026-04-27,OPEN,3613500
2026-04-28,REMOTE_DL,233520
2026-04-28,FRIENDS_ACTIVITY,1483200
2026-04-28,TROPHY_VIEW,1068100
2026-04-28,STORE_CLICK,602640
2026-04-28,OPEN,5260500
2026-04-29,REMOTE_DL,248920
2026-04-29,FRIENDS_ACTIVITY,1713600
2026-04-29,TROPHY_VIEW,1160500
2026-04-29,STORE_CLICK,667740
2026-04-29,OPEN,3766500
2026-04-30,REMOTE_DL,234080
2026-04-30,FRIENDS_ACTIVITY,1848600
2026-04-30,TROPHY_VIEW,905300
2026-04-30,STORE_CLICK,512120
2026-04-30,OPEN,5062500
