REPORT_DATE,CAMPAIGN_NAME,AD_ACCOUNT_ID,SPEND,IMPRESSIONS,CLICKS,LINE_ITEM,INSERTION_ORDER,REVENUE_ADV_CURRENCY,ACTIVE_VIEW_PCT,VIEWABLE_IMPRESSIONS,LOADED_AT
2025-12-24,Astro Bot Sustain,partner_0450,641.69,3157895,21100,LI_104_VIDEO_06S,IO_104,654.5300,0.659,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-25,Astro Bot Sustain,partner_0450,476.18,3157895,18116,LI_104_VIDEO_06S,IO_104,485.7000,0.836,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-26,Astro Bot Sustain,partner_0450,407.93,3157895,26703,LI_104_VIDEO_06S,IO_104,416.0900,0.621,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-27,Astro Bot Sustain,partner_0450,746.15,3631579,29067,LI_104_VIDEO_06S,IO_104,761.0700,0.620,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-28,Astro Bot Sustain,partner_0450,644.82,3631579,16595,LI_104_VIDEO_06S,IO_104,657.7200,0.905,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-29,Astro Bot Sustain,partner_0450,382.98,3157895,17096,LI_104_VIDEO_06S,IO_104,390.6400,0.784,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-30,Astro Bot Sustain,partner_0450,645.77,3157895,25344,LI_104_VIDEO_06S,IO_104,658.6800,0.716,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-31,Astro Bot Sustain,partner_0450,494.51,3157895,17078,LI_104_VIDEO_06S,IO_104,504.4000,0.644,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-01,Astro Bot Sustain,partner_0450,602.99,3157895,19725,LI_104_VIDEO_06S,IO_104,615.0500,0.830,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-02,Astro Bot Sustain,partner_0450,638.64,3157895,15279,LI_104_VIDEO_06S,IO_104,651.4100,0.768,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-04,Astro Bot Sustain,partner_0450,722.13,3631579,19140,LI_104_VIDEO_06S,IO_104,736.5800,0.739,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-05,Astro Bot Sustain,partner_0450,498.08,3157895,21676,LI_104_VIDEO_06S,IO_104,508.0400,0.681,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-06,Astro Bot Sustain,partner_0450,417.10,3157895,12819,LI_104_VIDEO_06S,IO_104,425.4400,0.732,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-07,Astro Bot Sustain,partner_0450,562.75,3157895,20660,LI_104_VIDEO_06S,IO_104,574.0100,0.712,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-08,Astro Bot Sustain,partner_0450,596.37,3157895,11952,LI_104_VIDEO_06S,IO_104,608.2900,0.675,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-09,Astro Bot Sustain,partner_0450,503.68,3157895,14289,LI_104_VIDEO_06S,IO_104,513.7500,0.916,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-10,Astro Bot Sustain,partner_0450,590.36,3631579,21412,LI_104_VIDEO_06S,IO_104,602.1600,0.764,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-11,Astro Bot Sustain,partner_0450,418.76,3631579,21650,LI_104_VIDEO_06S,IO_104,427.1300,0.895,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-12,Astro Bot Sustain,partner_0450,477.70,3157895,15800,LI_104_VIDEO_06S,IO_104,487.2600,0.748,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-13,Astro Bot Sustain,partner_0450,615.21,3157895,18917,LI_104_VIDEO_06S,IO_104,627.5100,0.716,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-14,Astro Bot Sustain,partner_0450,455.81,3157895,15848,LI_104_VIDEO_06S,IO_104,464.9200,0.856,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-15,Astro Bot Sustain,partner_0450,387.05,3157895,16800,LI_104_VIDEO_06S,IO_104,394.7900,0.642,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-16,Astro Bot Sustain,partner_0450,394.18,3157895,12379,LI_104_VIDEO_06S,IO_104,402.0700,0.868,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-17,Astro Bot Sustain,partner_0450,441.01,3631579,17013,LI_104_VIDEO_06S,IO_104,449.8300,0.801,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-18,Astro Bot Sustain,partner_0450,438.08,3631579,12562,LI_104_VIDEO_06S,IO_104,446.8400,0.862,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-19,Astro Bot Sustain,partner_0450,417.10,3157895,16037,LI_104_VIDEO_06S,IO_104,425.4400,0.781,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-20,Astro Bot Sustain,partner_0450,650.35,3157895,14438,LI_104_VIDEO_06S,IO_104,663.3600,0.884,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-21,Astro Bot Sustain,partner_0450,396.22,3157895,17563,LI_104_VIDEO_06S,IO_104,404.1400,0.787,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-23,Astro Bot Sustain,partner_0450,546.46,3157895,14700,LI_104_VIDEO_06S,IO_104,557.3900,0.908,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-24,Astro Bot Sustain,partner_0450,580.40,3631579,16778,LI_104_VIDEO_06S,IO_104,592.0100,0.721,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-25,Astro Bot Sustain,partner_0450,558.73,3631579,10550,LI_104_VIDEO_06S,IO_104,569.9100,0.703,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-26,Astro Bot Sustain,partner_0450,495.53,3157895,11274,LI_104_VIDEO_06S,IO_104,505.4400,0.741,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-27,Astro Bot Sustain,partner_0450,489.93,3157895,17463,LI_104_VIDEO_06S,IO_104,499.7300,0.809,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-28,Astro Bot Sustain,partner_0450,474.14,3157895,13926,LI_104_VIDEO_06S,IO_104,483.6200,0.704,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-29,Astro Bot Sustain,partner_0450,508.26,3157895,16911,LI_104_VIDEO_06S,IO_104,518.4300,0.761,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-30,Astro Bot Sustain,partner_0450,465.99,3157895,9284,LI_104_VIDEO_06S,IO_104,475.3100,0.907,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-31,Astro Bot Sustain,partner_0450,672.35,3631579,18430,LI_104_VIDEO_06S,IO_104,685.8000,0.782,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-01,Astro Bot Sustain,partner_0450,657.12,3631579,17286,LI_104_VIDEO_06S,IO_104,670.2700,0.701,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-02,Astro Bot Sustain,partner_0450,647.80,3157895,12489,LI_104_VIDEO_06S,IO_104,660.7600,0.620,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-03,Astro Bot Sustain,partner_0450,544.93,3157895,11605,LI_104_VIDEO_06S,IO_104,555.8300,0.810,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-04,Astro Bot Sustain,partner_0450,369.74,3157895,11163,LI_104_VIDEO_06S,IO_104,377.1300,0.879,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-05,Astro Bot Sustain,partner_0450,629.47,3157895,12711,LI_104_VIDEO_06S,IO_104,642.0600,0.731,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-06,Astro Bot Sustain,partner_0450,643.22,3157895,9616,LI_104_VIDEO_06S,IO_104,656.0900,0.813,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-07,Astro Bot Sustain,partner_0450,677.62,3631579,15888,LI_104_VIDEO_06S,IO_104,691.1700,0.624,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-08,Astro Bot Sustain,partner_0450,675.87,3631579,14363,LI_104_VIDEO_06S,IO_104,689.3800,0.652,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-09,Astro Bot Sustain,partner_0450,419.65,3157895,10942,LI_104_VIDEO_06S,IO_104,428.0400,0.709,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-10,Astro Bot Sustain,partner_0450,361.08,3157895,11053,LI_104_VIDEO_06S,IO_104,368.3000,0.661,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-11,Astro Bot Sustain,partner_0450,538.82,3157895,10389,LI_104_VIDEO_06S,IO_104,549.5900,0.696,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-12,Astro Bot Sustain,partner_0450,543.91,3157895,17353,LI_104_VIDEO_06S,IO_104,554.7900,0.783,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-13,Astro Bot Sustain,partner_0450,476.18,3157895,13042,LI_104_VIDEO_06S,IO_104,485.7000,0.636,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-14,Astro Bot Sustain,partner_0450,716.86,3631579,18176,LI_104_VIDEO_06S,IO_104,731.2000,0.908,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-15,Astro Bot Sustain,partner_0450,436.33,3631579,17413,LI_104_VIDEO_06S,IO_104,445.0500,0.704,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-16,Astro Bot Sustain,partner_0450,635.07,3157895,14479,LI_104_VIDEO_06S,IO_104,647.7700,0.850,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-17,Astro Bot Sustain,partner_0450,454.28,3157895,13595,LI_104_VIDEO_06S,IO_104,463.3600,0.740,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-18,Astro Bot Sustain,partner_0450,467.01,3157895,11163,LI_104_VIDEO_06S,IO_104,476.3500,0.905,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-19,Astro Bot Sustain,partner_0450,583.13,3157895,9616,LI_104_VIDEO_06S,IO_104,594.7900,0.902,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-20,Astro Bot Sustain,partner_0450,365.66,3157895,9947,LI_104_VIDEO_06S,IO_104,372.9800,0.787,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-21,Astro Bot Sustain,partner_0450,672.35,3631579,10550,LI_104_VIDEO_06S,IO_104,685.8000,0.820,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-22,Astro Bot Sustain,partner_0450,706.91,3631579,12075,LI_104_VIDEO_06S,IO_104,721.0400,0.856,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-23,Astro Bot Sustain,partner_0450,400.80,3157895,10389,LI_104_VIDEO_06S,IO_104,408.8200,0.772,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-24,Astro Bot Sustain,partner_0450,431.87,3157895,10721,LI_104_VIDEO_06S,IO_104,440.5100,0.733,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-25,Astro Bot Sustain,partner_0450,614.19,3157895,8953,LI_104_VIDEO_06S,IO_104,626.4800,0.684,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-26,Astro Bot Sustain,partner_0450,410.48,3157895,13484,LI_104_VIDEO_06S,IO_104,418.6900,0.888,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-27,Astro Bot Sustain,partner_0450,518.96,3157895,17021,LI_104_VIDEO_06S,IO_104,529.3400,0.764,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-28,Astro Bot Sustain,partner_0450,510.12,3631579,18176,LI_104_VIDEO_06S,IO_104,520.3200,0.665,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-01,Astro Bot Sustain,partner_0450,639.55,3631579,41763,LI_104_VIDEO_15S,IO_104,652.3400,0.657,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-02,Astro Bot Sustain,partner_0450,605.00,3631579,29180,LI_104_VIDEO_15S,IO_104,617.1000,0.791,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-03,Astro Bot Sustain,partner_0450,591.27,3157895,27034,LI_104_VIDEO_15S,IO_104,603.1000,0.812,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-04,Astro Bot Sustain,partner_0450,484.33,3157895,33595,LI_104_VIDEO_15S,IO_104,494.0100,0.670,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-05,Astro Bot Sustain,partner_0450,598.40,3157895,36376,LI_104_VIDEO_15S,IO_104,610.3700,0.675,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-06,Astro Bot Sustain,partner_0450,456.82,3157895,34257,LI_104_VIDEO_15S,IO_104,465.9600,0.746,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-07,Astro Bot Sustain,partner_0450,459.37,3157895,29763,LI_104_VIDEO_15S,IO_104,468.5600,0.898,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-08,Astro Bot Sustain,partner_0450,438.67,3631579,44224,LI_104_VIDEO_15S,IO_104,447.4400,0.802,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-09,Astro Bot Sustain,partner_0450,704.56,3631579,42150,LI_104_VIDEO_15S,IO_104,718.6500,0.779,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-10,Astro Bot Sustain,partner_0450,387.56,3157895,33408,LI_104_VIDEO_15S,IO_104,395.3100,0.918,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-11,Astro Bot Sustain,partner_0450,520.99,3157895,33992,LI_104_VIDEO_15S,IO_104,531.4100,0.831,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-12,Astro Bot Sustain,partner_0450,503.68,3157895,41760,LI_104_VIDEO_15S,IO_104,513.7500,0.836,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-13,Astro Bot Sustain,partner_0450,503.68,3157895,30831,LI_104_VIDEO_15S,IO_104,513.7500,0.656,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-14,Astro Bot Sustain,partner_0450,645.77,3157895,35085,LI_104_VIDEO_15S,IO_104,658.6800,0.774,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-15,Astro Bot Sustain,partner_0450,738.53,3631579,46760,LI_104_VIDEO_15S,IO_104,753.3000,0.632,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-16,Astro Bot Sustain,partner_0450,595.04,3631579,33556,LI_104_VIDEO_15S,IO_104,606.9400,0.811,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-17,Astro Bot Sustain,partner_0450,633.54,3157895,27812,LI_104_VIDEO_15S,IO_104,646.2200,0.685,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-18,Astro Bot Sustain,partner_0450,578.54,3157895,35742,LI_104_VIDEO_15S,IO_104,590.1100,0.920,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-19,Astro Bot Sustain,partner_0450,649.84,3157895,32168,LI_104_VIDEO_15S,IO_104,662.8400,0.670,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-20,Astro Bot Sustain,partner_0450,391.13,3157895,40436,LI_104_VIDEO_15S,IO_104,398.9500,0.846,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-21,Astro Bot Sustain,partner_0450,404.37,3157895,35545,LI_104_VIDEO_15S,IO_104,412.4600,0.682,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-22,Astro Bot Sustain,partner_0450,683.48,3631579,36258,LI_104_VIDEO_15S,IO_104,697.1500,0.905,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-23,Astro Bot Sustain,partner_0450,562.25,3631579,33515,LI_104_VIDEO_15S,IO_104,573.4900,0.651,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-24,Astro Bot Sustain,partner_0450,605.53,3157895,25253,LI_104_VIDEO_15S,IO_104,617.6400,0.743,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-25,Astro Bot Sustain,partner_0450,516.41,3157895,30619,LI_104_VIDEO_15S,IO_104,526.7400,0.802,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-26,Astro Bot Sustain,partner_0450,515.90,3157895,35874,LI_104_VIDEO_15S,IO_104,526.2200,0.912,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-27,Astro Bot Sustain,partner_0450,513.86,3157895,28762,LI_104_VIDEO_15S,IO_104,524.1400,0.885,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-28,Astro Bot Sustain,partner_0450,506.73,3157895,37632,LI_104_VIDEO_15S,IO_104,516.8700,0.716,2147369,2026-05-04 11:41:52.776000-07:00
2025-11-29,Astro Bot Sustain,partner_0450,531.20,3631579,29026,LI_104_VIDEO_15S,IO_104,541.8300,0.744,2469474,2026-05-04 11:41:52.776000-07:00
2025-11-30,Astro Bot Sustain,partner_0450,575.72,3631579,33469,LI_104_VIDEO_15S,IO_104,587.2300,0.670,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-02,Astro Bot Sustain,partner_0450,364.64,3157895,28022,LI_104_VIDEO_15S,IO_104,371.9400,0.728,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-03,Astro Bot Sustain,partner_0450,542.89,3157895,22555,LI_104_VIDEO_15S,IO_104,553.7500,0.918,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-04,Astro Bot Sustain,partner_0450,385.02,3157895,27658,LI_104_VIDEO_15S,IO_104,392.7200,0.758,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-05,Astro Bot Sustain,partner_0450,547.99,3157895,24369,LI_104_VIDEO_15S,IO_104,558.9400,0.720,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-06,Astro Bot Sustain,partner_0450,468.54,3631579,26932,LI_104_VIDEO_15S,IO_104,477.9100,0.686,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-07,Astro Bot Sustain,partner_0450,557.56,3631579,31287,LI_104_VIDEO_15S,IO_104,568.7100,0.658,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-08,Astro Bot Sustain,partner_0450,449.69,3157895,35348,LI_104_VIDEO_15S,IO_104,458.6900,0.628,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-09,Astro Bot Sustain,partner_0450,627.43,3157895,32089,LI_104_VIDEO_15S,IO_104,639.9800,0.813,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-10,Astro Bot Sustain,partner_0450,557.66,3157895,25637,LI_104_VIDEO_15S,IO_104,568.8100,0.808,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-11,Astro Bot Sustain,partner_0450,589.75,3157895,20615,LI_104_VIDEO_15S,IO_104,601.5400,0.662,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-12,Astro Bot Sustain,partner_0450,534.23,3157895,31619,LI_104_VIDEO_15S,IO_104,544.9200,0.797,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-13,Astro Bot Sustain,partner_0450,421.10,3631579,22908,LI_104_VIDEO_15S,IO_104,429.5200,0.859,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-14,Astro Bot Sustain,partner_0450,739.12,3631579,38117,LI_104_VIDEO_15S,IO_104,753.9000,0.762,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-15,Astro Bot Sustain,partner_0450,357.01,3157895,23123,LI_104_VIDEO_15S,IO_104,364.1500,0.725,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-16,Astro Bot Sustain,partner_0450,623.36,3157895,23444,LI_104_VIDEO_15S,IO_104,635.8300,0.823,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-18,Astro Bot Sustain,partner_0450,656.97,3157895,17538,LI_104_VIDEO_15S,IO_104,670.1100,0.849,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-19,Astro Bot Sustain,partner_0450,394.69,3157895,16924,LI_104_VIDEO_15S,IO_104,402.5900,0.786,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-20,Astro Bot Sustain,partner_0450,724.48,3631579,24509,LI_104_VIDEO_15S,IO_104,738.9700,0.745,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-21,Astro Bot Sustain,partner_0450,591.53,3631579,29634,LI_104_VIDEO_15S,IO_104,603.3600,0.918,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-22,Astro Bot Sustain,partner_0450,397.75,3157895,25612,LI_104_VIDEO_15S,IO_104,405.7000,0.661,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-23,Astro Bot Sustain,partner_0450,475.67,3157895,27110,LI_104_VIDEO_15S,IO_104,485.1800,0.837,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-24,Astro Bot Sustain,partner_0450,460.90,3157895,19099,LI_104_VIDEO_15S,IO_104,470.1200,0.813,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-25,Astro Bot Sustain,partner_0450,407.93,3157895,21704,LI_104_VIDEO_15S,IO_104,416.0900,0.755,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-26,Astro Bot Sustain,partner_0450,418.12,3157895,15562,LI_104_VIDEO_15S,IO_104,426.4800,0.803,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-27,Astro Bot Sustain,partner_0450,611.44,3631579,24457,LI_104_VIDEO_15S,IO_104,623.6700,0.750,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-28,Astro Bot Sustain,partner_0450,609.68,3631579,30621,LI_104_VIDEO_15S,IO_104,621.8800,0.744,2469474,2026-05-04 11:41:52.776000-07:00
2025-12-29,Astro Bot Sustain,partner_0450,417.10,3157895,27082,LI_104_VIDEO_15S,IO_104,425.4400,0.789,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-30,Astro Bot Sustain,partner_0450,589.24,3157895,18008,LI_104_VIDEO_15S,IO_104,601.0200,0.734,2147369,2026-05-04 11:41:52.776000-07:00
2025-12-31,Astro Bot Sustain,partner_0450,604.01,3157895,19213,LI_104_VIDEO_15S,IO_104,616.0900,0.768,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-01,Astro Bot Sustain,partner_0450,530.16,3157895,13258,LI_104_VIDEO_15S,IO_104,540.7600,0.754,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-02,Astro Bot Sustain,partner_0450,490.44,3157895,15120,LI_104_VIDEO_15S,IO_104,500.2500,0.893,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-04,Astro Bot Sustain,partner_0450,417.58,3631579,21444,LI_104_VIDEO_15S,IO_104,425.9400,0.910,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-05,Astro Bot Sustain,partner_0450,412.01,3157895,24101,LI_104_VIDEO_15S,IO_104,420.2500,0.841,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-06,Astro Bot Sustain,partner_0450,535.25,3157895,21613,LI_104_VIDEO_15S,IO_104,545.9600,0.769,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-07,Astro Bot Sustain,partner_0450,359.04,3157895,13334,LI_104_VIDEO_15S,IO_104,366.2200,0.751,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-08,Astro Bot Sustain,partner_0450,547.99,3157895,13824,LI_104_VIDEO_15S,IO_104,558.9400,0.888,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-09,Astro Bot Sustain,partner_0450,638.64,3157895,13723,LI_104_VIDEO_15S,IO_104,651.4100,0.654,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-10,Astro Bot Sustain,partner_0450,612.03,3631579,20453,LI_104_VIDEO_15S,IO_104,624.2700,0.855,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-11,Astro Bot Sustain,partner_0450,466.19,3631579,16943,LI_104_VIDEO_15S,IO_104,475.5200,0.751,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-12,Astro Bot Sustain,partner_0450,379.41,3157895,17005,LI_104_VIDEO_15S,IO_104,387.0000,0.762,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-13,Astro Bot Sustain,partner_0450,524.56,3157895,14451,LI_104_VIDEO_15S,IO_104,535.0500,0.719,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-14,Astro Bot Sustain,partner_0450,407.93,3157895,13400,LI_104_VIDEO_15S,IO_104,416.0900,0.883,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-15,Astro Bot Sustain,partner_0450,409.46,3157895,11621,LI_104_VIDEO_15S,IO_104,417.6500,0.891,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-16,Astro Bot Sustain,partner_0450,472.61,3157895,14236,LI_104_VIDEO_15S,IO_104,482.0600,0.744,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-17,Astro Bot Sustain,partner_0450,621.98,3631579,18547,LI_104_VIDEO_15S,IO_104,634.4200,0.910,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-18,Astro Bot Sustain,partner_0450,662.40,3631579,21438,LI_104_VIDEO_15S,IO_104,675.6400,0.831,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-19,Astro Bot Sustain,partner_0450,569.38,3157895,16851,LI_104_VIDEO_15S,IO_104,580.7600,0.797,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-20,Astro Bot Sustain,partner_0450,576.00,3157895,18189,LI_104_VIDEO_15S,IO_104,587.5200,0.635,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-21,Astro Bot Sustain,partner_0450,561.23,3157895,17785,LI_104_VIDEO_15S,IO_104,572.4500,0.910,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-23,Astro Bot Sustain,partner_0450,430.34,3157895,15474,LI_104_VIDEO_15S,IO_104,438.9500,0.900,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-24,Astro Bot Sustain,partner_0450,665.32,3631579,14236,LI_104_VIDEO_15S,IO_104,678.6300,0.673,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-25,Astro Bot Sustain,partner_0450,662.98,3631579,14744,LI_104_VIDEO_15S,IO_104,676.2400,0.861,2469474,2026-05-04 11:41:52.776000-07:00
2026-01-26,Astro Bot Sustain,partner_0450,618.78,3157895,11053,LI_104_VIDEO_15S,IO_104,631.1500,0.758,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-27,Astro Bot Sustain,partner_0450,508.77,3157895,13042,LI_104_VIDEO_15S,IO_104,518.9500,0.744,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-28,Astro Bot Sustain,partner_0450,470.57,3157895,9284,LI_104_VIDEO_15S,IO_104,479.9900,0.685,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-29,Astro Bot Sustain,partner_0450,552.57,3157895,10942,LI_104_VIDEO_15S,IO_104,563.6200,0.826,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-30,Astro Bot Sustain,partner_0450,423.21,3157895,15253,LI_104_VIDEO_15S,IO_104,431.6800,0.869,2147369,2026-05-04 11:41:52.776000-07:00
2026-01-31,Astro Bot Sustain,partner_0450,527.10,3631579,16905,LI_104_VIDEO_15S,IO_104,537.6500,0.794,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-01,Astro Bot Sustain,partner_0450,458.58,3631579,15253,LI_104_VIDEO_15S,IO_104,467.7500,0.646,2469474,2026-05-04 11:41:52.776000-07:00
2026-02-02,Astro Bot Sustain,partner_0450,479.23,3157895,11163,LI_104_VIDEO_15S,IO_104,488.8200,0.743,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-03,Astro Bot Sustain,partner_0450,564.28,3157895,16247,LI_104_VIDEO_15S,IO_104,575.5700,0.888,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-04,Astro Bot Sustain,partner_0450,391.13,3157895,15584,LI_104_VIDEO_15S,IO_104,398.9500,0.823,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-05,Astro Bot Sustain,partner_0450,451.22,3157895,9837,LI_104_VIDEO_15S,IO_104,460.2500,0.702,2147369,2026-05-04 11:41:52.776000-07:00
2026-02-06,Astro Bot Sustain,partner_0450,537.29,3157895,16137,LI_104_VIDEO_15S,IO_104,548.0400,0.764,2147369,2026-05-04 11:41:52.776000-07:00
